Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Diamond no Ace: Second Season OVA,Ace of Diamond: Second Season OVA,7.62,6055,1430,11,OVA,2,Finished Airing,"Aug 15, 2016 to Oct 17, 2016",,,Kodansha,"None found, add some","Production I.G,       Madhouse",Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,15
Doupo Cangqiong: Yuanqi,Fights Break Sphere: Origin,7.62,9825,1431,3,ONA,3,Finished Airing,"Jul 17, 2022 to Jul 24, 2022",,,"Tencent Penguin Pictures,       China Literature Limited,       Wanda Media","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy, Romance",Martial Arts,,29 min. per ep.,PG-13 - Teens 13 or older,34
Free! Eternal Summer,,7.62,552,1432,419,TV,13,Finished Airing,"Jul 3, 2014 to Sep 25, 2014",Summer 2014,Thursdays at 00:00 (JST),"Lantis,       Iwatobi High School Swimming Club,       Asahi Broadcasting",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,,23 min. per ep.,PG-13 - Teens 13 or older,"2,551"
Fune wo Amu,The Great Passage,7.62,1792,1433,124,TV,11,Finished Airing,"Oct 14, 2016 to Dec 23, 2016",Fall 2016,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Fuji TV,       Kyoraku Industrial Holdings,       Kansai Telecasting,       Kobunsha",Discotek Media,Zexcs,Novel,"Award Winning, Drama, Romance","Adult Cast, Workplace",,22 min. per ep.,PG-13 - Teens 13 or older,499
Gabriel DropOut Specials,,7.62,2578,1434,71,Special,2,Finished Airing,"Mar 24, 2017 to May 24, 2017",,,"None found, add some","None found, add some",Doga Kobo,Manga,"Comedy, Supernatural","CGDCT, Mythology, School",Shounen,15 min. per ep.,PG-13 - Teens 13 or older,71
Genshiken OVA,,7.62,3101,1435,51,OVA,3,Finished Airing,"Dec 22, 2006 to Apr 25, 2007",,,"Genco,       Lantis,       Media Factory",Media Blasters,Ajia-do,Manga,Slice of Life,"Adult Cast, Otaku Culture, Parody",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,28
Kimitachi wa Dou Ikiru ka,The Boy and the Heron,7.62,2428,1437,79,Movie,1,Finished Airing,"Jul 14, 2023",,,"None found, add some",GKIDS,Studio Ghibli,Original,"Adventure, Award Winning, Drama, Fantasy","Anthropomorphic, Isekai",,2 hr. 3 min.,PG-13 - Teens 13 or older,415
K: Seven Stories Movie 5 - Memory of Red - Burn,"K: SEVEN STORIES ""Memory of RED - BURN -""",7.62,4662,1436,22,Movie,1,Finished Airing,"Nov 3, 2018",,,"None found, add some",VIZ Media,GoHands,Manga,"Action, Supernatural",Super Power,,1 hr. 1 min.,PG-13 - Teens 13 or older,33
Koyomimonogatari,,7.62,984,1438,249,ONA,12,Finished Airing,"Jan 10, 2016 to Mar 27, 2016",,,"Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",,,12 min. per ep.,R - 17+ (violence & profanity),366
Lupin III,,7.62,2044,1440,103,TV,23,Finished Airing,"Oct 24, 1971 to Mar 26, 1972",Fall 1971,Sundays at 19:30 (JST),"TMS Entertainment,       Yomiuri Telecasting,       Group TAC",Discotek Media,Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,Seinen,25 min. per ep.,PG-13 - Teens 13 or older,982
Kyou kara Maou!,,7.62,1898,1439,115,TV,78,Finished Airing,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,Saturdays at 09:00 (JST),NHK,Discotek Media,Studio Deen,Light novel,"Adventure, Comedy, Fantasy",Isekai,Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,"1,369"
Mashle,Mashle: Magic and Muscles,7.62,390,1442,562,TV,12,Finished Airing,"Apr 8, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 00:00 (JST),"Aniplex,       Asatsu DK,       Shueisha,       INSPION Edge",Aniplex of America,A-1 Pictures,Manga,"Action, Comedy, Fantasy","Gag Humor, Parody, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"3,804"
Overlord Movie 1: Fushisha no Ou,Overlord: The Undead King,7.62,2285,1443,87,Movie,1,Finished Airing,"Feb 25, 2017",,,"None found, add some","None found, add some",Madhouse,Light novel,"Action, Fantasy","Isekai, Video Game",,1 hr. 42 min.,R - 17+ (violence & profanity),136
Maria-sama ga Miteru: Haru,Maria Watches Over Us: Printemps,7.62,4181,1441,28,TV,13,Finished Airing,"Jul 4, 2004 to Sep 26, 2004",Summer 2004,Unknown,"None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Drama, Girls Love",School,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,90
Owari no Seraph: Nagoya Kessen-hen,Seraph of the End: Battle in Nagoya,7.62,241,1444,794,TV,12,Finished Airing,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 22:00 (JST),"NBCUniversal Entertainment Japan,       Shueisha",Funimation,Wit Studio,Manga,"Action, Drama, Fantasy","Military, Vampire",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"2,967"
Piano no Mori,The Piano Forest,7.62,2638,1445,68,Movie,1,Finished Airing,"Jul 21, 2007",,,"Sony Music Entertainment,       Cyclone Graphics","None found, add some",Madhouse,Manga,Drama,"Music, School",Seinen,1 hr. 40 min.,G - All Ages,123
Puparia,,7.62,3069,1446,52,ONA,1,Finished Airing,"Nov 20, 2020",,,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,,,3 min.,PG-13 - Teens 13 or older,324
Servant x Service,,7.62,1092,1447,222,TV,13,Finished Airing,"Jul 6, 2013 to Sep 28, 2013",Summer 2013,Saturdays at 03:08 (JST),"Aniplex,       Half H.P Studio,       Asahi Broadcasting,       Three S Studio",Aniplex of America,A-1 Pictures,4-koma manga,Comedy,"Adult Cast, Workplace",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,693
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,,7.62,5799,1448,12,TV,48,Finished Airing,"Jan 6, 1998 to Apr 1, 1998",Winter 1998,Unknown,"Madhouse,       Bandai Visual,       TBS","None found, add some",Magic Bus,Manga,"Action, Comedy","Gag Humor, Martial Arts, School",Shounen,8 min. per ep.,R - 17+ (violence & profanity),140
Tenchi Muyou! Ryououki 2nd Season,Tenchi Muyo! Ryo-Ohki,7.62,4144,1450,29,OVA,6,Finished Airing,"Sep 25, 1994 to Sep 25, 1995",,,Pioneer LDC,"Funimation,       Geneon Entertainment USA",AIC,Original,"Action, Comedy, Sci-Fi","Harem, Space",,33 min. per ep.,R+ - Mild Nudity,92
Shingeki no Bahamut: Genesis,Rage of Bahamut: Genesis,7.62,555,1449,415,TV,12,Finished Airing,"Oct 6, 2014 to Dec 29, 2014",Fall 2014,Mondays at 23:30 (JST),"NBCUniversal Entertainment Japan,       Cygames",Funimation,MAPPA,Card game,"Action, Adventure, Fantasy",,,24 min. per ep.,R - 17+ (violence & profanity),"1,700"
Uma Musume: Pretty Derby Season 3,,7.60,4881,1503,20,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023",Fall 2023,Thursdays at 00:00 (JST),"TOHO animation,       Kansai Telecasting,       Cygames,       Bandai Namco Music Live","None found, add some",Studio Kai,Game,Sports,"Anthropomorphic, Racing",,23 min. per ep.,PG-13 - Teens 13 or older,82
Top wo Nerae 2! Diebuster,Gunbuster 2,7.60,2427,1502,79,OVA,6,Finished Airing,"Oct 3, 2004 to Aug 25, 2006",,,Bandai Visual,"Discotek Media,       Bandai Visual USA",Gainax,Original,"Action, Award Winning, Comedy, Drama, Sci-Fi","Mecha, Space",,30 min. per ep.,R+ - Mild Nudity,871
White Album 2,,7.60,994,1504,247,TV,13,Finished Airing,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,Unknown,Starchild Records,"None found, add some",Satelight,Visual novel,"Drama, Romance","Love Polygon, Music",,23 min. per ep.,PG-13 - Teens 13 or older,"3,315"
Tonikaku Kawaii 2nd Season,TONIKAWA: Over The Moon For You Season 2,7.60,1000,1501,245,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01:05 (JST),"Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,508"
Yuuki Bakuhatsu Bang Bravern,Brave Bang Bravern!,7.60,4715,1506,21,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 23:56 (JST),"Shochiku,       TBS,       Good Smile Company,       Fields,       Cygames,       Tencent Japan,       dugout,       Happinet Media Marketing","None found, add some",CygamesPictures,Original,"Action, Comedy, Sci-Fi","Adult Cast, Mecha, Military, Parody",,23 min. per ep.,PG-13 - Teens 13 or older,162
Yama no Susume Third Season,Encouragement of Climb Season 3,7.60,4313,1505,26,TV,13,Finished Airing,"Jul 3, 2018 to Sep 25, 2018",Summer 2018,Tuesdays at 01:40 (JST),"Tokyo MX,       Good Smile Company,       Yomiuri TV Enterprise,       Jinnan Studio,       Radio Osaka,       Top Marshal,       Aeon Entertainment","None found, add some",8bit,Manga,"Adventure, Slice of Life","CGDCT, Iyashikei",,13 min. per ep.,PG-13 - Teens 13 or older,68
Ani ni Tsukeru Kusuri wa Nai! 4,,7.60,4096,1507,29,TV,12,Finished Airing,"Oct 2, 2020 to Dec 18, 2020",Fall 2020,Unknown,"Imagineer,       Tencent Penguin Pictures,       Planet Cartoon","None found, add some",Fanworks,Web manga,Comedy,School,,3 min. per ep.,PG-13 - Teens 13 or older,34
Asobi Asobase Specials,,7.60,3269,1508,46,Special,2,Finished Airing,"Nov 28, 2018 to Dec 21, 2018",,,"None found, add some","None found, add some",Lerche,Manga,Comedy,Gag Humor,Seinen,6 min. per ep.,PG-13 - Teens 13 or older,20
BanG Dream! Morfonication,,7.60,7835,1509,6,Special,2,Finished Airing,"Jul 28, 2022 to Jul 29, 2022",,,"Ultra Super Pictures,       Bushiroad,       Tokyo MX,       Good Smile Company,       HoriPro International","None found, add some",SANZIGEN,Mixed media,,Music,,23 min. per ep.,PG-13 - Teens 13 or older,45
Digimon Adventure Movie,Digimon: The Movie,7.60,1910,1511,114,Movie,1,Finished Airing,"Mar 6, 1999",,,"None found, add some","Discotek Media,       Saban Entertainment",Toei Animation,Original,"Action, Fantasy, Sci-Fi",,Kids,20 min.,PG - Children,390
Bokura no,,7.60,1250,1510,192,TV,24,Finished Airing,"Apr 9, 2007 to Sep 25, 2007",Spring 2007,Mondays at 01:30 (JST),"Sotsu Music Publishing,       Future Vision Music",Discotek Media,Gonzo,Manga,"Action, Drama, Sci-Fi, Suspense","Mecha, Psychological, Survival",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"1,190"
Doraemon Movie 07: Nobita to Tetsujin Heidan,Doraemon the Movie: Nobita and the Steel Troops,7.60,6783,1512,8,Movie,1,Finished Airing,"Mar 15, 1986",,,"None found, add some","None found, add some","None found, add some",Manga,"Adventure, Comedy, Fantasy",Mecha,"KidsKids,         ShounenShounen",1 hr. 40 min.,PG - Children,19
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,7.60,6367,1513,10,Movie,1,Finished Airing,"Mar 10, 2007",,,TV Asahi,"None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,,1 hr. 52 min.,PG - Children,10
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Fate/Grand Order: Divine Realm of the Round Table - Camelot Paladin; Agateram,7.60,2506,1515,75,Movie,1,Finished Airing,"May 15, 2021",,,"Aniplex,       Notes,       Delightworks",Aniplex of America,Production I.G,Game,"Action, Fantasy, Supernatural",,,1 hr. 36 min.,PG-13 - Teens 13 or older,187
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z: Fusion Reborn,7.60,1514,1514,154,Movie,1,Finished Airing,"Mar 4, 1995",,,Studio Take Off,Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,Shounen,50 min.,PG-13 - Teens 13 or older,172
Full Metal Panic!,,7.60,447,1518,499,TV,24,Finished Airing,"Jan 8, 2002 to Jun 18, 2002",Winter 2002,Tuesdays at 18:30 (JST),"Kadokawa Shoten,       KlockWorx","ADV Films,       Funimation",Gonzo,Light novel,"Action, Comedy, Sci-Fi","Mecha, Military",,24 min. per ep.,R - 17+ (violence & profanity),"4,387"
Free! Movie 1: Timeless Medley - Kizuna,Free! The Movie -Timeless Medley- the Bond,7.60,3117,1517,50,Movie,1,Finished Airing,"Apr 22, 2017",,,"None found, add some",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,,1 hr. 34 min.,PG-13 - Teens 13 or older,73
Free! Dive to the Future,,7.60,1325,1516,182,TV,12,Finished Airing,"Jul 12, 2018 to Sep 27, 2018",Summer 2018,Thursdays at 00:00 (JST),"ABC Animation,       Heart Company",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,,23 min. per ep.,PG-13 - Teens 13 or older,623
Hanhua Riji 3rd Season,God Troubles Me 3rd Season,7.60,10053,1520,3,ONA,12,Finished Airing,"Jul 31, 2022 to Oct 9, 2022",,,"bilibili,       Liyu Culture,       Yunyi Animation ,       Haowan Dongman,       Qizhiying Culture","None found, add some",L²Studio,Original,"Comedy, Supernatural",,,13 min. per ep.,PG-13 - Teens 13 or older,8
Hakuouki Movie 1: Kyoto Ranbu,Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,7.60,4101,1519,29,Movie,1,Finished Airing,"Aug 24, 2013",,,"Geneon Universal Entertainment,       Frontier Works,       KlockWorx",Sentai Filmworks,Studio Deen,Visual novel,"Action, Drama, Supernatural","Historical, Samurai",Josei,1 hr. 35 min.,PG-13 - Teens 13 or older,80
Hellsing: Digest for Freaks,,7.60,3338,1521,44,OVA,1,Finished Airing,"Jan 22, 2006",,,"None found, add some","None found, add some",Satelight,Manga,"Action, Horror, Supernatural","Adult Cast, Gore, Military, Super Power, Vampire",Seinen,28 min.,R - 17+ (violence & profanity),67
Aikatsu Stars!,,7.59,4837,1522,20,TV,100,Finished Airing,"Apr 7, 2016 to Mar 29, 2018",Spring 2016,Thursdays at 18:25 (JST),"TV Tokyo,       Echoes","None found, add some",Bandai Namco Pictures,Original,Slice of Life,"Idols (Female), Music, School",,24 min. per ep.,PG - Children,303
Ashita no Nadja,Tomorrow's Nadja,7.59,3865,1523,33,TV,50,Finished Airing,"Feb 2, 2003 to Jan 25, 2004",Winter 2003,Sundays at 08:30 (JST),Asahi Broadcasting,"None found, add some",Toei Animation,Original,"Adventure, Drama, Romance",Historical,,24 min. per ep.,G - All Ages,274
Chuuka Ichiban!,,7.59,4879,1524,20,TV,52,Finished Airing,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Manga,"Action, Comedy, Drama, Gourmet",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,119
Diamond no Ace OVA,Ace of Diamond OVA,7.59,5143,1525,17,OVA,3,Finished Airing,"Nov 17, 2014 to Mar 17, 2015",,,Kodansha,"None found, add some","Production I.G,       Madhouse",Manga,Sports,"School, Team Sports",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,29
"Fuufu Ijou, Koibito Miman.","More than a Married Couple, but Not Lovers.",7.59,775,1527,311,TV,12,Finished Airing,"Oct 9, 2022 to Dec 25, 2022",Fall 2022,Sundays at 22:00 (JST),"Lantis,       Rakuonsha,       AT-X,       KlockWorx,       Exa International,       Sun TV,       Kadokawa,       Bandai Namco Music Live","None found, add some",studio MOTHER,Manga,Romance,"Love Polygon, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"3,511"
Fairy Tail: Final Series,Fairy Tail Final Series,7.59,438,1526,511,TV,51,Finished Airing,"Oct 7, 2018 to Sep 29, 2019",Fall 2018,Sundays at 07:00 (JST),"TV Tokyo,       Dentsu,       Kodansha,       Avex Pictures",Funimation,"A-1 Pictures,       Bridge,       CloverWorks",Manga,"Action, Adventure, Fantasy",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"5,214"
Hoshiai no Sora,Stars Align,7.59,1196,1530,202,TV,12,Finished Airing,"Oct 11, 2019 to Dec 27, 2019",Fall 2019,Fridays at 01:58 (JST),"TBS,       Movic,       Magic Capsule,       flying DOG",Funimation,8bit,Original,"Drama, Sports",School,,24 min. per ep.,PG-13 - Teens 13 or older,"2,280"
Hana yori Dango,,7.59,2787,1528,62,TV,51,Finished Airing,"Sep 8, 1996 to Aug 31, 1997",Fall 1996,Unknown,"None found, add some","VIZ Media,       Discotek Media",Toei Animation,Manga,"Drama, Romance","Love Polygon, School",Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,800
Hirano to Kagiura,,7.59,4413,1529,25,Movie,1,Finished Airing,"Feb 17, 2023",,,"None found, add some","None found, add some",Studio Deen,Manga,Boys Love,School,Josei,8 min.,PG-13 - Teens 13 or older,175
Hourou Musuko Specials,Wandering Son Specials,7.59,6393,1531,10,Special,2,Finished Airing,"Aug 24, 2011 to Sep 21, 2011",,,"Aniplex,       AIC,       Dentsu,       Fuji TV,       Magic Capsule,       Enterbrain,       Fujipacific Music","None found, add some",AIC Classic,Manga,Drama,"Crossdressing, School",,23 min. per ep.,PG-13 - Teens 13 or older,11
"Ima, Soko ni Iru Boku","Now and Then, Here and There",7.59,1577,1532,146,TV,13,Finished Airing,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,Thursdays at 19:00 (JST),"Victor Entertainment,       Pioneer LDC,       Rakuonsha","ADV Films,       Central Park Media",AIC,Original,"Adventure, Drama, Fantasy, Sci-Fi","Isekai, Military",,24 min. per ep.,R - 17+ (violence & profanity),"1,194"
Kekkai Sensen,Blood Blockade Battlefront,7.59,197,1533,879,TV,12,Finished Airing,"Apr 5, 2015 to Oct 4, 2015",Spring 2015,Sundays at 02:28 (JST),"Nihon Ad Systems,       Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Toy's Factory,       Sony PCL",Funimation,Bones,Manga,"Action, Fantasy","Super Power, Vampire",Shounen,26 min. per ep.,R - 17+ (violence & profanity),"7,890"
Kekkaishi,,7.59,1951,1534,111,TV,52,Finished Airing,"Oct 16, 2006 to Feb 5, 2008",Fall 2006,Mondays at 19:00 (JST),"Yomiuri Telecasting,       Tohokushinsha Film Corporation","VIZ Media,       Discotek Media",Sunrise,Manga,"Action, Adventure, Supernatural",Mythology,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,617
Kuroko no Basket: Mou Ikkai Yarimasen ka,Kuroko’s Basketball: Would You Mind Doing That Once More,7.59,3170,1535,49,Special,1,Finished Airing,"Jun 20, 2014",,,"None found, add some","None found, add some",Production I.G,Manga,"Comedy, Sports","School, Team Sports",Shounen,24 min.,PG-13 - Teens 13 or older,29
Macross Δ Movie 2: Zettai Live!!!,,7.59,6920,1536,8,Movie,1,Finished Airing,"Oct 8, 2021",,,"None found, add some","None found, add some",Satelight,Original,"Action, Sci-Fi","Mecha, Military, Music, Space",,1 hr. 49 min.,PG-13 - Teens 13 or older,52
Ongaku,On-Gaku: Our Sound,7.59,5806,1537,12,Movie,1,Finished Airing,"Jan 11, 2020",,,Rock'n Roll Mountain,GKIDS,"None found, add some",Manga,"Award Winning, Slice of Life",Music,,1 hr. 11 min.,PG-13 - Teens 13 or older,158
Persona 3 the Movie 3: Falling Down,Persona 3 the Movie: #3 Falling Down,7.59,2458,1538,77,Movie,1,Finished Airing,"Apr 4, 2015",,,"Aniplex,       Atlus",Aniplex of America,A-1 Pictures,Game,"Action, Fantasy, Supernatural",,,1 hr. 27 min.,R - 17+ (violence & profanity),237
Shinigami Bocchan to Kuro Maid,The Duke of Death and His Maid,7.59,1001,1540,245,TV,12,Finished Airing,"Jul 4, 2021 to Sep 19, 2021",Summer 2021,Sundays at 22:00 (JST),"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       NBCUniversal Entertainment Japan,       BS11,       Shogakukan,       Yomiuri TV Enterprise,       Bandai Spirits",Funimation,J.C.Staff,Web manga,"Comedy, Supernatural",Romantic Subtext,,24 min. per ep.,PG-13 - Teens 13 or older,"1,667"
Shin Tennis no Oujisama vs. Genius 10,The Prince of Tennis II vs Genius10,7.59,4951,1539,19,OVA,10,Finished Airing,"Oct 29, 2014 to Jun 26, 2015",,,Nihon Ad Systems,"None found, add some","Production I.G,       M.S.C",Manga,Sports,,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,53
Shinigami Bocchan to Kuro Maid 2nd Season,The Duke of Death and His Maid Season 2,7.59,2407,1541,80,TV,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",Summer 2023,Sundays at 22:00 (JST),"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       NBCUniversal Entertainment Japan,       BS11,       Shogakukan,       Yomiuri TV Enterprise,       Bandai Spirits","None found, add some",J.C.Staff,Web manga,"Comedy, Supernatural",Romantic Subtext,,23 min. per ep.,PG-13 - Teens 13 or older,320
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,,7.59,7179,1542,7,Movie,1,Finished Airing,"Aug 7, 2020",,,Bushiroad,"None found, add some",Kinema Citrus,Original,,"Music, Performing Arts, School",,2 hr.,PG-13 - Teens 13 or older,29
Soredemo Sekai wa Utsukushii,The World is Still Beautiful,7.59,761,1543,317,TV,12,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,Sundays at 02:20 (JST),"VAP,       Hakusensha,       Nippon Television Network",Sentai Filmworks,Pierrot,Manga,"Adventure, Fantasy, Romance",,Shoujo,22 min. per ep.,PG-13 - Teens 13 or older,"1,994"
Tennis no Oujisama: Another Story - Kako to Mirai no Message,The Prince of Tennis: Another Story - Messages From Past and Future,7.59,5367,1544,15,OVA,4,Finished Airing,"May 26, 2009 to Sep 25, 2009",,,"Production I.G,       Nihon Ad Systems","None found, add some",M.S.C,Manga,Sports,School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,22
Tensei shitara Slime Datta Ken: Coleus no Yume,That Time I Got Reincarnated as a Slime: Visions of Coleus,7.59,2391,1545,81,ONA,3,Finished Airing,"Nov 2, 2023",,,"None found, add some","None found, add some",8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,310
Tensura Nikki: Tensei shitara Slime Datta Ken,The Slime Diaries,7.59,697,1546,340,TV,12,Finished Airing,"Apr 6, 2021 to Jun 22, 2021",Spring 2021,Tuesdays at 23:00 (JST),"Lantis,       Kodansha,       BS11,       Bandai Namco Arts,       Micro Magazine Publishing,       Bandai Spirits,       Sony Music Solutions,       ADK Marketing Solutions","None found, add some",8bit,Manga,"Comedy, Fantasy","Isekai, Reincarnation",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,077"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,My Teen Romantic Comedy SNAFU OVA,7.59,901,1547,273,OVA,1,Finished Airing,"Sep 19, 2013",,,"None found, add some","None found, add some",Brain's Base,Light novel,"Comedy, Romance","Love Polygon, School",,23 min.,PG-13 - Teens 13 or older,487
Tianbao Fuyao Lu,Legend of Exorcism,7.58,6626,1549,9,ONA,13,Finished Airing,"Jul 5, 2020 to Sep 20, 2020",,,bilibili,"None found, add some",Sparkly Key Animation Studio,Web novel,"Action, Adventure, Comedy, Fantasy, Mystery","Historical, Mythology",,20 min. per ep.,PG-13 - Teens 13 or older,117
Uchuu Kyoudai: Number Zero,Space Brothers #0,7.58,7201,1550,7,Movie,1,Finished Airing,"Aug 9, 2014",,,"Aniplex,       Dentsu,       Yomiuri Telecasting,       Warner Bros. Japan,       Sony Music Entertainment,       Nippon Television Network,       Asahi Shimbun,       Sapporo Television Broadcasting,       Miyagi Television Broadcasting,       Shizuoka Daiichi Television,       Chukyo TV Broadcasting,       Hiroshima Television,       Fukuoka Broadcasting System",Sentai Filmworks,A-1 Pictures,Manga,"Comedy, Sci-Fi","Adult Cast, Space",Seinen,1 hr. 35 min.,PG-13 - Teens 13 or older,5
Sword Art Online: Alicization - War of Underworld,,7.58,255,1548,767,TV,12,Finished Airing,"Oct 13, 2019 to Dec 29, 2019",Fall 2019,Sundays at 00:00 (JST),"Aniplex,       Bandai Namco Entertainment,       Egg Firm,       Straight Edge,       Kadokawa,       Sonilude",Aniplex of America,A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Video Game,,23 min. per ep.,R - 17+ (violence & profanity),"3,660"
