Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics,Premiered,Broadcast
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...,6.03,11777,9337,1,Movie,1,Finished Airing,"Mar 12, 1994",Studio Core,"None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",25 min.,PG-13 - Teens 13 or older,0,Gag Humor,Shounen,,
Egao no Daika,The Price of Smiles,6.03,3640,9338,38,TV,12,Finished Airing,"Jan 4, 2019 to Mar 22, 2019","VAP,       WOWOW,       Yomiuri Telecasting,       MediaNet,       Asmik Ace,       Nippon Television Network,       Tokyo MX,       Dynamo Pictures,       Rakuten,       Happinet",Sentai Filmworks,Tatsunoko Production,Original,"Action, Drama, Fantasy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,45,"Mecha, Military",,Winter 2019,Fridays at 21:30 (JST)
Fate/Zero Cafe,,6.03,4688,9339,22,Movie,2,Finished Airing,"Jul 13, 2013 to Mar 19, 2016","None found, add some","None found, add some",ufotable,4-koma manga,Comedy,10 min. per ep.,G - All Ages,15,Parody,,,
Fushigi na Koala Blinky,Noozles,6.03,13077,9341,1,TV,26,Finished Airing,"Jul 7, 1984 to Dec 28, 1984",Fuji TV,Saban Entertainment,Nippon Animation,Original,"Adventure, Comedy, Fantasy",25 min. per ep.,G - All Ages,2,,Kids,Summer 1984,Fridays at 17:00 (JST)
Fight League: Gear Gadget Generators,,6.03,8971,9340,4,ONA,26,Finished Airing,"Feb 14, 2019 to Aug 8, 2019","None found, add some","None found, add some","Bandai Namco Pictures,       XFLAG",Game,"Action, Sci-Fi",10 min. per ep.,PG-13 - Teens 13 or older,17,Mecha,,,
Future War 198X-nen,Future War Year 198X,6.03,10144,9342,2,Movie,1,Finished Airing,"Oct 30, 1982","None found, add some","None found, add some",Toei Animation,Unknown,Drama,2 hr. 5 min.,PG-13 - Teens 13 or older,5,Military,,,
Fuyu no Hi,Winter Days,6.03,8755,9343,4,Movie,1,Finished Airing,"Nov 22, 2003",Imagica,"None found, add some","None found, add some",Book,Award Winning,39 min.,R+ - Mild Nudity,6,Historical,,,
Grey: Digital Target,,6.03,9955,9344,3,Movie,1,Finished Airing,"Dec 13, 1986",Tokuma Japan,VIZ Media,Magic Bus,Manga,"Action, Drama, Sci-Fi",1 hr. 13 min.,R+ - Mild Nudity,3,Military,Shounen,,
Hataraku Maou-sama!! Recap,The Devil is a Part-Timer! Season 2: Recap Special From Sasazuka to Ente Isla!,6.03,6789,9345,8,Special,1,Finished Airing,"Jul 6, 2023","None found, add some","None found, add some",Studio 3Hz,Light novel,"Comedy, Fantasy",23 min.,PG-13 - Teens 13 or older,13,"Mythology, Romantic Subtext, Workplace",,,
Heart no Kuni no Alice: Wonderful Wonder World,,6.03,3961,9346,32,Movie,1,Finished Airing,"Jul 30, 2011","None found, add some","None found, add some",Asahi Production,Visual novel,"Fantasy, Romance",1 hr. 24 min.,PG-13 - Teens 13 or older,106,Reverse Harem,Josei,,
Heisei Tensai Bakabon,,6.03,12936,9347,1,TV,46,Finished Airing,"Jan 6, 1990 to Dec 29, 1990","Yomiko Advertising,       Fuji TV","None found, add some",Pierrot,Manga,"Comedy, Slice of Life",25 min. per ep.,G - All Ages,3,Gag Humor,,Winter 1990,Unknown
Hey! Bumboo,Bumpety Boo,6.03,11708,9348,1,TV,130,Finished Airing,"Apr 8, 1985 to Apr 3, 1986","NHK,       Studio Jack",Saban Entertainment,Nippon Animation,Unknown,Adventure,10 min. per ep.,PG - Children,5,Racing,Kids,Spring 1985,Unknown
Himitsu no Akko-chan (Movie),,6.03,13815,9349,946,Movie,1,Finished Airing,"Mar 13, 1989","None found, add some","None found, add some",Toei Animation,Unknown,,25 min.,G - All Ages,0,School,Shoujo,,
Ikebukuro PR Anime,,6.03,11628,9351,1,ONA,1,Finished Airing,"Jan 17, 2019",animate,"None found, add some",Shaft,Original,Fantasy,3 min.,G - All Ages,1,,,,
Ichigeki Sacchuu!! Hoihoi-san,,6.03,6833,9350,8,OVA,1,Finished Airing,"Sep 30, 2004",Genco,"None found, add some",Daume,Manga,"Comedy, Sci-Fi, Slice of Life",11 min.,PG-13 - Teens 13 or older,5,,,,
Jie Mo Ren,The Devil Ring,6.03,6525,9352,9,ONA,14,Finished Airing,"Apr 27, 2016 to Jul 27, 2016","Tencent Animation & Comics,       Qiying Animation","None found, add some","None found, add some",Web manga,"Action, Fantasy, Mystery, Supernatural",13 min. per ep.,PG-13 - Teens 13 or older,31,,,,
Kai Feng Qitan: Zhege Baogong Bu Taixing,,6.03,13669,9353,986,ONA,10,Finished Airing,"May 19, 2017 to Jul 21, 2017",Yaoqi,"None found, add some","LAN Studio,       Colored Pencil Animation,       Changchun Unity of Knowledge and Action Animation",Manga,"Action, Comedy",12 min. per ep.,PG-13 - Teens 13 or older,2,Historical,,,
Kaitou Tenshi Twin Angel,,6.03,7674,9354,6,OVA,2,Finished Airing,"Aug 8, 2008 to Oct 2, 2008","None found, add some","None found, add some",Nomad,Game,Fantasy,30 min. per ep.,PG-13 - Teens 13 or older,3,Mahou Shoujo,,,
Kyou Kara Maou! Recap,,6.03,12698,9356,1,Special,1,Finished Airing,"Dec 16, 2005","None found, add some","None found, add some","None found, add some",Light novel,"Adventure, Comedy, Fantasy",25 min.,PG-13 - Teens 13 or older,0,,Shoujo,,
Kokoroya,,6.03,16050,9355,517,OVA,1,Finished Airing,2014,"None found, add some","None found, add some",Toei Animation,Unknown,Sci-Fi,25 min.,G - All Ages,0,Psychological,Kids,,
Larva Island Season 2,,6.03,15468,9357,588,ONA,13,Finished Airing,"Mar 1, 2019",TUBA,"None found, add some","None found, add some",Original,Comedy,7 min. per ep.,G - All Ages,1,,Kids,,
M3: Sono Kuroki Hagane Recap,,6.03,11381,9358,2,ONA,1,Finished Airing,"Jul 22, 2014",flying DOG,"None found, add some","Satelight,       C2C",Original,Action,24 min.,PG-13 - Teens 13 or older,4,Mecha,,,
Mahoutsukai Chappy,,6.03,12814,9359,1,TV,39,Finished Airing,"Apr 3, 1972 to Dec 25, 1972","None found, add some","None found, add some",Toei Animation,Unknown,Adventure,25 min. per ep.,G - All Ages,2,Mahou Shoujo,Kids,Spring 1972,Mondays at 19:00 (JST)
Manga Aesop Monogatari (TV),,6.03,15541,9360,578,TV,52,Finished Airing,"Oct 10, 1983 to Dec 22, 1983","None found, add some","None found, add some",Nippon Animation,Unknown,"Comedy, Fantasy",15 min. per ep.,G - All Ages,1,,Kids,Fall 1983,Unknown
Mo Ri Shu Guang,Dawn of the World,6.03,8276,9361,5,ONA,20,Finished Airing,"May 20, 2018 to Sep 23, 2018",Tencent Penguin Pictures,"None found, add some",Dawn Animation,Novel,"Action, Boys Love, Horror, Supernatural, Suspense",17 min. per ep.,R - 17+ (violence & profanity),12,Psychological,,,
Nanami-chan 3rd Series,,6.03,15045,9362,654,TV,16,Finished Airing,"Aug 4, 2006 to Nov 17, 2006",Robot Communications,"None found, add some","None found, add some",Other,Comedy,5 min. per ep.,G - All Ages,1,,Kids,Summer 2006,Unknown
Qin Shi Mingyue: Luosheng Tangxia,,6.03,14716,9363,717,ONA,1,Finished Airing,"Aug 13, 2014","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy",18 min.,PG-13 - Teens 13 or older,1,"Historical, Martial Arts",,,
Saru Getchu: On Air,Ape Escape,6.03,12547,9364,1,TV,26,Finished Airing,"Apr 8, 2006 to Sep 30, 2006","None found, add some","None found, add some",Xebec,Game,"Adventure, Comedy, Fantasy, Romance",15 min. per ep.,PG - Children,5,,Kids,Spring 2006,Unknown
Shoujo Nosferatu,Nosferatu Maiden,6.03,14103,9367,870,Movie,1,Finished Airing,2017,Geidai Animation,"None found, add some","None found, add some",Original,"Avant Garde, Horror",6 min.,G - All Ages,1,Psychological,,,
Scramble Wars: Tsuppashire! Genom Trophy Rally,,6.03,11278,9365,2,OVA,1,Finished Airing,"Oct 28, 1992",Toshiba EMI,AnimEigo,Artmic,Original,Comedy,26 min.,PG - Children,0,"Parody, Racing",,,
Shin Dokonjou Gaeru,,6.03,14020,9366,887,TV,30,Finished Airing,"Sep 7, 1981 to Mar 29, 1982","None found, add some","None found, add some",Tokyo Movie Shinsha,Manga,"Comedy, Slice of Life",25 min. per ep.,G - All Ages,1,,Shounen,Fall 1981,Unknown
Show By Rock!!: Legend of Shingan Crimsonz,,6.03,10734,9368,2,ONA,3,Finished Airing,"May 29, 2013 to Jun 12, 2013",Sanrio,"None found, add some","None found, add some",Game,Comedy,1 min. per ep.,G - All Ages,3,Music,,,
Soreyuke! Uchuu Senkan Yamamoto Youko,Starship Girl Yamamoto Yohko,6.03,7997,9369,5,OVA,3,Finished Airing,"Mar 6, 1996 to Jun 5, 1996",Kadokawa Shoten,"None found, add some",J.C.Staff,Novel,"Adventure, Comedy, Sci-Fi",30 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Sougen no Ko Tenguri,,6.03,12192,9370,1,Movie,1,Finished Airing,1977,"None found, add some","None found, add some",Shin-Ei Animation,Original,"Adventure, Drama",21 min.,G - All Ages,1,Historical,Kids,,
Tamagotchi! Yume Kira Dream,,6.03,13982,9372,899,TV,49,Finished Airing,"Sep 10, 2012 to Aug 29, 2013","None found, add some","None found, add some",OLM,Unknown,Comedy,23 min. per ep.,G - All Ages,1,,Kids,Fall 2012,Unknown
Souten no Ken: Regenesis 2nd Season,Fist of the Blue Sky: Regenesis 2nd Season,6.03,8595,9371,4,TV,12,Finished Airing,"Oct 9, 2018 to Dec 25, 2018",Souten no Ken,"None found, add some",Polygon Pictures,Manga,Action,22 min. per ep.,R - 17+ (violence & profanity),6,"Historical, Martial Arts",Seinen,Fall 2018,Tuesdays at 00:30 (JST)
Tanin no Kankei,,6.03,9981,9373,3,OVA,2,Finished Airing,"Aug 26, 1994 to Oct 21, 1994","None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Romance, Ecchi",45 min. per ep.,R+ - Mild Nudity,5,School,,,
Ten Little Gall Force,,6.03,10948,9374,2,OVA,1,Finished Airing,"Jul 3, 1988","Movic,       CBS",AnimEigo,"AIC,       Artmic,       animate Film",Original,"Action, Comedy, Sci-Fi",22 min.,R+ - Mild Nudity,1,"Mecha, Military, Parody, Space",,,
To Heart: Remember My Memories Specials,,6.03,9597,9375,3,Special,7,Finished Airing,"Jan 26, 2006 to Aug 24, 2006","None found, add some","None found, add some",AIC ASTA,Visual novel,"Comedy, Sci-Fi",3 min. per ep.,R+ - Mild Nudity,1,"Martial Arts, Parody, Samurai, Super Power",,,
Turning Girls,,6.03,7015,9376,8,ONA,7,Finished Airing,"Jun 18, 2013 to Jul 30, 2013","CoMix Wave Films,       Baramiri","None found, add some",Trigger,Original,"Comedy, Slice of Life",5 min. per ep.,PG-13 - Teens 13 or older,12,,,,
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,,6.03,13024,9377,1,Movie,1,Finished Airing,"Apr 12, 1997","Shochiku,       Sony Music Entertainment","None found, add some",Triangle Staff,Original,Sci-Fi,30 min.,G - All Ages,3,,Kids,,
Vampire Dormitory,,6.03,4010,9378,31,TV,12,Currently Airing,"Apr 7, 2024 to Jun 23, 2024","Dentsu,       Kodansha,       Avex Pictures,       Crunchyroll","None found, add some",Studio Blanc.,Manga,"Romance, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,168,"Crossdressing, Vampire",Shoujo,Spring 2024,Sundays at 23:30 (JST)
Yami Shibai 7,Theatre of Darkness: Yamishibai 7,6.03,4820,9379,20,TV,13,Finished Airing,"Jul 8, 2019 to Sep 30, 2019","TV Tokyo,       DRAWIZ,       Toho Interactive Animation","None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,13,,,Summer 2019,Mondays at 03:13 (JST)
