Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Cherry no Manma,,4.68,10841,13002,2,OVA,1,Finished Airing,"Oct 14, 1989","None found, add some","None found, add some",Visual 80,Manga,Romance,10 min.,PG-13 - Teens 13 or older,3,,,,Shoujo
Doubutsu Sumo Taikai,Animal Sumo,4.68,12590,13003,1,Movie,1,Finished Airing,1931,"None found, add some","None found, add some","None found, add some",Original,Sports,52 sec.,G - All Ages,0,Combat Sports,,,
Satsujinkyou Jidai,Au Fou!,4.68,12711,13005,1,Movie,1,Finished Airing,1966,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,Fantasy,13 min.,PG-13 - Teens 13 or older,0,,,,
FLCL: Grunge,,4.68,3969,13004,32,TV,3,Finished Airing,"Sep 10, 2023 to Sep 24, 2023",Production I.G,"None found, add some",MontBlanc Pictures,Original,"Action, Avant Garde, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,175,"Mecha, Parody",Summer 2023,Unknown,
Umi no Momotarou,Momotaro's Underwater Adventure,4.68,12037,13006,1,Movie,1,Finished Airing,"Jan 26, 1932","None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,0,Samurai,,,
Wakaranai Buta,In a Pig's Eye,4.68,13112,13008,1,Movie,1,Finished Airing,2010,"Calf Studio,       Geidai Animation","None found, add some","None found, add some",Original,"Avant Garde, Award Winning, Drama",10 min.,PG-13 - Teens 13 or older,0,,,,
Usa Weather Show,,4.68,16351,13007,483,Special,1,Finished Airing,Jun 2018,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,35 sec.,G - All Ages,1,,,,
Yousei Land Mukashibanashi,Forest Fairy Five ~Fairy Tale~,4.68,13749,13009,969,TV,12,Finished Airing,"Apr 10, 2017 to Jun 26, 2017","None found, add some","None found, add some","None found, add some",Picture book,"Comedy, Fantasy",10 min. per ep.,PG - Children,1,Historical,Spring 2017,Mondays at 20:00 (JST),
TANK S.W.A.T. 01,,4.67,10007,13010,3,OVA,1,Finished Airing,"Mar 24, 2006","None found, add some","None found, add some",DOGA Productions,Original,,29 min.,PG-13 - Teens 13 or older,0,"Detective, Mecha",,,
Aoki Honoo,,4.67,9150,13011,4,OVA,1,Finished Airing,"Nov 24, 1989","Nippon Animation,       Creative Bridge","None found, add some",Artland,Manga,"Drama, Romance",47 min.,R+ - Mild Nudity,12,,,,Seinen
Arcade Gamer Fubuki: Kabe no Mukou no Paradise,Arcade Gamer Fubuki: Paradise Beyond the Wall,4.67,10509,13012,2,Special,1,Finished Airing,"Mar 28, 2003","None found, add some",Central Park Media,Shaft,Manga,"Action, Adventure, Comedy, Ecchi",7 min.,PG-13 - Teens 13 or older,4,"Parody, School, Video Game",,,
Jinkou no Rakuen,Artificial Paradise,4.67,15591,13013,572,Movie,1,Finished Airing,1975,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,14 min.,R+ - Mild Nudity,0,,,,
Kanabun no Koushin,Scarab Beetle's Parade,4.67,16906,13014,431,ONA,1,Finished Airing,"May 4, 2011","None found, add some","None found, add some",Saigo no Shudan,Original,Avant Garde,4 min.,R+ - Mild Nudity,0,Music,,,
Majo demo Steady,,4.67,10267,13015,2,OVA,1,Finished Airing,"Sep 5, 1986","None found, add some","None found, add some",Tokyo Media Connections,Light novel,"Comedy, Romance, Ecchi",41 min.,R+ - Mild Nudity,3,,,,
Musashino!,Musasi-no,4.67,6357,13016,10,TV,12,Finished Airing,"Jul 2, 2022 to Sep 17, 2022",Harappa,"None found, add some",A-Real,Original,Comedy,3 min. per ep.,PG - Children,14,School,Summer 2022,Saturdays at 23:30 (JST),
Nude Batter Tetsuo,,4.67,14330,13017,815,ONA,1,Finished Airing,Jul 2013,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Sports",4 min.,R+ - Mild Nudity,1,Team Sports,,,
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,,4.67,12030,13018,1,Movie,1,Finished Airing,"Apr 13, 1934","None found, add some","None found, add some","None found, add some",Other,Fantasy,7 min.,G - All Ages,1,,,,
Landscape,,4.66,16202,13019,499,Movie,1,Finished Airing,2004,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,0,,,,
