,Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
87,Accel World: Infinite∞Burst,,6.62,2543,6088,73,Movie,1,Finished Airing,"Jul 23, 2016",Egg Firm,VIZ Media,Sunrise,Light novel,"Action, Romance, Sci-Fi",1 hr. 22 min.,PG-13 - Teens 13 or older,71,,,"School, Video Game",
88,Akakichi no Eleven,,6.62,11022,6089,2,TV,52,Finished Airing,"Apr 13, 1970 to Apr 5, 1971","TV Tokyo,       DOGA Productions","None found, add some",Tokyo TV Douga,Unknown,Sports,25 min. per ep.,PG-13 - Teens 13 or older,8,Spring 1970,Unknown,Team Sports,
89,Amaenaide yo!!: Yasumanaide yo!!,Ah! My Buddha Special,6.62,5456,6090,15,Special,1,Finished Airing,"Dec 21, 2005","None found, add some","Nozomi Entertainment,       Media Blasters",Studio Deen,Manga,"Comedy, Romance, Supernatural, Ecchi",23 min.,R+ - Mild Nudity,1,,,Harem,Seinen
90,Ano Hi no Kanojo-tachi,The Diary of Our Days,6.62,7777,6091,6,ONA,8,Finished Airing,"Mar 24, 2018 to Nov 12, 2018",Half H.P Studio,"None found, add some",CloverWorks,Original,Slice of Life,1 min. per ep.,G - All Ages,19,,,Idols (Female),
91,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"The Idiot, the Tests, and the Summoned Creatures: Christmas Special",6.62,3475,6092,41,ONA,1,Finished Airing,"Dec 24, 2009","None found, add some",Funimation,SILVER LINK.,Light novel,"Comedy, Romance",4 min.,PG-13 - Teens 13 or older,15,,,,
92,Baki: Most Evil Death Row Convicts Special Anime,,6.62,4776,6093,21,OVA,1,Finished Airing,"Dec 6, 2016","TMS Entertainment,       TMS Music","None found, add some",Telecom Animation Film,Manga,Sports,15 min.,R - 17+ (violence & profanity),29,,,"Combat Sports, Gore",Shounen
93,Bananya: Fushigi na Nakama-tachi,Bananya and the Curious Bunch,6.62,5310,6094,16,TV,13,Finished Airing,"Oct 1, 2019 to Dec 24, 2019","None found, add some",Discotek Media,"TMS Entertainment,       Gathering",Original,Slice of Life,2 min. per ep.,G - All Ages,45,Fall 2019,Tuesdays at 07:30 (JST),Anthropomorphic,Kids
94,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",Please Save My Earth Movie: From Alice to Rin-kun,6.62,10714,6095,2,Movie,1,Finished Airing,"Feb 1, 1995","Victor Entertainment,       Hakusensha","None found, add some",Production I.G,Manga,"Drama, Romance, Sci-Fi",1 hr. 38 min.,PG-13 - Teens 13 or older,4,,,,Shoujo
95,Choujuu Kishin Dancougar,Super Bestial Machine God Dancougar,6.62,7953,6096,5,TV,38,Finished Airing,"Apr 5, 1985 to Dec 27, 1985",Asatsu DK,Discotek Media,"Production Reed,       Ashi Productions",Original,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,13,Spring 1985,Unknown,"Mecha, Space",
96,Cinderella Girls Gekijou 2nd Season,,6.62,6618,6097,9,TV,13,Finished Airing,"Oct 3, 2017 to Dec 26, 2017","Frontier Works,       Half H.P Studio,       Nippon Columbia,       Bandai Namco Entertainment,       Anime Consortium Japan,       Kadokawa",Crunchyroll,"Gathering,       Lesprit",4-koma manga,"Comedy, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,9,Fall 2017,Tuesdays at 21:55 (JST),Idols (Female),
97,Coyote Ragtime Show,,6.62,4762,6098,21,TV,12,Finished Airing,"Jul 4, 2006 to Sep 19, 2006","KlockWorx,       Studio Mausu,       Toshiba Entertainment","ADV Films,       Funimation",ufotable,Original,"Action, Adventure, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,36,Summer 2006,Tuesdays at 01:30 (JST),Mecha,
98,Crusher Joe OVA,Crusher Joe: The OVAs,6.62,9100,6099,4,OVA,2,Finished Airing,"Feb 5, 1989 to Jun 5, 1989",Studio Nue,"AnimEigo,       Discotek Media",Sunrise,Light novel,"Action, Adventure, Sci-Fi",56 min. per ep.,R - 17+ (violence & profanity),2,,,Space,
99,Dragon Crisis!,,6.62,1372,6100,173,TV,12,Finished Airing,"Jan 11, 2011 to Mar 29, 2011","Yomiuri Telecasting,       Starchild Records,       Kids Station,       DAX Production,       Shueisha","None found, add some",Studio Deen,Light novel,"Action, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,286,Winter 2011,Mondays at 01:30 (JST),"Harem, School",
100,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,,6.62,6851,6101,8,ONA,5,Finished Airing,"Jan 10, 2017 to Mar 2, 2017","None found, add some","None found, add some",Bones,Manga,"Action, Adventure, Drama, Sci-Fi",4 min. per ep.,PG-13 - Teens 13 or older,7,,,Mecha,
101,Fireball,,6.62,6309,6102,10,TV,13,Finished Airing,"Apr 7, 2008 to Jun 30, 2008",Disney Platform Distribution,"None found, add some",Jinnis Animation Studios,Original,"Comedy, Sci-Fi",1 min. per ep.,G - All Ages,25,Spring 2008,Mondays at 18:25 (JST),,
102,God Eater Prologue,,6.62,3747,6103,35,Special,1,Finished Airing,"Sep 28, 2009","None found, add some","None found, add some",ufotable,Game,"Action, Fantasy, Sci-Fi",12 min.,R - 17+ (violence & profanity),26,,,Military,
103,Highschool of the Dead: Drifters of the Dead,,6.62,783,6104,308,OVA,1,Finished Airing,"Apr 26, 2011",Showgate,Sentai Filmworks,Madhouse,Manga,"Comedy, Supernatural, Ecchi",16 min.,R+ - Mild Nudity,389,,,,Shounen
104,Hoshizora no Violin,,6.62,13798,6105,949,Movie,1,Finished Airing,1994,"None found, add some","None found, add some","None found, add some",Unknown,Slice of Life,1 hr. 27 min.,G - All Ages,1,,,Historical,
105,Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,,6.62,11551,6106,1,ONA,1,Finished Airing,"Mar 12, 2021","Nihon Ad Systems,       Ai Addiction,       Bandai Spirits","None found, add some",Shuka,Manga,Slice of Life,2 min.,G - All Ages,1,,,,
106,Ichigo 100%,Strawberry 100%,6.62,1885,6107,116,TV,12,Finished Airing,"Apr 6, 2005 to Jun 22, 2005",Shueisha,"None found, add some",Madhouse,Manga,"Comedy, Romance, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,253,Spring 2005,Wednesdays at 02:40 (JST),Harem,Shounen
107,IS: Infinite Stratos,Infinite Stratos,6.62,336,6108,641,TV,12,Finished Airing,"Jan 7, 2011 to Apr 1, 2011","Lantis,       Media Factory,       TBS,       Sony Music Communications,       Sakura Create",Sentai Filmworks,8bit,Light novel,"Action, Comedy, Romance, Sci-Fi, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,"2,286",Winter 2011,Fridays at 01:25 (JST),"Harem, School",
108,Jewelpet Magical Change,,6.62,9584,6109,3,TV,39,Finished Airing,"Apr 4, 2015 to Dec 26, 2015","TV Tokyo,       Sotsu,       MediaNet,       Sanrio","None found, add some",Studio Deen,Original,"Comedy, Fantasy",24 min. per ep.,PG - Children,14,Spring 2015,Saturdays at 07:00 (JST),"Anthropomorphic, Mahou Shoujo",
109,Kakurenbo,Kakurenbo: Hide & Seek,6.62,3644,6110,38,Movie,1,Finished Airing,"Sep 1, 2004","None found, add some",Central Park Media,Yamato Works,Original,"Horror, Supernatural",24 min.,PG-13 - Teens 13 or older,106,,,Psychological,
110,Kamui no Ken,,6.62,7219,6111,7,Movie,1,Finished Airing,"Mar 9, 1985",Kadokawa Shoten,AnimEigo,Madhouse,Novel,"Adventure, Drama, Fantasy",2 hr. 12 min.,PG-13 - Teens 13 or older,27,,,Historical,
111,Karate Baka Ichidai,Karate Master,6.62,11382,6112,2,TV,47,Finished Airing,"Oct 3, 1973 to Sep 25, 1974","None found, add some",Discotek Media,TMS Entertainment,Manga,"Adventure, Sports",24 min. per ep.,PG-13 - Teens 13 or older,3,Fall 1973,Unknown,"Historical, Martial Arts",Shounen
112,Kenja no Mago,Wise Man's Grandchild,6.62,373,6114,593,TV,12,Finished Airing,"Apr 10, 2019 to Jun 26, 2019","Sotsu,       Docomo Anime Store,       ABC Animation,       Kadokawa",Funimation,SILVER LINK.,Light novel,"Action, Comedy, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,"2,963",Spring 2019,Wednesdays at 23:30 (JST),"Isekai, Reincarnation",
113,Kashimashi: Girl Meets Girl,Girl Meets Girl,6.62,3094,6113,51,TV,12,Finished Airing,"Jan 12, 2006 to Mar 30, 2006","Bandai Visual,       Lantis","Media Blasters,       Discotek Media",Studio Hibari,Manga,"Comedy, Drama, Girls Love",24 min. per ep.,PG-13 - Teens 13 or older,181,Winter 2006,Thursdays at 01:30 (JST),"Love Polygon, Magical Sex Shift, School",
114,Kimagure Orange☆Road: Tanabata Special,,6.62,10964,6115,2,OVA,1,Finished Airing,"Nov 21, 1987","None found, add some","None found, add some",Pierrot,Manga,,40 min.,PG-13 - Teens 13 or older,2,,,,Shounen
115,Kujira no Kora wa Sajou ni Manabu!,,6.62,6349,6116,10,Special,2,Finished Airing,"Jan 26, 2018 to Mar 23, 2018","None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Drama, Fantasy, Mystery",10 min. per ep.,PG-13 - Teens 13 or older,3,,,School,Shoujo
116,Majin Bone,,6.62,6460,6117,9,TV,52,Finished Airing,"Apr 1, 2014 to Mar 31, 2015","None found, add some","None found, add some",Toei Animation,Game,,22 min. per ep.,PG-13 - Teens 13 or older,33,Spring 2014,Unknown,Strategy Game,
117,Maomao no Hitorigoto,,6.62,10708,6118,2,ONA,24,Finished Airing,"Oct 23, 2023 to Mar 25, 2024","None found, add some","None found, add some",TOHO animation STUDIO,Light novel,Mystery,1 min. per ep.,PG-13 - Teens 13 or older,6,,,"Historical, Medical",
118,Mazinger Z tai Ankoku Daishougun,,6.62,10105,6119,2,Movie,1,Finished Airing,"Jul 25, 1974",Dynamic Planning,"None found, add some",Toei Animation,Manga,Action,43 min.,PG-13 - Teens 13 or older,1,,,Mecha,Shounen
119,Miyuki,,6.62,8724,6120,4,TV,37,Finished Airing,"Mar 31, 1983 to Apr 20, 1984","Kitty Films,       Fuji TV","None found, add some",Kitty Film Mitaka Studio,Manga,Romance,25 min. per ep.,PG-13 - Teens 13 or older,9,Spring 1983,Thursdays at 19:30 (JST),School,Shounen
120,Monster Strike: Mermaid Rhapsody,,6.62,9882,6121,3,ONA,1,Finished Airing,"Aug 14, 2016","None found, add some","None found, add some","Studio Hibari,       Ultra Super Pictures",Game,"Action, Fantasy",51 min.,PG-13 - Teens 13 or older,2,,,Video Game,
121,Nagasaki 1945: Angelus no Kane,Nagasaki 1945 ~ The Angelus Bells,6.62,12377,6122,1,Movie,1,Finished Airing,"Sep 9, 2005","None found, add some","None found, add some",Mushi Production,Book,Drama,1 hr. 22 min.,PG-13 - Teens 13 or older,1,,,"Historical, Medical, Military",
122,Oscar's Oasis,,6.62,11596,6124,1,TV,78,Finished Airing,"Feb 28, 2011 to Jun 15, 2011","None found, add some","None found, add some",TUBA,Unknown,Comedy,8 min. per ep.,G - All Ages,8,Winter 2011,Unknown,,
123,Nyanko Days,,6.62,2528,6123,74,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",Quatre Stella,"None found, add some",EMT Squared,4-koma manga,"Comedy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,158,Winter 2017,Sundays at 22:25 (JST),"CGDCT, Pets",
124,Otome wa Boku ni Koishiteru Special,Otoboku: Maidens are Falling for Me! Special,6.62,6009,6125,11,Special,1,Finished Airing,"Apr 21, 2007","None found, add some",Media Blasters,feel.,Visual novel,"Comedy, Romance",24 min.,PG-13 - Teens 13 or older,8,,,"Crossdressing, School",
125,Persona 4 the Golden Animation,,6.62,2182,6126,94,TV,12,Finished Airing,"Jul 11, 2014 to Sep 26, 2014","Aniplex,       Yomiko Advertising,       Mainichi Broadcasting System,       Movic,       Sega",Aniplex of America,A-1 Pictures,Game,"Adventure, Mystery, Sci-Fi, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,161,Summer 2014,Fridays at 01:49 (JST),"School, Super Power",
126,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,Pokémon: Black & White: Adventures in Unova and Beyond - Cilan and Brock!! Gyarados's Outrage!!,6.62,6866,6127,8,TV Special,1,Finished Airing,"Oct 3, 2013",TV Tokyo,"None found, add some",OLM,Unknown,"Action, Adventure, Comedy, Fantasy",23 min.,PG - Children,2,,,,Kids
127,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,Pokémon the Movie: Black - Victini and Reshiram,6.62,3128,6128,50,Movie,1,Finished Airing,"Jul 16, 2011","TV Tokyo,       Shogakukan-Shueisha Productions,       Marvelous Entertainment,       TOHO",The Pokemon Company International,"Production I.G,       Xebec,       OLM",Game,"Adventure, Comedy, Drama, Fantasy",1 hr. 36 min.,PG - Children,12,,,,Kids
128,Pucca (TV) 2nd Season,,6.62,6893,6129,8,TV,13,Finished Airing,"Mar 7, 2008 to Jul 24, 2008",VOOZ Character System,Disney Platform Distribution,"None found, add some",Other,"Action, Comedy, Romance",23 min. per ep.,G - All Ages,4,Spring 2008,Unknown,Parody,
129,Qin Shi Mingyue: Ye Jin Tianming,Qin's Moon: Night Ends - Daylight,6.62,12519,6130,1,TV,18,Finished Airing,"Jul 17, 2008 to Aug 3, 2008","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy",22 min. per ep.,PG-13 - Teens 13 or older,5,Summer 2008,Unknown,"Historical, Martial Arts",
130,Sakigake!! Otokojuku Movie,Charge!! Men's Private School,6.62,9933,6132,3,Movie,1,Finished Airing,"Jul 23, 1988","None found, add some","None found, add some",Toei Animation,Manga,"Action, Comedy",1 hr. 14 min.,PG-13 - Teens 13 or older,5,,,"Delinquents, Martial Arts, School",Shounen
131,Sacred Seven: Shirogane no Tsubasa,Sacred Seven: Wings of the Silver Moon,6.62,7597,6131,6,Movie,1,Finished Airing,"Jan 7, 2012","None found, add some","None found, add some",Sunrise,Original,"Action, Sci-Fi",59 min.,PG-13 - Teens 13 or older,3,,,"School, Super Power",
132,Kabuki-bu!,Kabukibu!,6.61,4856,6133,20,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017","Shochiku,       Pony Canyon,       TBS,       Kadokawa",Sentai Filmworks,Studio Deen,Novel,,24 min. per ep.,PG-13 - Teens 13 or older,22,Spring 2017,Fridays at 02:28 (JST),"Performing Arts, School",
133,Kemushi no Boro,Boro the Caterpillar,6.61,9356,6134,3,Movie,1,Finished Airing,"Mar 21, 2018","None found, add some","None found, add some",Studio Ghibli,Original,,14 min.,G - All Ages,3,,,,Kids
134,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",,6.61,6300,6135,10,OVA,1,Finished Airing,"Apr 1, 2009",Marvelous Entertainment,Sentai Filmworks,Doga Kobo,Visual novel,"Comedy, Fantasy, Ecchi",29 min.,R+ - Mild Nudity,2,,,School,
135,Koisuru Shirokuma,,6.61,7181,6136,7,Movie,21,Finished Airing,"Mar 4, 2017 to 2020","None found, add some","None found, add some",Gathering,Manga,"Boys Love, Comedy",39 sec. per ep.,G - All Ages,19,,,Anthropomorphic,Josei
136,Mamotte! Lollipop,Save Me! Lollipop,6.61,4356,6137,26,TV,13,Finished Airing,"Jul 2, 2006 to Sep 24, 2006",Delfi Sound,Funimation,Studio Comet,Manga,"Adventure, Comedy, Romance",25 min. per ep.,PG-13 - Teens 13 or older,119,Summer 2006,Unknown,,Shoujo
137,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,,6.61,7356,6138,7,Movie,1,Finished Airing,"Aug 21, 2010","None found, add some","None found, add some",SynergySP,Manga,"Adventure, Comedy, Sports",1 hr. 16 min.,PG - Children,6,,,,Kids
138,Min Diao Ju Yi Wen Lu,Bureau of Paranormal Investigation,6.61,8409,6139,5,ONA,12,Finished Airing,"Aug 7, 2020 to Oct 16, 2020","None found, add some","None found, add some",B.CMAY PICTURES,Novel,"Action, Adventure, Supernatural, Suspense",24 min. per ep.,R - 17+ (violence & profanity),18,,,,
139,Nagagutsu wo Haita Neko no Bouken,,6.61,12777,6140,1,TV,26,Finished Airing,"Apr 1, 1992 to Sep 23, 1992",Enoki Films,"None found, add some","None found, add some",Unknown,"Adventure, Fantasy",25 min. per ep.,G - All Ages,4,Spring 1992,Unknown,,
140,Nekogami Yaoyorozu,The Everyday Tales of a Cat God,6.61,4617,6141,22,TV,12,Finished Airing,"Jul 9, 2011 to Sep 24, 2011","Sotsu,       AT-X,       Marvelous AQL,       Akita Shoten","NIS America, Inc.",AIC PLUS+,Manga,"Comedy, Slice of Life, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,35,Summer 2011,Saturdays at 08:30 (JST),CGDCT,Seinen
141,Orient,,6.61,1914,6142,113,TV,12,Finished Airing,"Jan 6, 2022 to Mar 24, 2022","TV Tokyo,       Kodansha,       AT-X,       Avex Pictures,       bilibili,       Crunchyroll","None found, add some",A.C.G.T.,Manga,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,519,Winter 2022,Thursdays at 00:00 (JST),"Historical, Samurai",Shounen
142,Papuwa,,6.61,11155,6143,2,TV,26,Finished Airing,"Sep 30, 2003 to Mar 30, 2004",Sotsu,ADV Films,Nippon Animation,Manga,"Adventure, Comedy",23 min. per ep.,R+ - Mild Nudity,10,Fall 2003,Tuesdays at 18:00 (JST),,
143,Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,,6.61,10996,6144,2,Movie,1,Finished Airing,"Jul 2, 2006","None found, add some","None found, add some","None found, add some",Game,"Action, Adventure, Comedy, Fantasy",26 min.,PG - Children,1,,,,Kids
144,Pucca 3,Pucca: Love Recipe,6.61,12880,6145,1,TV,26,Finished Airing,"Dec 10, 2018 to Oct 31, 2019",VOOZ Character System,"None found, add some","None found, add some",Other,"Action, Comedy, Romance",24 min. per ep.,G - All Ages,5,Winter 2019,Unknown,,Kids
