,Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
86,Ryuugajou Nanana no Maizoukin: Nanana Nippon Mukashibanashi,,6.52,6364,6664,10,Special,6,Finished Airing,"Jun 25, 2014 to Nov 26, 2014","None found, add some","None found, add some",A-1 Pictures,Light novel,Comedy,,5 min. per ep.,PG-13 - Teens 13 or older,3,,,
87,Sengoku Majin Goushougun,Macron 1,6.52,9489,6665,3,TV,26,Finished Airing,"Jul 3, 1981 to Dec 28, 1981",TV Tokyo,"Discotek Media,       Saban Entertainment",Ashi Productions,Original,"Action, Sci-Fi","Mecha, Parody",24 min. per ep.,PG-13 - Teens 13 or older,4,Summer 1981,Unknown,
88,Sengoku Musou,Samurai Warriors,6.52,4561,6666,23,TV,12,Finished Airing,"Jan 12, 2015 to Mar 30, 2015","TV Tokyo,       Avex Entertainment,       Nihon Ad Systems,       Koei",Funimation,"Tezuka Productions,       TYO Animations",Game,Action,"Historical, Samurai",24 min. per ep.,PG-13 - Teens 13 or older,41,Winter 2015,Mondays at 01:35 (JST),
89,Stella Jogakuin Koutou-ka C³-bu,"Stella Women's Academy, High School Division Class C³",6.52,2995,6667,54,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013","Pony Canyon,       TBS,       RAY",Sentai Filmworks,Gainax,Manga,Sports,"Military, School",24 min. per ep.,PG-13 - Teens 13 or older,75,Summer 2013,Unknown,
90,Tales of Gekijou,,6.52,8563,6668,5,Special,5,Finished Airing,"Jan 1, 2012 to Feb 23, 2012","None found, add some","None found, add some",Sunrise,Game,Comedy,,5 min. per ep.,G - All Ages,5,,,
91,Tate no Yuusha no Nariagari Season 2,The Rising of the Shield Hero Season 2,6.52,259,6669,763,TV,13,Finished Airing,"Apr 6, 2022 to Jun 29, 2022","Frontier Works,       AT-X,       Nippon Columbia,       Glovision,       Good Smile Company,       Sammy,       Crunchyroll,       Kadokawa Media House,       NTT Plala,       Kadokawa","None found, add some","Kinema Citrus,       DR Movie",Light novel,"Action, Adventure, Drama, Fantasy",Isekai,23 min. per ep.,PG-13 - Teens 13 or older,"12,357",Spring 2022,Wednesdays at 22:00 (JST),
92,Technoroid: Overmind,,6.52,5487,6670,14,TV,12,Finished Airing,"Jan 5, 2023 to Mar 30, 2023","TV Tokyo,       Sotsu,       Avex Pictures,       CyberAgent,       LOGIC&MAGIC,       CMI","None found, add some",Doga Kobo,Mixed media,"Mystery, Sci-Fi","Idols (Male), Music",24 min. per ep.,PG-13 - Teens 13 or older,79,Winter 2023,Thursdays at 00:00 (JST),
93,Uchuu Kyoudai: Itten no Hikari,,6.52,8216,6671,5,Movie,1,Finished Airing,"Jul 21, 2012",Digital Media Lab,"None found, add some",A-1 Pictures,Original,"Comedy, Sci-Fi, Slice of Life",,38 min.,PG-13 - Teens 13 or older,2,,,
94,Wangpai Yushi,,6.52,9529,6672,3,ONA,39,Finished Airing,"Jun 27, 2014 to Jan 20, 2016","Tencent Animation & Comics,       LAN Studio","None found, add some",Haoliners Animation League,Manga,"Comedy, Fantasy, Supernatural",School,9 min. per ep.,PG-13 - Teens 13 or older,11,,,
95,Weiß Kreuz Glühen,Knight Hunters Eternity,6.52,6233,6673,10,TV,13,Finished Airing,"Nov 28, 2002 to Mar 20, 2003","animate Film,       Kids Station,       Movic",Media Blasters,ufotable,Original,"Action, Drama",,24 min. per ep.,R - 17+ (violence & profanity),22,Fall 2002,Unknown,
96,Wo Jian Qile Yi Di Shuxing,,6.52,13652,6674,991,ONA,16,Finished Airing,"Jan 23, 2023 to Apr 24, 2023","None found, add some","None found, add some",Foch Films,Other,"Action, Adventure, Fantasy",,18 min. per ep.,PG-13 - Teens 13 or older,5,,,
97,Action Heroine Cheer Fruits,,6.52,5488,6675,14,TV,12,Finished Airing,"Jul 7, 2017 to Sep 29, 2017","TBS,       Nippon Columbia,       KlockWorx,       Hobby Japan,       Glovision,       RAY,       Nichion,       GYAO!,       Production Ace",Sentai Filmworks,Diomedéa,Original,"Comedy, Slice of Life",School,24 min. per ep.,PG-13 - Teens 13 or older,23,Summer 2017,Fridays at 02:28 (JST),
98,AkaKill! Gekijou,AkaKill! Theater,6.52,3018,6676,53,ONA,24,Finished Airing,"Jul 8, 2014 to Dec 14, 2014",TOHO animation,Sentai Filmworks,C-Station,Manga,Comedy,,1 min. per ep.,PG-13 - Teens 13 or older,54,,,
99,Akihabara Dennou-gumi,Cyber Team in Akihabara,6.52,6952,6677,8,TV,26,Finished Airing,"Apr 4, 1998 to Sep 26, 1998","TBS,       GANSIS,       Audio Tanaka,       Nichion",ADV Films,Ashi Productions,Original,"Adventure, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,32,Spring 1998,Saturdays at 17:00 (JST),
100,Cardfight!! Vanguard G,,6.52,5269,6678,16,TV,48,Finished Airing,"Oct 26, 2014 to Oct 4, 2015","TV Tokyo,       Dentsu,       Sotsu,       Bushiroad","None found, add some",TMS Entertainment,Card game,Action,Strategy Game,24 min. per ep.,PG-13 - Teens 13 or older,52,Fall 2014,Sundays at 10:00 (JST),
101,Choujuu Kishin Dancougar: God Bless Dancougar,God Bless Dancougar,6.52,10801,6679,2,OVA,1,Finished Airing,"Apr 15, 1987",Ashi Productions,"None found, add some",Production Reed,Original,"Action, Sci-Fi",Mecha,1 hr. 20 min.,PG-13 - Teens 13 or older,2,,,
102,Cosmo Warrior Zero,,6.52,7823,6680,6,TV,13,Finished Airing,"Jul 6, 2001 to Sep 28, 2001",AT-X,"Media Blasters,       Discotek Media",Vega Entertainment,Game,"Action, Adventure, Sci-Fi","Military, Space",25 min. per ep.,PG-13 - Teens 13 or older,6,Summer 2001,Unknown,
103,Di Gi Charat Summer Special 2000,,6.52,9042,6681,4,TV Special,4,Finished Airing,"Aug 22, 2000 to Aug 23, 2000",TBS,Sentai Filmworks,Madhouse,Original,Comedy,,11 min. per ep.,G - All Ages,3,,,
104,Dokonjou Gaeru,,6.52,11070,6682,2,TV,103,Finished Airing,"Oct 7, 1972 to Sep 28, 1974",Asahi Broadcasting,"None found, add some",Tokyo Movie Shinsha,Manga,"Comedy, Slice of Life",,25 min. per ep.,G - All Ages,8,Fall 1972,Saturdays at 19:00 (JST),Shounen
105,Fate/Extra: Last Encore - Illustrias Tendousetsu,Fate/Extra: Last Encore - Illustrias Geocentric Theory,6.52,2488,6683,75,TV,3,Finished Airing,"Jul 29, 2018","None found, add some",Aniplex of America,Shaft,Game,"Action, Fantasy",,32 min. per ep.,R - 17+ (violence & profanity),57,Summer 2018,Unknown,
106,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,6.52,2527,6684,74,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016","DAX Production,       Dream Creation,       bilibili","None found, add some",EMT Squared,4-koma manga,Comedy,"Otaku Culture, School",3 min. per ep.,PG-13 - Teens 13 or older,96,Summer 2016,Tuesdays at 22:55 (JST),Josei
107,Ganbare Douki-chan,,6.52,1969,6685,109,ONA,12,Finished Airing,"Sep 20, 2021 to Dec 6, 2021","None found, add some","None found, add some",AtelierPontdarc,Web manga,"Comedy, Ecchi","Adult Cast, Romantic Subtext, Workplace",5 min. per ep.,PG-13 - Teens 13 or older,297,,,
108,Glass no Kantai: La Legende du Vent de l'Univers,Glass Fleet,6.52,5854,6686,12,TV,24,Finished Airing,"Apr 5, 2006 to Sep 22, 2006","Sotsu,       Asahi Broadcasting,       Sotsu Music Publishing",Funimation,"Gonzo,       Satelight",Original,"Adventure, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,20,Spring 2006,Wednesdays at 02:40 (JST),
109,Hamelin no Violin Hiki,Violinist of Hamelin,6.52,7480,6688,6,TV,25,Finished Airing,"Oct 2, 1996 to Mar 26, 1997","None found, add some","None found, add some",Studio Deen,Manga,"Adventure, Drama, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,22,Fall 1996,Unknown,
110,Gun Frontier,,6.52,6125,6687,11,TV,13,Finished Airing,"Mar 28, 2002 to Jun 20, 2002","TV Tokyo,       Echo","Media Blasters,       Discotek Media",Vega Entertainment,Manga,"Action, Adventure, Drama, Sci-Fi",Historical,24 min. per ep.,PG-13 - Teens 13 or older,20,Spring 2002,Unknown,Seinen
111,Imouto sae Ireba Ii. (ONA) Specials,,6.52,5567,6689,14,Special,2,Finished Airing,"Jan 26, 2018 to Mar 23, 2018","None found, add some","None found, add some",SILVER LINK.,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,10,,,
112,Inu to Hasami wa Tsukaiyou,Dog & Scissors,6.52,1547,6690,150,TV,12,Finished Airing,"Jul 2, 2013 to Sep 17, 2013","Avex Entertainment,       DLE,       Enterbrain,       Studio Mausu,       Xing",Sentai Filmworks,Gonzo,Light novel,"Comedy, Supernatural",Reincarnation,24 min. per ep.,PG-13 - Teens 13 or older,289,Summer 2013,Tuesdays at 01:00 (JST),
113,.hack//Intermezzo,,6.51,4550,6692,23,Special,1,Finished Airing,"Mar 28, 2003","None found, add some",Bandai Entertainment,Bee Train,Original,"Adventure, Fantasy, Mystery, Sci-Fi",Video Game,24 min.,PG-13 - Teens 13 or older,7,,,
114,Itou Junji: Collection,Junji Ito Collection,6.52,1334,6691,180,TV,12,Finished Airing,"Jan 5, 2018 to Mar 23, 2018","Nippon Columbia,       Asahi Shimbun,       Yomiuri TV Enterprise,       Pony Canyon Enterprises,       SMIRAL Animation,       Crunchyroll SC Anime Fund,       Muse Communication,       Asahi Shinbun Shuppan",Funimation,Studio Deen,Manga,"Drama, Horror, Mystery, Supernatural, Suspense",Psychological,24 min. per ep.,R - 17+ (violence & profanity),"1,098",Winter 2018,Fridays at 22:30 (JST),
115,Anime Sanjuushi: Aramis no Bouken,The Three Musketeers: Aramis the Adventure,6.51,11689,6694,1,Movie,1,Finished Airing,"Mar 11, 1989","NHK,       Gakken","None found, add some",Gallop,Novel,"Adventure, Romance",Historical,45 min.,G - All Ages,1,,,
116,100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,6.51,831,6693,295,TV,12,Finished Airing,"Oct 2, 2020 to Dec 18, 2020","Lantis,       Warner Bros. Japan",Crunchyroll,Maho Film,Manga,"Action, Drama, Fantasy",Isekai,23 min. per ep.,PG-13 - Teens 13 or older,661,Fall 2020,Fridays at 22:00 (JST),Shounen
117,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,6.51,6773,6695,8,TV,12,Finished Airing,"Jan 7, 1998 to Mar 25, 1998","TV Tokyo,       Yomiko Advertising","ADV Films,       Discotek Media",Ashi Productions,Manga,"Action, Adventure, Comedy, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,14,Winter 1998,Wednesdays at 18:00 (JST),Seinen
118,Bungou to Alchemist: Shinpan no Haguruma,Bungo and Alchemist -Gears of Judgement-,6.51,3033,6696,53,TV,13,Finished Airing,"Apr 4, 2020 to Aug 8, 2020","None found, add some",Funimation,OLM,Game,"Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,236,Spring 2020,Saturdays at 01:23 (JST),
119,Buzzer Beater,,6.51,5342,6697,15,TV,13,Finished Airing,"Feb 5, 2005 to Apr 30, 2005","None found, add some","None found, add some",TMS Entertainment,Web manga,"Sci-Fi, Sports",Team Sports,25 min. per ep.,PG-13 - Teens 13 or older,20,Winter 2005,Saturdays at 19:00 (JST),
120,ChäoS;Child: Silent Sky,,6.51,4493,6698,24,Movie,1,Finished Airing,"Jun 17, 2017","None found, add some","None found, add some",SILVER LINK.,Visual novel,"Mystery, Sci-Fi, Supernatural",Psychological,50 min.,PG-13 - Teens 13 or older,36,,,
121,Chi Yan Jinyiwei,The Flame Imperial Guards,6.51,13996,6699,894,ONA,24,Finished Airing,"Dec 31, 2022 to May 24, 2023","iQIYI,       High Energy Studio,       Fujian Ziyan Animation Technology","None found, add some",Chosen,Original,Fantasy,,20 min. per ep.,PG-13 - Teens 13 or older,8,,,
122,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Chrono Crusade: Azmaria's Lessons,6.51,6252,6700,10,Special,11,Finished Airing,"May 28, 2004 to Mar 25, 2005","None found, add some","ADV Films,       Funimation",Gonzo,Manga,"Adventure, Comedy, Supernatural","Historical, Mythology",3 min. per ep.,PG-13 - Teens 13 or older,10,,,
123,Cluster Edge Specials,,6.51,12386,6701,1,Special,3,Finished Airing,"Sep 22, 2006","None found, add some",Sentai Filmworks,"None found, add some",Unknown,"Action, Fantasy, Sci-Fi",Military,23 min. per ep.,PG-13 - Teens 13 or older,4,,,
124,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Looking Back at it All: The Dragon Ball Z Year-End Show!,6.51,5123,6703,17,TV Special,1,Finished Airing,"Dec 31, 1993","None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy","Martial Arts, Super Power",5 min.,PG-13 - Teens 13 or older,7,,,Shounen
125,Doraemon: Ganbare! Gian!!,,6.51,11372,6702,2,Movie,1,Finished Airing,"Mar 10, 2001",Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Adventure, Comedy, Fantasy",,26 min.,PG - Children,0,,,"KidsKids,         ShounenShounen"
126,F-Zero: Falcon Densetsu,F-Zero: GP Legend,6.51,6573,6704,9,TV,51,Finished Airing,"Oct 7, 2003 to Sep 28, 2004","TV Tokyo,       Dentsu",4Kids Entertainment,Ashi Productions,Game,"Action, Adventure, Sci-Fi","Mecha, Racing",23 min. per ep.,PG - Children,65,Fall 2003,Tuesdays at 18:30 (JST),
127,Final Approach,,6.51,3741,6705,36,TV,13,Finished Airing,"Oct 3, 2004 to Dec 26, 2004","None found, add some","None found, add some","Trinet Entertainment,       Zexcs",Visual novel,"Comedy, Drama, Romance",,14 min. per ep.,PG-13 - Teens 13 or older,49,Fall 2004,Unknown,
128,Fuuka,,6.51,818,6706,299,TV,12,Finished Airing,"Jan 6, 2017 to Mar 24, 2017","Studio Tulip,       Magic Capsule,       Warner Bros. Japan,       flying DOG","Funimation,       Crunchyroll",Diomedéa,Manga,"Drama, Romance, Ecchi","Love Polygon, Music, School",24 min. per ep.,R+ - Mild Nudity,905,Winter 2017,Fridays at 22:00 (JST),Shounen
129,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Ace Attorney,6.51,1649,6707,138,TV,24,Finished Airing,"Apr 2, 2016 to Sep 24, 2016","Aniplex,       Yomiuri Telecasting,       Capcom,       Trinity Sound","Funimation,       Crunchyroll",A-1 Pictures,Game,"Comedy, Drama, Mystery","Adult Cast, Detective, Workplace",24 min. per ep.,PG-13 - Teens 13 or older,508,Spring 2016,Saturdays at 17:30 (JST),
130,Hagure Yuusha no Aesthetica: Hajirai Ippai,Aesthetica of a Rogue Hero Specials,6.51,3212,6708,47,Special,6,Finished Airing,"Sep 26, 2012 to Feb 27, 2013","None found, add some",Funimation,Arms,Unknown,"Comedy, Ecchi",Isekai,3 min. per ep.,R+ - Mild Nudity,42,,,
131,Himitsu no Akko-chan 3,,6.51,12228,6709,1,TV,44,Finished Airing,"Apr 5, 1998 to Feb 28, 1999","None found, add some","None found, add some",Toei Animation,Unknown,"Comedy, Fantasy","Mahou Shoujo, School",24 min. per ep.,G - All Ages,0,Spring 1998,Sundays at 09:00 (JST),Shoujo
132,Honto ni Atta! Reibai Sensei,,6.51,7055,6710,8,TV,22,Finished Airing,"Apr 13, 2011 to Sep 14, 2011","None found, add some","None found, add some",DLE,Manga,"Comedy, Supernatural",School,4 min. per ep.,PG-13 - Teens 13 or older,11,Spring 2011,Wednesdays at 01:29 (JST),Shounen
133,Ie Naki Ko (Movie),,6.51,12303,6711,1,Movie,1,Finished Airing,"Mar 15, 1980",Tokyo Movie Shinsha,"None found, add some",TMS Entertainment,Novel,"Adventure, Drama",,1 hr. 36 min.,PG - Children,1,,,Kids
134,Inugami-san to Nekoyama-san,,6.51,2419,6712,79,TV,12,Finished Airing,"Apr 11, 2014 to Jun 27, 2014","DAX Production,       Dream Creation","None found, add some",Seven,4-koma manga,"Comedy, Girls Love",School,3 min. per ep.,PG-13 - Teens 13 or older,120,Spring 2014,Unknown,
135,Itsuka Tenma no Kuro Usagi,A Dark Rabbit has Seven Lives,6.51,1706,6713,133,TV,12,Finished Airing,"Jul 9, 2011 to Sep 24, 2011","Frontier Works,       Kadokawa Shoten,       AT-X,       Kadokawa Pictures Japan,       KlockWorx","None found, add some",Zexcs,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","School, Vampire",24 min. per ep.,R+ - Mild Nudity,216,Summer 2011,Saturdays at 01:05 (JST),
136,Kizuna Ichigeki,,6.51,7759,6714,6,Movie,1,Finished Airing,"Mar 5, 2011",Imagine,"None found, add some",Ascension,Original,Comedy,Martial Arts,24 min.,G - All Ages,3,,,
137,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,Dinosaur King D-Kids Adventure: Pterosaur Legend,6.51,6180,6715,11,TV,30,Finished Airing,"Feb 3, 2008 to Aug 31, 2008","Asatsu DK,       Sega,       Nagoya Broadcasting Network",Discotek Media,Sunrise,Game,"Action, Adventure, Sci-Fi",Strategy Game,24 min. per ep.,G - All Ages,30,Winter 2008,Unknown,Kids
138,Kurogane no Linebarrels Specials,Linebarrels of Iron,6.51,8338,6716,5,Special,2,Finished Airing,"Aug 26, 2009 to Nov 14, 2009",Akita Shoten,Funimation,Gonzo,Manga,"Action, Comedy, Ecchi",Mecha,23 min. per ep.,R - 17+ (violence & profanity),1,,,Seinen
139,Kyousou Giga (TV) Recaps,,6.51,6146,6717,11,TV Special,2,Finished Airing,"Oct 3, 2013 to Dec 26, 2013","None found, add some",Discotek Media,Toei Animation,Original,"Action, Fantasy",,26 min. per ep.,PG-13 - Teens 13 or older,4,,,
140,Lady Lady!! (1988),,6.51,11868,6718,1,Movie,1,Finished Airing,"Mar 12, 1988","None found, add some","None found, add some",Toei Animation,Manga,Drama,,27 min.,G - All Ages,5,,,Shoujo
