,Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Premiered,Broadcast,Themes
89,Wangu Jian Shen,Everlasting God Of Sword,6.38,12262,7446,1,ONA,38,Finished Airing,"Oct 30, 2021 to Jul 2, 2022",Youku,"None found, add some","None found, add some",Novel,"Action, Fantasy, Supernatural",,11 min. per ep.,PG-13 - Teens 13 or older,3,,,Martial Arts
90,Wo Qi Ku Le Baiwan Xiulian Zhe,,6.38,11677,7447,1,ONA,160,Finished Airing,"Aug 19, 2021 to Feb 16, 2023",Tencent Penguin Pictures,"None found, add some",Suoyi Technology,Novel,Fantasy,,11 min. per ep.,PG-13 - Teens 13 or older,7,,,Martial Arts
91,Xiao Qian,A Chinese Ghost Story,6.38,9806,7448,3,Movie,1,Finished Airing,"Jul 31, 1997","Polygram Japan,       Film Workshop",VIZ Media,Triangle Staff,Unknown,"Action, Drama, Fantasy, Romance",,1 hr. 24 min.,PG - Children,6,,,
92,Yasashii March,The Tender March,6.38,11153,7449,2,Movie,1,Finished Airing,"May 5, 2011",Geidai Animation,"None found, add some","None found, add some",Original,,,4 min.,PG-13 - Teens 13 or older,5,,,Music
93,Yoku Wakaru Mahouka! - Saiseitte Nani?,,6.38,5932,7450,12,Special,1,Finished Airing,"Feb 25, 2015",Aniplex,"None found, add some","None found, add some",Light novel,Comedy,,3 min.,PG-13 - Teens 13 or older,11,,,
94,Tenkuu Senki Shurato: Sousei e no Anto,,6.40,10837,7351,2,OVA,6,Finished Airing,"Sep 16, 1991 to Mar 16, 1992","None found, add some","None found, add some",Tatsunoko Production,Unknown,"Action, Fantasy",,30 min. per ep.,PG-13 - Teens 13 or older,0,,,
95,Tori no Uta,Bird's Song,6.40,8114,7352,5,OVA,1,Finished Airing,"Jan 30, 2007","None found, add some","None found, add some",Toei Animation,Original,Fantasy,,34 min.,PG-13 - Teens 13 or older,13,,,
96,Tsuideni Tonchinkan,"Anyway, It Doesn't Matter",6.40,12862,7353,1,TV,43,Finished Airing,"Oct 10, 1987 to Oct 1, 1988","Studio Comet,       Nihon Ad Systems,       Fuji TV","None found, add some","None found, add some",Unknown,Comedy,Shounen,25 min. per ep.,G - All Ages,4,Fall 1987,Unknown,Gag Humor
97,Uchuu Senshi Baldios,Space Warrior Baldios,6.40,10051,7354,3,TV,34,Finished Airing,"Jun 30, 1980 to Jan 25, 1981",Kokusai Eigasha,Discotek Media,Ashi Productions,Unknown,"Action, Adventure, Drama, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,6,Summer 1980,Unknown,"Mecha, Space"
98,Ultra B: Black Hole kara no Dokusaisha BB!!,,6.40,16017,7355,520,Movie,1,Finished Airing,"Mar 12, 1988","None found, add some","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy",,20 min.,G - All Ages,5,,,
99,Vatican Kiseki Chousakan,Vatican Miracle Examiner,6.40,3222,7356,47,TV,12,Finished Airing,"Jul 7, 2017 to Sep 22, 2017","WOWOW,       Lantis,       Movic,       KlockWorx,       Kadokawa Media House,       Kadokawa",Sentai Filmworks,J.C.Staff,Novel,"Drama, Mystery, Supernatural",,24 min. per ep.,R - 17+ (violence & profanity),92,Summer 2017,Fridays at 22:30 (JST),
100,Wo Kao Chongzhi Dang Wudi,Make Money To Be King,6.40,12767,7357,1,ONA,60,Finished Airing,"Jul 5, 2022 to Dec 31, 2022",Tencent Penguin Pictures,"None found, add some",Suoyi Technology,Unknown,"Action, Fantasy",,7 min. per ep.,PG-13 - Teens 13 or older,3,,,Martial Arts
101,Xian Feng Jianyu Lu,,6.40,12130,7358,1,ONA,70,Finished Airing,"Jul 11, 2020 to Mar 3, 2021","None found, add some","None found, add some",Ruo Hong Culture,Novel,"Action, Fantasy, Supernatural",,8 min. per ep.,None,3,,,
102,Xiling Jiyuan,Xyrin Empire,6.40,10078,7359,3,ONA,16,Finished Airing,"Apr 7, 2023 to Jul 14, 2023",bilibili,"None found, add some",Wawayu Animation,Web novel,"Action, Comedy, Sci-Fi",,18 min. per ep.,PG-13 - Teens 13 or older,7,,,
103,Yakyuukyou no Uta,,6.40,11681,7360,1,TV,25,Finished Airing,"Dec 23, 1977 to Mar 26, 1979",Studio Jack,"None found, add some",Nippon Animation,Manga,"Drama, Sports",,46 min. per ep.,PG-13 - Teens 13 or older,10,Winter 1978,Unknown,Team Sports
104,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal","YuruYuri: For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",6.40,4366,7361,26,Special,1,Finished Airing,"Nov 16, 2011","Pony Canyon,       DAX Production","None found, add some",Doga Kobo,Manga,"Comedy, Girls Love",,3 min.,PG-13 - Teens 13 or older,23,,,CGDCT
105,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,Absolutely Lovely Children Recap,6.40,10082,7362,3,TV Special,1,Finished Airing,"Jan 4, 2009","None found, add some","None found, add some",SynergySP,Manga,"Action, Comedy, Supernatural",Shounen,24 min.,PG-13 - Teens 13 or older,0,,,
106,12-sai.: Chicchana Mune no Tokimeki,,6.40,3771,7363,35,TV,12,Finished Airing,"Apr 4, 2016 to Jun 20, 2016","Shogakukan-Shueisha Productions,       AT-X,       Nippon Columbia,       Tokyo MX,       Shogakukan,       JR East Marketing & Communications,       Sun TV","None found, add some",OLM,Manga,Romance,Shoujo,24 min. per ep.,PG - Children,64,Spring 2016,Mondays at 19:30 (JST),School
107,Captain Earth,,6.40,2667,7365,67,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014","Avex Entertainment,       Dentsu,       Shochiku,       Mainichi Broadcasting System,       Bandai Namco Entertainment,       Good Smile Company,       A-Sketch",Sentai Filmworks,Bones,Original,"Action, Romance, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,87,Spring 2014,Sundays at 01:58 (JST),"Mecha, Space"
108,Bonobono (TV 2016),Bono Bono,6.40,9933,7364,3,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?","Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"Comedy, Slice of Life",,5 min.,G - All Ages,19,Spring 2016,Saturdays at 04:52 (JST),Anthropomorphic
109,Gakumon!: Ookami Shoujo wa Kujikenai,,6.40,10574,7366,2,ONA,3,Finished Airing,"Apr 25, 2014 to Dec 4, 2014","None found, add some","None found, add some",Studio Moriken,Manga,Comedy,Shounen,6 min. per ep.,PG-13 - Teens 13 or older,5,,,School
110,Genei wo Kakeru Taiyou,Day Break Illusion,6.40,2991,7367,55,TV,13,Finished Airing,"Jul 6, 2013 to Sep 28, 2013","Aniplex,       Nihon Ad Systems,       Bushiroad,       Good Smile Company,       Asahi Broadcasting",Aniplex of America,AIC,Original,"Action, Drama, Fantasy",,24 min. per ep.,R - 17+ (violence & profanity),192,Summer 2013,Saturdays at 23:30 (JST),"Mahou Shoujo, Psychological"
111,Go! Go! Itsutsugo Land,,6.40,13435,7368,1,TV,50,Finished Airing,"Apr 14, 2001 to Mar 30, 2002",Eiken,"None found, add some",Magic Bus,Unknown,,,20 min. per ep.,G - All Ages,1,Spring 2001,Unknown,School
112,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,,6.40,9357,7369,3,OVA,3,Finished Airing,"Mar 23, 2003 to Feb 2, 2005","None found, add some","None found, add some",Yumeta Company,Visual novel,"Fantasy, Romance",,30 min. per ep.,PG-13 - Teens 13 or older,2,,,"Historical, Isekai, Mythology, Time Travel"
113,Hello Harinezumi: Satsui no Ryoubun,Domain of Murder,6.40,9248,7370,3,OVA,1,Finished Airing,"Sep 1, 1992","Sony Pictures Entertainment,       animate Film","Central Park Media,       NYAV Post",Studio Deen,Manga,"Drama, Mystery",Seinen,51 min.,R+ - Mild Nudity,5,,,Psychological
114,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,The Story of Fifteen Boys,6.40,12573,7371,1,TV Special,1,Finished Airing,"Oct 19, 1987",Fuji TV,"None found, add some",Nippon Animation,Novel,Adventure,,1 hr. 7 min.,G - All Ages,2,,,Historical
115,Jiu Tian Xuan Di Jue 2nd Season,The Success Of Empyrean Xuan Emperor 2nd Season,6.40,12326,7373,1,ONA,52,Finished Airing,"May 2, 2022 to Oct 28, 2022",Youku,"None found, add some",Ruo Hong Culture,Original,"Action, Adventure, Fantasy",,10 min. per ep.,PG-13 - Teens 13 or older,6,,,"Martial Arts, Mythology"
116,Ikuta no Kita,Dozens of Norths,6.40,11223,7372,2,Movie,1,Finished Airing,"Nov 6, 2021",Miyu Productions,"None found, add some","Yamamura Animation, Inc.",Other,"Adventure, Award Winning, Fantasy, Suspense",,1 hr. 4 min.,R+ - Mild Nudity,18,,,Psychological
117,30-pun de Wakaru! Love Live! Superstar!!,Love Live! Superstar!! in 30 Minutes,6.39,14073,7374,876,ONA,1,Finished Airing,"May 14, 2022","None found, add some","None found, add some","None found, add some",Unknown,,,34 min.,PG-13 - Teens 13 or older,0,,,"Idols (Female), Music, School"
118,B-Legend! Battle B-Daman Fire Spirits!,Battle B-Daman: Fire Spirits!,6.39,8237,7375,5,TV,51,Finished Airing,"Jan 10, 2005 to Dec 26, 2005","Yomiko Advertising,       Heewon Entertainment","None found, add some","None found, add some",Manga,"Adventure, Fantasy",Kids,23 min. per ep.,PG - Children,15,Winter 2005,Mondays at 18:00 (JST),Strategy Game
119,Baby Princess 3D Paradise 0 [Love],,6.39,4053,7376,30,OVA,1,Finished Airing,"Jul 20, 2011",Sotsu,"None found, add some",Studio Comet,Light novel,Ecchi,,29 min.,R+ - Mild Nudity,67,,,Harem
120,Baldr Force Exe Resolution,,6.39,5136,7377,17,OVA,4,Finished Airing,"Nov 10, 2006 to Apr 4, 2007","Alchemist,       Geneon Entertainment",Funimation,Satelight,Visual novel,"Action, Drama, Sci-Fi",,29 min. per ep.,R+ - Mild Nudity,29,,,Mecha
121,Blue Dragon,,6.39,2978,7378,55,TV,51,Finished Airing,"Apr 7, 2007 to Mar 29, 2008",Pony Canyon,VIZ Media,Pierrot,Game,"Adventure, Comedy, Fantasy",,25 min. per ep.,PG - Children,113,Spring 2007,Saturdays at 09:00 (JST),
122,Boys Be...,,6.39,4519,7379,24,TV,13,Finished Airing,"Apr 11, 2000 to Jul 4, 2000","None found, add some",Nozomi Entertainment,HAL Film Maker,Manga,"Comedy, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,45,Spring 2000,Tuesdays at 18:30 (JST),School
123,Card Wang: Mix Master,Mix Master: King of Cards,6.39,11485,7381,1,TV,39,Finished Airing,"Oct 4, 2005 to Jul 18, 2006","Sunwoo Entertainment,       KBS","None found, add some",Nippon Animation,Unknown,"Adventure, Fantasy",,25 min. per ep.,PG - Children,7,Fall 2005,Unknown,Strategy Game
124,Build Divide: Code Black,Build-Divide -#000000- Code Black,6.39,2955,7380,56,TV,12,Finished Airing,"Oct 10, 2021 to Dec 26, 2021",Aniplex,Aniplex of America,LIDENFILMS,Mixed media,Fantasy,,23 min. per ep.,PG-13 - Teens 13 or older,318,Fall 2021,Sundays at 00:30 (JST),Strategy Game
125,Chouja Raideen,,6.39,10219,7382,2,TV,38,Finished Airing,"Oct 2, 1996 to Jun 25, 1997","None found, add some","None found, add some",Sunrise,Original,"Action, Adventure, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,9,Fall 1996,Unknown,Mecha
126,Code-E,,6.39,5023,7383,18,TV,12,Finished Airing,"Jul 4, 2007 to Sep 19, 2007",Nagoya Broadcasting Network,Media Blasters,Studio Deen,Original,"Comedy, Romance, Sci-Fi",,24 min. per ep.,G - All Ages,19,Summer 2007,Unknown,School
127,Comic Party Revolution OVA,,6.39,9435,7384,3,OVA,4,Finished Airing,"Dec 22, 2003 to Nov 26, 2004",AQUAPLUS,"None found, add some",Chaos Project,Visual novel,Comedy,,30 min. per ep.,PG-13 - Teens 13 or older,2,,,Otaku Culture
128,Drifters (OVA): Kokuou-sama Goranshin,,6.39,7203,7385,7,Special,1,Finished Airing,"Dec 23, 2017","None found, add some","None found, add some",Hoods Entertainment,Manga,Comedy,,2 min.,PG-13 - Teens 13 or older,4,,,"Adult Cast, Parody"
129,Duan Nao,Die Now,6.39,7811,7386,6,ONA,16,Finished Airing,"Nov 28, 2014 to Jul 31, 2015",Yaoqi,"None found, add some",Haoliners Animation League,Web manga,"Mystery, Sci-Fi, Suspense",,14 min. per ep.,R - 17+ (violence & profanity),7,,,
130,Eden (ONA),,6.39,5026,7387,18,ONA,4,Finished Airing,"May 27, 2021","None found, add some","None found, add some","Qubic Pictures,       CGCG Studio",Original,"Fantasy, Sci-Fi, Slice of Life",,25 min. per ep.,PG-13 - Teens 13 or older,34,,,
131,Freedom Previsited,,6.39,9698,7389,3,OVA,1,Finished Airing,"Oct 27, 2006",Bandai Visual,"Bandai Entertainment,       Discotek Media,       Bandai Visual USA",Sunrise,Original,"Action, Adventure, Sci-Fi",,6 min.,PG-13 - Teens 13 or older,0,,,
132,Etotama: Nyankyaku Banrai,,6.39,6707,7388,9,ONA,1,Finished Airing,"May 25, 2021","None found, add some","None found, add some",Shirogumi,Original,"Action, Comedy, Fantasy",,28 min.,PG-13 - Teens 13 or older,14,,,
133,Genji Monogatari,,6.39,6053,7390,11,Movie,1,Finished Airing,"Dec 19, 1987",TV Asahi,"None found, add some",Group TAC,Novel,"Drama, Romance",,1 hr. 46 min.,R+ - Mild Nudity,40,,,Historical
134,Go-Q-Choji Ikkiman,Battle Ball,6.39,12452,7391,1,TV,32,Finished Airing,"Apr 13, 1986 to Nov 23, 1986","None found, add some","None found, add some",Toei Animation,Manga,"Sci-Fi, Sports",,24 min. per ep.,G - All Ages,0,Spring 1986,Unknown,Team Sports
135,Happy Happy Clover,,6.39,11477,7392,1,TV,13,Finished Airing,"Jul 6, 2007 to Sep 28, 2007","None found, add some","None found, add some",Group TAC,Manga,"Fantasy, Slice of Life","KidsKids,         ShoujoShoujo",25 min. per ep.,G - All Ages,9,Summer 2007,Fridays at 16:30 (JST),"Anthropomorphic, Iyashikei"
136,Hikaru no Go Recaps,,6.39,12978,7393,1,Special,2,Finished Airing,"Jan 29, 2003 to Oct 29, 2003","None found, add some","None found, add some",Pierrot,Manga,Supernatural,Shounen,30 min. per ep.,PG-13 - Teens 13 or older,4,,,Strategy Game
137,Jungle Taitei: Susume Leo!,,6.39,9836,7394,3,TV,26,Finished Airing,"Oct 5, 1966 to Mar 29, 1967","None found, add some","None found, add some",Mushi Production,Manga,Adventure,Shounen,25 min. per ep.,G - All Ages,12,Fall 1966,Wednesdays at 19:00 (JST),
138,Kaiketsu Zorori Da-Da-Da-Daibouken!,,6.39,15284,7395,617,Movie,1,Finished Airing,"Dec 22, 2012","None found, add some","None found, add some","Sunrise,       Ajia-do",Unknown,"Adventure, Comedy",,1 hr. 22 min.,PG - Children,2,,,
139,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,,6.39,15901,7396,533,Movie,1,Finished Airing,"Dec 14, 2013","Pony Canyon,       Nippon Columbia","None found, add some",Sunrise,Unknown,"Adventure, Comedy",Kids,1 hr. 17 min.,PG - Children,2,,,
140,Kazoku no Hanashi,The Story of a Family,6.39,13656,7397,990,ONA,1,Finished Airing,"Nov 16, 2013","None found, add some","None found, add some","None found, add some",Original,Drama,,9 min.,G - All Ages,1,,,Music
141,Ketsuekigata-kun! 2,,6.39,8397,7398,5,TV,12,Finished Airing,"Jan 8, 2015 to Mar 26, 2015",Earth Star Entertainment,"None found, add some","feel.,       Assez Finaud Fabric",Web manga,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,4,Winter 2015,Thursdays at 21:55 (JST),
142,Kikou Kantai Dairugger XV,Armored Fleet Dairugger XV,6.39,10026,7400,3,TV,52,Finished Airing,"Mar 3, 1982 to Mar 23, 1983","None found, add some",Media Blasters,Toei Animation,Unknown,"Action, Adventure, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,11,Spring 1982,Unknown,"Mecha, Space"
143,Kiko-chan Smile,,6.39,11828,7399,1,TV,51,Finished Airing,"Oct 5, 1996 to Sep 27, 1997",TBS,"None found, add some","Eiken,       Magic Bus",Manga,"Adventure, Comedy, Slice of Life",Josei,25 min. per ep.,PG-13 - Teens 13 or older,1,Fall 1996,Saturdays at 17:00 (JST),
144,Yuusha Raideen,,6.38,9691,7451,3,TV,50,Finished Airing,"Apr 4, 1975 to Mar 26, 1976",Tohokushinsha Film Corporation,"None found, add some",Sunrise,Original,"Action, Adventure, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,7,Spring 1975,Unknown,Mecha
145,1 Pound no Fukuin,One Pound Gospel,6.38,8339,7453,5,OVA,1,Finished Airing,"Dec 2, 1988","None found, add some",VIZ Media,Gallop,Manga,"Comedy, Romance, Sports",Seinen,50 min.,PG-13 - Teens 13 or older,2,,,Combat Sports
146,Zoids Fuzors,,6.38,6108,7452,11,TV,26,Finished Airing,"Oct 3, 2004 to Apr 3, 2005","None found, add some","None found, add some",Tokyo Kids,Unknown,"Action, Adventure, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,15,Fall 2004,Unknown,Mecha
147,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,,6.38,13818,7454,944,TV,26,Finished Airing,"Jun 5, 1989 to Dec 5, 1989","None found, add some","None found, add some","None found, add some",Unknown,"Adventure, Fantasy",Kids,24 min. per ep.,PG - Children,2,Summer 1989,Unknown,
148,Akaneiro ni Somaru Saka,,6.38,1529,7455,152,TV,12,Finished Airing,"Oct 3, 2008 to Dec 19, 2008","Marvelous Entertainment,       feng,       Delfi Sound,       Pony Canyon Enterprises",Sentai Filmworks,TNK,Visual novel,"Comedy, Romance, Ecchi",,25 min. per ep.,R+ - Mild Nudity,256,Fall 2008,Unknown,"Harem, School"
149,Akaneiro ni Somaru Saka: Hardcore,Akane Iro ni Somaru Saka Hardcore OVA,6.38,3530,7456,40,Special,1,Finished Airing,"Jun 26, 2009",Marvelous Entertainment,Sentai Filmworks,TNK,Visual novel,"Comedy, Romance, Ecchi",,26 min.,R+ - Mild Nudity,31,,,Harem
150,AOTU Shijie,AOTU World,6.38,13293,7457,1,ONA,32,Finished Airing,"Jun 27, 2016 to Jan 31, 2017","None found, add some","None found, add some",7doc,Web manga,"Action, Adventure, Fantasy, Sci-Fi",,12 min. per ep.,PG-13 - Teens 13 or older,8,,,
151,Assault Lily: Fruits,,6.38,8812,7458,4,ONA,13,Finished Airing,"Jul 20, 2021 to Jan 4, 2022","None found, add some","None found, add some",Shaft,Other,"Comedy, Fantasy",,2 min. per ep.,PG-13 - Teens 13 or older,10,,,
152,Atama Yama,Mt. Head,6.38,6862,7459,8,Movie,1,Finished Airing,"Jan 1, 2002","None found, add some","None found, add some","Studio Deen,       Yamamura Animation, Inc.",Other,"Avant Garde, Award Winning, Comedy, Fantasy, Suspense",,10 min.,PG - Children,5,,,Psychological
153,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,,6.38,14295,7460,819,Movie,1,Finished Airing,"Nov 13, 2010","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Comedy,,40 min.,G - All Ages,2,,,Super Power
154,Beast Wars Second Chou Seimeitai Transformers,,6.38,10174,7461,2,TV,43,Finished Airing,"Apr 1, 1998 to Jan 27, 1999","TV Tokyo,       Nihon Ad Systems,       Takara","None found, add some",Ashi Productions,Other,"Action, Sci-Fi",,24 min. per ep.,G - All Ages,7,Spring 1998,Wednesdays at 18:30 (JST),Mecha
155,Black Magic M-66,,6.38,5095,7462,18,OVA,1,Finished Airing,"Jun 28, 1987","Bandai Visual,       Network","Maiden Japan,       Manga Entertainment","AIC,       animate Film",Manga,"Action, Sci-Fi",,48 min.,R - 17+ (violence & profanity),28,,,"Mecha, Military"
156,Blue Seed 1.5,,6.38,10114,7463,2,OVA,2,Finished Airing,"Jun 21, 1996","None found, add some",Discotek Media,Production I.G,Manga,"Action, Adventure, Drama, Horror, Mystery, Romance, Supernatural",Seinen,22 min. per ep.,R - 17+ (violence & profanity),0,,,Mythology
157,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi: Murasaki Shikibu to Kintou,,6.38,11185,7464,2,Special,1,Finished Airing,"Feb 27, 2013","None found, add some","None found, add some",TYO Animations,Manga,Comedy,Josei,3 min.,PG-13 - Teens 13 or older,1,,,Historical
