,Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
86,Kyou no Asuka Show,Today's Asuka Show,6.57,3197,6378,48,ONA,20,Finished Airing,"Aug 3, 2012 to Jan 5, 2013","Lantis,       Half H.P Studio","None found, add some",SILVER LINK.,Manga,"Comedy, Ecchi",,3 min. per ep.,PG-13 - Teens 13 or older,67,,,Seinen
87,"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",Masamune-kun's Revenge OVA,6.57,1880,6379,116,OVA,1,Finished Airing,"Jul 27, 2018","Sotsu,       Lantis,       AT-X,       KlockWorx,       BS Fuji,       Tokyo MX,       Ichijinsha,       FuRyu,       Crunchyroll SC Anime Fund","None found, add some",SILVER LINK.,Manga,"Comedy, Romance","Harem, School",23 min.,PG-13 - Teens 13 or older,109,,,Shounen
88,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,6.57,9017,6380,4,Special,1,Finished Airing,"May 15, 2017","Genco,       Exit Tunes,       Duckbill Entertainment,       Shanghai Tiantan Culture & Media,       NADA Holdings,       My Theater D.D.","None found, add some","J.C.Staff,       A.C.G.T.",Manga,Sports,"CGDCT, School",23 min.,PG-13 - Teens 13 or older,1,,,Shounen
89,Mokei Senshi Gunpla Builders Beginning G,,6.57,8073,6381,5,Special,3,Finished Airing,"Aug 15, 2010 to Dec 19, 2010","None found, add some",Nozomi Entertainment,Sunrise,Original,"Action, Sci-Fi",Mecha,13 min. per ep.,G - All Ages,2,,,
90,Mushi-Uta,,6.57,5184,6382,17,TV,12,Finished Airing,"Jul 6, 2007 to Oct 5, 2007","WOWOW,       Kadokawa Shoten,       Broccoli,       Studio Tulip,       Rakuonsha,       Zexcs","None found, add some",Beat Frog,Light novel,"Action, Fantasy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,29,Summer 2007,Unknown,
91,Nanaka 6/17,,6.57,6455,6383,9,TV,12,Finished Airing,"Jan 9, 2003 to Mar 27, 2003",Genco,ADV Films,J.C.Staff,Manga,"Comedy, Drama, Romance",,25 min. per ep.,PG-13 - Teens 13 or older,13,Winter 2003,Thursdays at 02:35 (JST),Shounen
92,Nanaka 6/17 Special,Nanaka the Distraction,6.57,11193,6384,2,Special,1,Finished Airing,"Jun 17, 2003",Genco,ADV Films,J.C.Staff,Manga,"Comedy, Drama, Romance",,25 min.,PG-13 - Teens 13 or older,3,,,Shounen
93,Nanatsu no Maken ga Shihai suru,Reign of the Seven Spellblades,6.57,1566,6385,147,TV,15,Finished Airing,"Jul 8, 2023 to Oct 14, 2023","Sotsu,       Movic,       Warner Bros. Japan,       KlockWorx,       Tokyo MX,       BS11,       Konami Digital Entertainment,       Kadokawa,       Bandai Namco Music Live","None found, add some",J.C.Staff,Light novel,"Action, Fantasy",School,23 min. per ep.,PG-13 - Teens 13 or older,778,Summer 2023,Saturdays at 00:30 (JST),
94,Naruto: Akaki Yotsuba no Clover wo Sagase,Naruto: Find the Crimson Four-leaf Clover!,6.57,2286,6386,87,Special,1,Finished Airing,"May 24, 2003","None found, add some","None found, add some",Pierrot,Manga,"Adventure, Comedy",,17 min.,PG-13 - Teens 13 or older,89,,,Shounen
95,Ojisan to Marshmallow,Ojisan and Marshmallow,6.57,2656,6387,68,TV,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016","DAX Production,       Dream Creation","None found, add some",Creators in Pack,Web manga,Comedy,"Adult Cast, Romantic Subtext, Workplace",3 min. per ep.,PG-13 - Teens 13 or older,87,Winter 2016,Fridays at 01:00 (JST),
96,Okusama ga Seitokaichou!+!,My Wife is the Student Council President!+,6.57,1382,6388,171,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016","DAX Production,       Dream Creation,       Studio CHANT","None found, add some",Seven,Manga,"Comedy, Romance, Ecchi",School,8 min. per ep.,R+ - Mild Nudity,130,Fall 2016,Sundays at 22:30 (JST),Shounen
97,Omishi Mahou Gekijou: Risky★Safety,,6.57,8761,6389,4,TV,24,Finished Airing,"Oct 5, 1999 to Apr 4, 2000",Pony Canyon,AN Entertainment,APPP,Manga,Comedy,,10 min. per ep.,PG - Children,5,Fall 1999,Tuesdays at 19:00 (JST),Shounen
98,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,One Piece: Recapping Fierce Fights! Zoro vs. a Lead Performer!,6.57,9965,6390,3,TV Special,1,Finished Airing,"May 14, 2023","None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",,24 min.,PG-13 - Teens 13 or older,1,,,Shounen
99,Palme no Ki,A Tree of Palme,6.57,6860,6391,8,Movie,1,Finished Airing,"Mar 16, 2002","Genco,       Kadokawa Shoten",ADV Films,Palm Studio,Unknown,"Adventure, Drama, Fantasy, Romance",,2 hr. 16 min.,PG-13 - Teens 13 or older,26,,,
100,Sangokushi: Dai San Bu - Harukanaru Taichi,,6.57,14650,6392,735,Movie,1,Finished Airing,"Apr 9, 1994",Shinano Kikaku,"None found, add some",Toei Animation,Novel,Action,Historical,2 hr. 27 min.,PG-13 - Teens 13 or older,1,,,
101,Sasami: Mahou Shoujo Club,Sasami Magical Girls Club,6.57,6802,6393,8,TV,13,Finished Airing,"Apr 13, 2006 to Jul 13, 2006","VAP,       AIC,       BeSTACK",Funimation,AIC Spirits,Unknown,Fantasy,"Mahou Shoujo, School",25 min. per ep.,PG - Children,16,Spring 2006,Unknown,
102,Seishun Anime Zenshuu,Animated Classics of Japanese Literature,6.57,10626,6395,2,TV,32,Finished Airing,"Apr 25, 1986 to Dec 26, 1986","None found, add some",Central Park Media,Nippon Animation,Other,"Drama, Romance",Historical,26 min. per ep.,R+ - Mild Nudity,4,Spring 1986,Unknown,
103,Sayonara Zetsubou Sensei Special Omake,,6.57,7523,6394,6,Special,1,Finished Airing,"Jan 31, 2012","None found, add some","None found, add some",Shaft,Manga,Comedy,"Parody, School",1 min.,R - 17+ (violence & profanity),2,,,
104,Shaman King: Flowers,,6.57,4089,6396,29,TV,13,Finished Airing,"Jan 10, 2024 to Apr 3, 2024",TV Tokyo,"None found, add some",Bridge,Manga,"Action, Adventure, Supernatural",Super Power,23 min. per ep.,PG-13 - Teens 13 or older,119,Winter 2024,Wednesdays at 00:00 (JST),Shounen
105,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,,6.57,12418,6397,1,Movie,1,Finished Airing,"Dec 27, 2019","None found, add some","None found, add some",OLM,Other,"Action, Sci-Fi",Mecha,1 hr. 19 min.,PG - Children,1,,,Kids
106,Sword Art Online Alternative: Gun Gale Online - Refrain,,6.57,3511,6399,41,TV Special,1,Finished Airing,"May 13, 2018","None found, add some","None found, add some",Studio 3Hz,Light novel,Action,"Military, Video Game",23 min.,PG-13 - Teens 13 or older,73,,,
107,Spider Riders: Oracle no Yuusha-tachi,Spider Riders,6.57,6482,6398,9,TV,26,Finished Airing,"Apr 5, 2006 to Sep 27, 2006","TV Tokyo,       Yomiko Advertising,       P.A. Works,       YTV,       Cookie Jar Entertainment",Funimation,Bee Train,Novel,"Action, Adventure",Mecha,23 min. per ep.,PG - Children,33,Spring 2006,Wednesdays at 17:30 (JST),
108,The Hakkenden,The Hakkenden: Legend of the Dog Warriors,6.57,6490,6400,9,OVA,6,Finished Airing,"Oct 25, 1990 to Mar 25, 1991","None found, add some",Geneon Entertainment USA,"AIC,       Artmic",Novel,"Action, Adventure","Historical, Martial Arts, Mythology, Samurai",30 min. per ep.,R - 17+ (violence & profanity),15,,,Shounen
109,Tian Mei De Yao Hen,Sweet Bite Marks,6.57,6261,6401,10,ONA,12,Finished Airing,"Sep 1, 2022 to Nov 3, 2022","Tencent Penguin Pictures,       Kuaikan Manhua","None found, add some","None found, add some",Manga,"Drama, Romance, Supernatural",Vampire,10 min. per ep.,PG-13 - Teens 13 or older,91,,,
110,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,Tokyo One Piece Tower: The Great Treasure of Tongari Island,6.57,7155,6402,7,Movie,1,Finished Airing,"Nov 1, 2016","None found, add some","None found, add some","None found, add some",Manga,"Action, Adventure",,10 min.,G - All Ages,8,,,Shounen
111,Vampire Hunter,Night Warriors: Darkstalkers' Revenge,6.57,4858,6403,20,OVA,4,Finished Airing,"Mar 21, 1997 to Mar 27, 1998","None found, add some","VIZ Media,       Discotek Media",Madhouse,Game,"Action, Adventure, Drama, Fantasy","Super Power, Vampire",43 min. per ep.,R - 17+ (violence & profanity),56,,,
112,Wooser no Sono Higurashi: Kakusei-hen,Wooser's Hand-to-Mouth Life: Awakening Arc,6.57,7671,6404,6,TV,12,Finished Airing,"Jan 8, 2014 to Mar 26, 2014",TV Tokyo,"None found, add some","SANZIGEN,       LIDENFILMS",Web manga,"Comedy, Fantasy, Slice of Life",,4 min. per ep.,G - All Ages,7,Winter 2014,Unknown,
113,X/1999,X - The Movie,6.57,3583,6405,39,Movie,1,Finished Airing,"Aug 3, 1996","Kadokawa Shoten,       Victor Entertainment,       Marubeni,       Movic,       Sega,       Shelty",Manga Entertainment,Madhouse,Manga,"Action, Drama, Fantasy, Mystery",Super Power,1 hr. 37 min.,R+ - Mild Nudity,137,,,Shoujo
114,Yi Ren Jun Moye,Otherworldly Evil Monarch,6.57,16193,6406,499,ONA,12,Finished Airing,"Jan 24, 2024 to Apr 3, 2024",bilibili,"None found, add some",DC Impression Vision,Novel,"Action, Adventure, Comedy, Fantasy",Reincarnation,24 min. per ep.,PG-13 - Teens 13 or older,2,,,
115,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto Recap,Zom 100: Bucket List of the Dead Recap,6.57,9091,6407,4,TV Special,1,Finished Airing,"Sep 10, 2023","None found, add some","None found, add some",BUG FILMS,Manga,"Action, Comedy, Horror, Supernatural, Suspense","Adult Cast, Survival",24 min.,R - 17+ (violence & profanity),22,,,Seinen
116,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,Matoi the Sacred Slayer: Nights Busters Inc.,6.56,9180,6410,4,Special,1,Finished Airing,"Apr 21, 2017","Bandai Visual,       Lantis","None found, add some",White Fox,Original,Supernatural,,24 min.,PG-13 - Teens 13 or older,1,,,
117,Zuihou de Zhaohuan Shi,The Last Summoner,6.57,2774,6408,63,ONA,12,Finished Airing,"Apr 26, 2022 to Jul 5, 2022","Fuji TV,       bilibili,       Bit grooove promotion,       Happinet Phantom Studios","None found, add some",ASK Animation Studio,Web manga,"Action, Adventure, Drama, Fantasy",Harem,22 min. per ep.,PG-13 - Teens 13 or older,263,,,
118,Sora no Manimani Specials,At The Mercy of The Sky Specials,6.56,7969,6409,5,Special,3,Finished Airing,"Sep 2, 2009 to Dec 16, 2009",Studio Comet,"None found, add some","None found, add some",Manga,"Comedy, Slice of Life",School,2 min. per ep.,PG-13 - Teens 13 or older,2,,,Seinen
119,Spy x Family Movie: Code: White Manner Movie,,6.56,10881,6411,2,Movie,1,Finished Airing,"Jul 28, 2023",TOHO animation,"None found, add some","Wit Studio,       CloverWorks",Manga,Comedy,Educational,59 sec.,G - All Ages,10,,,
120,Tai Yi Jian Xian Chuan,The Legend of the Taiyi Sword Immortal,6.56,15147,6412,638,ONA,20,Finished Airing,"Oct 20, 2023 to Feb 20, 2024",Youku,"None found, add some",Ruo Hong Culture,Unknown,"Action, Adventure, Fantasy","Historical, Martial Arts",18 min. per ep.,PG-13 - Teens 13 or older,5,,,
121,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,Tekkaman Blade: Burning Clock,6.56,10797,6413,2,OVA,1,Finished Airing,"Jun 5, 1998","None found, add some",Media Blasters,Tatsunoko Production,Original,"Action, Sci-Fi",Mecha,9 min.,R - 17+ (violence & profanity),2,,,
122,Ueno-san wa Bukiyou,"How clumsy you are, Miss Ueno.",6.56,1823,6414,121,TV,12,Finished Airing,"Jan 7, 2019 to Mar 25, 2019",Nippon Columbia,Sentai Filmworks,Lesprit,Manga,Comedy,"Romantic Subtext, School",12 min. per ep.,PG-13 - Teens 13 or older,200,Winter 2019,Mondays at 00:30 (JST),Seinen
123,Wonder Beat Scramble,,6.56,12205,6415,1,TV,26,Finished Airing,"Apr 16, 1986 to Nov 19, 1986",TBS,"None found, add some",Mushi Production,Original,"Action, Sci-Fi",Space,22 min. per ep.,PG-13 - Teens 13 or older,1,Spring 1986,Unknown,
124,Xiao Mo Tou Baolu La!,Busted! Darklord.,6.56,8156,6416,5,ONA,13,Finished Airing,"Jan 15, 2022 to Apr 2, 2022","None found, add some","None found, add some",Wawayu Animation,Web manga,Comedy,,8 min. per ep.,PG-13 - Teens 13 or older,25,,,
125,Yoroshiku Mechadock,Leave it to Mecha-Doc,6.56,9978,6417,3,TV,30,Finished Airing,"Sep 1, 1984 to Mar 30, 1985","None found, add some",Sentai Filmworks,Tatsunoko Production,Manga,"Action, Comedy, Mystery","Detective, Racing",23 min. per ep.,PG-13 - Teens 13 or older,11,Fall 1984,Saturdays at 18:30 (JST),Shounen
126,7 Seeds,,6.56,1665,6418,136,ONA,12,Finished Airing,"Jun 28, 2019","Nihon Ad Systems,       BS Fuji","None found, add some",Gonzo,Manga,"Adventure, Drama, Mystery, Romance, Sci-Fi, Suspense","Psychological, Survival",25 min. per ep.,R+ - Mild Nudity,400,,,Shoujo
127,Aachi wa Ssipak,Aachi and Ssipak,6.56,6299,6419,10,Movie,1,Finished Airing,"Jun 28, 2006","None found, add some",Flatiron Film Company,"None found, add some",Original,"Action, Comedy",,1 hr. 27 min.,R+ - Mild Nudity,34,,,
128,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Ah My Buddha Katsu Special,6.56,5536,6420,14,Special,1,Finished Airing,"Jun 21, 2006","None found, add some","Nozomi Entertainment,       Media Blasters",Studio Deen,Manga,"Comedy, Romance, Supernatural, Ecchi",Harem,23 min.,R+ - Mild Nudity,7,,,Seinen
129,Aru Hi Inu no Kuni kara Tegami ga Kite,,6.56,9821,6421,3,OVA,1,Finished Airing,"Sep 3, 2015",Half H.P Studio,"None found, add some","None found, add some",Manga,Drama,Pets,11 min.,G - All Ages,4,,,Shoujo
130,Bakugan Battle Brawlers: New Vestroia,Bakugan: New Vestroia,6.56,2665,6422,67,TV,52,Finished Airing,"Mar 2, 2010 to Mar 5, 2011",Nelvana,"None found, add some",TMS Entertainment,Original,"Adventure, Fantasy",Strategy Game,24 min. per ep.,PG - Children,207,Spring 2010,Unknown,
131,Break Blade Movie Picture Drama,Broken Blade Picture Drama,6.56,7676,6424,6,Special,6,Finished Airing,"Jul 23, 2010 to Jul 22, 2011","None found, add some","None found, add some","Production I.G,       Xebec",Manga,"Comedy, Fantasy",,4 min. per ep.,PG-13 - Teens 13 or older,5,,,
132,Bari Bari Densetsu,,6.56,11261,6423,2,OVA,2,Finished Airing,"May 10, 1986 to Dec 16, 1986","None found, add some","None found, add some",Pierrot,Manga,"Action, Drama",Racing,52 min. per ep.,PG-13 - Teens 13 or older,2,,,Shounen
133,Bu Si Bu Mie,The Eternal Strife,6.56,15248,6425,623,ONA,16,Finished Airing,"Nov 16, 2023 to Feb 22, 2024",bilibili,"None found, add some",Wonder Cat Animation,Web novel,"Action, Adventure, Fantasy","Historical, Martial Arts",19 min. per ep.,PG-13 - Teens 13 or older,5,,,
134,Dokkiri Doctor,Startling Doctor,6.56,11641,6426,1,TV,26,Finished Airing,"Oct 21, 1998 to Jun 23, 1999","None found, add some","None found, add some",Pierrot,Manga,Comedy,School,25 min. per ep.,PG-13 - Teens 13 or older,3,Fall 1998,Wednesdays at 19:30 (JST),Shounen
135,Dragon Quest: Dai no Daibouken,Dragon Quest: Great Adventure of Dai,6.56,9911,6427,3,Movie,1,Finished Airing,"Jul 20, 1991","None found, add some","None found, add some",Toei Animation,Game,"Action, Adventure, Fantasy",,31 min.,G - All Ages,5,,,Shounen
136,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",Reborn to Master the Blade: From Hero-King to Extraordinary Squire ♀,6.56,1603,6428,143,TV,12,Finished Airing,"Jan 10, 2023 to Mar 28, 2023","MediaNet,       Nippon Columbia,       KlockWorx,       Hobby Japan,       My Theater D.D.,       Muse Communication,       AQUA ARIS,       Bit grooove promotion,       CTW","None found, add some",Studio Comet,Light novel,"Action, Fantasy",Reincarnation,23 min. per ep.,PG-13 - Teens 13 or older,607,Winter 2023,Tuesdays at 01:45 (JST),
137,Eternal Boys,,6.56,5599,6429,14,TV,24,Finished Airing,"Oct 11, 2022 to Mar 28, 2023","Fuji TV,       King Records,       Fuji Creative",Sentai Filmworks,LIDENFILMS,Original,Slice of Life,"Adult Cast, Idols (Male), Music",13 min. per ep.,PG-13 - Teens 13 or older,71,Fall 2022,Tuesdays at 02:20 (JST),
138,Fatal Fury: The Motion Picture,,6.56,5571,6430,14,Movie,1,Finished Airing,"Jul 16, 1994","Shochiku,       Nihon Ad Systems,       Fuji TV","VIZ Media,       Discotek Media",Studio Comet,Game,"Action, Adventure, Drama, Romance",Martial Arts,1 hr. 36 min.,R+ - Mild Nudity,47,,,
139,Fortune Quest L,Fortune Quest,6.56,10478,6431,2,TV,26,Finished Airing,"Oct 18, 1997 to May 23, 1998",E&G Films,Media Blasters,"None found, add some",Novel,"Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,8,Fall 1997,Sundays at 01:35 (JST),
140,Freezing Specials,,6.56,3274,6432,46,Special,6,Finished Airing,"Mar 30, 2011 to Aug 24, 2011",Media Factory,Funimation,A.C.G.T.,Manga,"Action, Comedy, Ecchi",,3 min. per ep.,R+ - Mild Nudity,26,,,Seinen
