Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Kenja no Mago,Wise Man's Grandchild,6.62,373,6114,593,TV,12,Finished Airing,"Apr 10, 2019 to Jun 26, 2019","Sotsu,       Docomo Anime Store,       ABC Animation,       Kadokawa",Funimation,SILVER LINK.,Light novel,"Action, Comedy, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,"2,963",Spring 2019,Wednesdays at 23:30 (JST),"Isekai, Reincarnation",
Kimagure Orange☆Road: Tanabata Special,,6.62,10964,6115,2,OVA,1,Finished Airing,21-Nov-87,"None found, add some","None found, add some",Pierrot,Manga,,40 min.,PG-13 - Teens 13 or older,2,,,,Shounen
Kujira no Kora wa Sajou ni Manabu!,,6.62,6349,6116,10,Special,2,Finished Airing,"Jan 26, 2018 to Mar 23, 2018","None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Drama, Fantasy, Mystery",10 min. per ep.,PG-13 - Teens 13 or older,3,,,School,Shoujo
Majin Bone,,6.62,6460,6117,9,TV,52,Finished Airing,"Apr 1, 2014 to Mar 31, 2015","None found, add some","None found, add some",Toei Animation,Game,,22 min. per ep.,PG-13 - Teens 13 or older,33,Spring 2014,Unknown,Strategy Game,
Maomao no Hitorigoto,,6.62,10708,6118,2,ONA,24,Finished Airing,"Oct 23, 2023 to Mar 25, 2024","None found, add some","None found, add some",TOHO animation STUDIO,Light novel,Mystery,1 min. per ep.,PG-13 - Teens 13 or older,6,,,"Historical, Medical",
Mazinger Z tai Ankoku Daishougun,,6.62,10105,6119,2,Movie,1,Finished Airing,25-Jul-74,Dynamic Planning,"None found, add some",Toei Animation,Manga,Action,43 min.,PG-13 - Teens 13 or older,1,,,Mecha,Shounen
Miyuki,,6.62,8724,6120,4,TV,37,Finished Airing,"Mar 31, 1983 to Apr 20, 1984","Kitty Films,       Fuji TV","None found, add some",Kitty Film Mitaka Studio,Manga,Romance,25 min. per ep.,PG-13 - Teens 13 or older,9,Spring 1983,Thursdays at 19:30 (JST),School,Shounen
Monster Strike: Mermaid Rhapsody,,6.62,9882,6121,3,ONA,1,Finished Airing,14-Aug-16,"None found, add some","None found, add some","Studio Hibari,       Ultra Super Pictures",Game,"Action, Fantasy",51 min.,PG-13 - Teens 13 or older,2,,,Video Game,
Nagasaki 1945: Angelus no Kane,Nagasaki 1945 ~ The Angelus Bells,6.62,12377,6122,1,Movie,1,Finished Airing,09-Sep-05,"None found, add some","None found, add some",Mushi Production,Book,Drama,1 hr. 22 min.,PG-13 - Teens 13 or older,1,,,"Historical, Medical, Military",
Nyanko Days,,6.62,2528,6123,74,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",Quatre Stella,"None found, add some",EMT Squared,4-koma manga,"Comedy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,158,Winter 2017,Sundays at 22:25 (JST),"CGDCT, Pets",
Oscar's Oasis,,6.62,11596,6124,1,TV,78,Finished Airing,"Feb 28, 2011 to Jun 15, 2011","None found, add some","None found, add some",TUBA,Unknown,Comedy,8 min. per ep.,G - All Ages,8,Winter 2011,Unknown,,
Otome wa Boku ni Koishiteru Special,Otoboku: Maidens are Falling for Me! Special,6.62,6009,6125,11,Special,1,Finished Airing,21-Apr-07,"None found, add some",Media Blasters,feel.,Visual novel,"Comedy, Romance",24 min.,PG-13 - Teens 13 or older,8,,,"Crossdressing, School",
Persona 4 the Golden Animation,,6.62,2182,6126,94,TV,12,Finished Airing,"Jul 11, 2014 to Sep 26, 2014","Aniplex,       Yomiko Advertising,       Mainichi Broadcasting System,       Movic,       Sega",Aniplex of America,A-1 Pictures,Game,"Adventure, Mystery, Sci-Fi, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,161,Summer 2014,Fridays at 01:49 (JST),"School, Super Power",
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,Pokémon: Black & White: Adventures in Unova and Beyond - Cilan and Brock!! Gyarados's Outrage!!,6.62,6866,6127,8,TV Special,1,Finished Airing,03-Oct-13,TV Tokyo,"None found, add some",OLM,Unknown,"Action, Adventure, Comedy, Fantasy",23 min.,PG - Children,2,,,,Kids
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,Pokémon the Movie: Black - Victini and Reshiram,6.62,3128,6128,50,Movie,1,Finished Airing,16-Jul-11,"TV Tokyo,       Shogakukan-Shueisha Productions,       Marvelous Entertainment,       TOHO",The Pokemon Company International,"Production I.G,       Xebec,       OLM",Game,"Adventure, Comedy, Drama, Fantasy",1 hr. 36 min.,PG - Children,12,,,,Kids
Pucca (TV) 2nd Season,,6.62,6893,6129,8,TV,13,Finished Airing,"Mar 7, 2008 to Jul 24, 2008",VOOZ Character System,Disney Platform Distribution,"None found, add some",Other,"Action, Comedy, Romance",23 min. per ep.,G - All Ages,4,Spring 2008,Unknown,Parody,
Qin Shi Mingyue: Ye Jin Tianming,Qin's Moon: Night Ends - Daylight,6.62,12519,6130,1,TV,18,Finished Airing,"Jul 17, 2008 to Aug 3, 2008","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy",22 min. per ep.,PG-13 - Teens 13 or older,5,Summer 2008,Unknown,"Historical, Martial Arts",
Sacred Seven: Shirogane no Tsubasa,Sacred Seven: Wings of the Silver Moon,6.62,7597,6131,6,Movie,1,Finished Airing,07-Jan-12,"None found, add some","None found, add some",Sunrise,Original,"Action, Sci-Fi",59 min.,PG-13 - Teens 13 or older,3,,,"School, Super Power",
Sakigake!! Otokojuku Movie,Charge!! Men's Private School,6.62,9933,6132,3,Movie,1,Finished Airing,23-Jul-88,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Comedy",1 hr. 14 min.,PG-13 - Teens 13 or older,5,,,"Delinquents, Martial Arts, School",Shounen
Kabuki-bu!,Kabukibu!,6.61,4856,6133,20,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017","Shochiku,       Pony Canyon,       TBS,       Kadokawa",Sentai Filmworks,Studio Deen,Novel,,24 min. per ep.,PG-13 - Teens 13 or older,22,Spring 2017,Fridays at 02:28 (JST),"Performing Arts, School",
Kemushi no Boro,Boro the Caterpillar,6.61,9356,6134,3,Movie,1,Finished Airing,21-Mar-18,"None found, add some","None found, add some",Studio Ghibli,Original,,14 min.,G - All Ages,3,,,,Kids
"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",,6.61,6300,6135,10,OVA,1,Finished Airing,01-Apr-09,Marvelous Entertainment,Sentai Filmworks,Doga Kobo,Visual novel,"Comedy, Fantasy, Ecchi",29 min.,R+ - Mild Nudity,2,,,School,
Koisuru Shirokuma,,6.61,7181,6136,7,Movie,21,Finished Airing,"Mar 4, 2017 to 2020","None found, add some","None found, add some",Gathering,Manga,"Boys Love, Comedy",39 sec. per ep.,G - All Ages,19,,,Anthropomorphic,Josei
Mamotte! Lollipop,Save Me! Lollipop,6.61,4356,6137,26,TV,13,Finished Airing,"Jul 2, 2006 to Sep 24, 2006",Delfi Sound,Funimation,Studio Comet,Manga,"Adventure, Comedy, Romance",25 min. per ep.,PG-13 - Teens 13 or older,119,Summer 2006,Unknown,,Shoujo
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,,6.61,7356,6138,7,Movie,1,Finished Airing,21-Aug-10,"None found, add some","None found, add some",SynergySP,Manga,"Adventure, Comedy, Sports",1 hr. 16 min.,PG - Children,6,,,,Kids
Min Diao Ju Yi Wen Lu,Bureau of Paranormal Investigation,6.61,8409,6139,5,ONA,12,Finished Airing,"Aug 7, 2020 to Oct 16, 2020","None found, add some","None found, add some",B.CMAY PICTURES,Novel,"Action, Adventure, Supernatural, Suspense",24 min. per ep.,R - 17+ (violence & profanity),18,,,,
Nagagutsu wo Haita Neko no Bouken,,6.61,12777,6140,1,TV,26,Finished Airing,"Apr 1, 1992 to Sep 23, 1992",Enoki Films,"None found, add some","None found, add some",Unknown,"Adventure, Fantasy",25 min. per ep.,G - All Ages,4,Spring 1992,Unknown,,
Nekogami Yaoyorozu,The Everyday Tales of a Cat God,6.61,4617,6141,22,TV,12,Finished Airing,"Jul 9, 2011 to Sep 24, 2011","Sotsu,       AT-X,       Marvelous AQL,       Akita Shoten","NIS America, Inc.",AIC PLUS+,Manga,"Comedy, Slice of Life, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,35,Summer 2011,Saturdays at 08:30 (JST),CGDCT,Seinen
Orient,,6.61,1914,6142,113,TV,12,Finished Airing,"Jan 6, 2022 to Mar 24, 2022","TV Tokyo,       Kodansha,       AT-X,       Avex Pictures,       bilibili,       Crunchyroll","None found, add some",A.C.G.T.,Manga,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,519,Winter 2022,Thursdays at 00:00 (JST),"Historical, Samurai",Shounen
Papuwa,,6.61,11155,6143,2,TV,26,Finished Airing,"Sep 30, 2003 to Mar 30, 2004",Sotsu,ADV Films,Nippon Animation,Manga,"Adventure, Comedy",23 min. per ep.,R+ - Mild Nudity,10,Fall 2003,Tuesdays at 18:00 (JST),,
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,,6.61,10996,6144,2,Movie,1,Finished Airing,02-Jul-06,"None found, add some","None found, add some","None found, add some",Game,"Action, Adventure, Comedy, Fantasy",26 min.,PG - Children,1,,,,Kids
Pucca 3,Pucca: Love Recipe,6.61,12880,6145,1,TV,26,Finished Airing,"Dec 10, 2018 to Oct 31, 2019",VOOZ Character System,"None found, add some","None found, add some",Other,"Action, Comedy, Romance",24 min. per ep.,G - All Ages,5,Winter 2019,Unknown,,Kids
Ranma ½: 1994 Music Calendar,,6.61,9400,6146,3,OVA,1,Finished Airing,1993,"None found, add some","None found, add some",Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",20 min.,PG-13 - Teens 13 or older,2,,,Martial Arts,
Renai Boukun,Love Tyrant,6.61,639,6147,370,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017","TV Tokyo,       Sotsu,       Half H.P Studio,       KlockWorx,       DIVE II Entertainment,       Avex Pictures,       bilibili,       Crunchyroll",Funimation,EMT Squared,Web manga,"Comedy, Romance, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,663,Spring 2017,Fridays at 02:35 (JST),"Harem, School",
Seigi wo Aisuru Mono Gekkou Kamen,,6.61,12491,6148,1,TV,39,Finished Airing,"Jan 10, 1972 to Oct 2, 1972","None found, add some","None found, add some",Knack Productions,Unknown,"Action, Mystery",25 min. per ep.,PG-13 - Teens 13 or older,3,Winter 1972,Unknown,,
Seireitsukai no Blade Dance Specials,Blade Dance of the Elementalers Specials,6.61,3652,6149,38,Special,6,Finished Airing,"Oct 8, 2014 to Mar 4, 2015","None found, add some","None found, add some",TNK,Light novel,"Action, Comedy, Fantasy, Ecchi",3 min. per ep.,PG-13 - Teens 13 or older,22,,,School,
Shamanic Princess,,6.61,5554,6150,14,OVA,6,Finished Airing,"Jun 25, 1996 to Jun 25, 1998","Bandai Visual,       animate Film,       Movic","Media Blasters,       Central Park Media",Triangle Staff,Original,"Action, Fantasy, Romance",30 min. per ep.,PG-13 - Teens 13 or older,65,,,,
Shingeki no Kyojin Picture Drama,"Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",6.61,2933,6151,56,Special,9,Finished Airing,"Jul 17, 2013 to Mar 19, 2014","Production I.G,       Wit Studio",Funimation,Studio Moriken,Manga,Comedy,10 min. per ep.,PG-13 - Teens 13 or older,76,,,Parody,
Shinmai Renkinjutsushi no Tenpo Keiei,Management of a Novice Alchemist,6.61,2652,6152,68,TV,12,Finished Airing,"Oct 3, 2022 to Dec 19, 2022","AT-X,       Nippon Columbia,       Sammy,       Kadokawa,       Kill Time Communication",Sentai Filmworks,ENGI,Light novel,"Adventure, Fantasy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,220,Fall 2022,Mondays at 21:00 (JST),,
Strike Witches: 501 Butai Hasshin Shimasu!,Strike Witches: 501st JOINT FIGHTER WING Take Off!,6.61,4917,6153,19,TV,12,Finished Airing,"Apr 10, 2019 to Jun 26, 2019","Nippon Columbia,       Glovision,       Anime Beans",Funimation,"Acca effe,       Giga Production",Manga,"Comedy, Sci-Fi",13 min. per ep.,PG-13 - Teens 13 or older,29,Spring 2019,Wednesdays at 00:45 (JST),"CGDCT, Military",Shounen
Tanken Driland,,6.61,7479,6154,6,TV,37,Finished Airing,"Jul 7, 2012 to Mar 30, 2013","TV Tokyo,       Dentsu,       GREE","None found, add some",Toei Animation,Game,"Adventure, Fantasy",20 min. per ep.,PG - Children,23,Summer 2012,Unknown,,
Teekyuu 7,Teekyu 7,6.61,5197,6155,17,TV,12,Finished Airing,"Jan 12, 2016 to Mar 29, 2016","DAX Production,       Earth Star Entertainment","None found, add some",Millepensee,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,13,Winter 2016,Tuesdays at 01:05 (JST),,Shounen
Teekyuu 8,Teekyu 8,6.61,5380,6156,15,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016","DAX Production,       SMIRAL Animation","None found, add some",Millepensee,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,12,Fall 2016,Wednesdays at 22:30 (JST),,Shounen
Telepathy Shoujo Ran,,6.61,6578,6157,9,TV,26,Finished Airing,"Jun 21, 2008 to Dec 20, 2008","None found, add some","None found, add some",TMS Entertainment,Novel,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,6,Summer 2008,Unknown,School,
Tenshi no 3P!,Angel's 3Piece!,6.61,2717,6158,65,TV,12,Finished Airing,"Jul 10, 2017 to Sep 25, 2017","Sotsu,       Lantis,       AT-X,       Barnum Studio,       KlockWorx,       GAGA,       ASCII Media Works,       Studio Mausu,       Showgate,       Happinet Pictures,       Hakuhodo DY Music & Pictures",Discotek Media,Project No.9,Light novel,,23 min. per ep.,PG-13 - Teens 13 or older,111,Summer 2017,Mondays at 20:00 (JST),"Music, School",
Toji no Miko: Kizamishi Issen no Tomoshibi,Katana Maidens: Tomoshibi,6.61,7877,6159,6,OVA,2,Finished Airing,"Oct 25, 2020 to Nov 29, 2020","Square Enix,       Genco,       Mainichi Broadcasting System,       AT-X,       Studio Gokumi,       Crunchyroll,       Kadokawa,       My Theater D.D.","None found, add some",Project No.9,Game,"Action, Fantasy",25 min. per ep.,PG-13 - Teens 13 or older,11,,,,
