Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Roujin Z,,7.04,3593,4033,39,Movie,1,Finished Airing,"Sep 14, 1991","TV Asahi,       Kadokawa Shoten,       Movic,       Sony Music Entertainment,       Tokyo Theatres",Central Park Media,APPP,Original,"Award Winning, Comedy, Drama, Sci-Fi","Adult Cast, Mecha",1 hr. 19 min.,PG-13 - Teens 13 or older,82,,,
Princess Connect! Re:Dive,,7.04,852,4031,288,TV,13,Finished Airing,"Apr 7, 2020 to Jun 30, 2020","WOWOW,       Nippon Columbia,       Tokyo MX,       BS11,       Cygames","None found, add some",CygamesPictures,Game,"Adventure, Comedy, Fantasy, Gourmet",,23 min. per ep.,PG-13 - Teens 13 or older,"1,032",,Spring 2020,Tuesdays at 00:30 (JST)
Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,7.04,1574,4035,146,TV,12,Finished Airing,"Jan 12, 2014 to Mar 30, 2014","Aniplex,       Dentsu,       flying DOG,       Notes,       Atelier Musa,       Ichijinsha",Aniplex of America,A-1 Pictures,Original,"Action, Comedy, Fantasy, Sci-Fi",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,347,,Winter 2014,Unknown
Sekirei: Hajimete no Otsukai,,7.04,2923,4036,57,Special,1,Finished Airing,"Mar 25, 2009",Aniplex,Funimation,Seven Arcs,Manga,Comedy,Harem,10 min.,R+ - Mild Nudity,51,Seinen,,
Kanojo mo Kanojo Season 2,"Girlfriend, Girlfriend Season 2",7.03,2153,4038,95,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023","Mainichi Broadcasting System,       Kodansha,       Half H.P Studio,       Nikkatsu,       Nichion,       Myrica Music,       NTV Wands","None found, add some",SynergySP,Manga,"Comedy, Romance","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,380,Shounen,Fall 2023,Saturdays at 02:23 (JST)
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,Chillin' in My 30s after Getting Fired from the Demon King's Army,7.03,1600,4037,144,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023","Pony Canyon,       Kodansha,       bilibili,       Good Smile Film,       Bit grooove promotion","None found, add some",Encourage Films,Light novel,Fantasy,,23 min. per ep.,PG-13 - Teens 13 or older,532,,Winter 2023,Saturdays at 22:00 (JST)
Kikoushi Enma,Demon Prince Enma,7.03,4753,4040,21,OVA,4,Finished Airing,"Aug 24, 2006 to Mar 23, 2007",Bandai Visual,"Bandai Entertainment,       Bandai Visual USA",Brain's Base,Manga,"Horror, Mystery, Supernatural","Detective, Gore, Mythology",40 min. per ep.,R+ - Mild Nudity,46,Seinen,,
Kiddy Grade: Maelstrom,,7.03,8501,4039,5,Movie,1,Finished Airing,"Jun 23, 2007",gimik,"None found, add some","Gonzo,       asread.",Original,"Action, Sci-Fi","Mecha, Space, Super Power",1 hr. 20 min.,PG-13 - Teens 13 or older,4,,,
Koro-sensei Quest!,Koro Sensei Quest!,7.03,3054,4041,52,ONA,12,Finished Airing,"Dec 23, 2016 to Mar 10, 2017","None found, add some",Funimation,Lerche,Manga,Comedy,,10 min. per ep.,PG-13 - Teens 13 or older,54,Shounen,,
Kyattou Ninden Teyandee,Samurai Pizza Cats,7.03,5576,4042,14,TV,54,Finished Airing,"Feb 1, 1990 to Feb 12, 1991","Sotsu,       Studio Nue,       Dongyang Animation","Discotek Media,       Saban Entertainment",Tatsunoko Production,Original,"Action, Comedy, Sci-Fi","Anthropomorphic, Mecha, Super Power",24 min. per ep.,G - All Ages,70,,Winter 1990,Thursdays at 19:00 (JST)
Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,Detective Conan: Love Story at Police Headquarters - Wedding Eve,7.03,11680,4044,1,Special,1,Finished Airing,"Apr 15, 2022","None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery, Romance",Detective,1 hr. 34 min.,PG-13 - Teens 13 or older,1,Shounen,,
Kyou no 5 no 2 (TV): Takarabako,,7.03,6727,4043,9,OVA,1,Finished Airing,"Oct 6, 2009","None found, add some","None found, add some",Xebec,Manga,"Comedy, Ecchi",School,28 min.,PG-13 - Teens 13 or older,3,Seinen,,
Metal Fight Beyblade 4D,Beyblade: Metal Fury,7.03,3165,4045,49,TV,52,Finished Airing,"Apr 3, 2011 to Apr 1, 2012","TV Tokyo,       d-rights",Nelvana,SynergySP,Manga,"Adventure, Sports",,24 min. per ep.,PG - Children,190,Kids,Spring 2011,Sundays at 08:30 (JST)
Red Baron,,7.03,8802,4047,4,TV,49,Finished Airing,"Apr 5, 1994 to Mar 28, 1995",TV Asahi,"None found, add some",Tokyo Movie Shinsha,Other,"Sci-Fi, Sports","Martial Arts, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,12,,Spring 1994,Tuesdays at 17:00 (JST)
Ninkuu,,7.03,7321,4046,7,TV,55,Finished Airing,"Jan 14, 1995 to Feb 24, 1996","Yomiko Advertising,       Fuji TV","None found, add some",Pierrot,Manga,Adventure,,24 min. per ep.,PG-13 - Teens 13 or older,27,Shounen,Winter 1995,Saturdays at 18:30 (JST)
Reikenzan: Hoshikuzu-tachi no Utage,,7.03,2155,4048,95,TV,12,Finished Airing,"Jan 9, 2016 to Mar 26, 2016","Haoliners Animation League,       Tencent Animation & Comics","None found, add some",Studio Deen,Light novel,"Comedy, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,191,,Winter 2016,Saturdays at 00:00 (JST)
Seisenshi Dunbine,Aura Battler Dunbine,7.03,5633,4049,13,TV,49,Finished Airing,"Feb 5, 1983 to Jan 21, 1984","Bandai Visual,       Sotsu,       Nagoya Broadcasting Network","ADV Films,       Sentai Filmworks",Sunrise,Novel,"Action, Adventure, Drama, Fantasy, Sci-Fi","Isekai, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,45,,Winter 1983,Saturdays at 17:30 (JST)
Sekirei,,7.03,561,4050,411,TV,12,Finished Airing,"Jul 2, 2008 to Sep 17, 2008","Aniplex,       Movic",Funimation,Seven Arcs,Manga,"Action, Comedy, Ecchi","Harem, Super Power",23 min. per ep.,R+ - Mild Nudity,"1,728",Seinen,Summer 2008,Wednesdays at 23:30 (JST)
Shin Tennis no Oujisama: Hyoutei vs. Rikkai - Game of Future,The New Prince of Tennis: Hyoutei vs. Rikkai - Game of Future,7.07,9624,3851,3,ONA,2,Finished Airing,"Feb 13, 2021 to Apr 17, 2021","Production I.G,       TV Tokyo,       Nihon Ad Systems,       Marvelous AQL,       Shueisha,       Bandai Namco Arts","None found, add some","M.S.C,       Studio Kai",Manga,Sports,"School, Strategy Game",48 min. per ep.,PG-13 - Teens 13 or older,15,Shounen,,
Tetsuwan Birdy,Birdy the Mighty,7.07,3949,3853,32,OVA,4,Finished Airing,"Jul 25, 1996 to Feb 25, 1997",Bandai Visual,Central Park Media,Madhouse,Manga,"Action, Comedy, Sci-Fi",,33 min. per ep.,PG-13 - Teens 13 or older,80,Shounen,,
Tetsuwan Atom,Astro Boy,7.07,5721,3852,13,TV,193,Finished Airing,"Jan 1, 1963 to Dec 31, 1966",Meiji Seika,Nozomi Entertainment,Mushi Production,Manga,"Action, Adventure, Drama, Sci-Fi",,26 min. per ep.,G - All Ages,56,Shounen,Winter 1963,Saturdays at 19:00 (JST)
The God of High School,,7.07,188,3854,916,TV,13,Finished Airing,"Jul 6, 2020 to Sep 28, 2020","Crunchyroll,       Sola Entertainment,       Naver Webtoons",VIZ Media,MAPPA,Web manga,"Action, Fantasy","Martial Arts, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,"4,156",,Summer 2020,Mondays at 23:30 (JST)
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,,7.07,4402,3855,25,Special,1,Finished Airing,"Aug 28, 2013",Geneon Universal Entertainment,"None found, add some",J.C.Staff,Light novel,"Action, Sci-Fi",Super Power,12 min.,PG-13 - Teens 13 or older,19,,,
Wo Shi Jiang Xiaobai,I'm Joybo,7.07,7084,3856,8,ONA,12,Finished Airing,"Nov 9, 2017 to Jan 24, 2018","None found, add some","None found, add some",2:10 AM Animation,Original,"Drama, Romance, Slice of Life",,21 min. per ep.,PG-13 - Teens 13 or older,21,,,
Yes ka No ka Hanbun ka,"Yes, No, or Maybe?",7.07,2943,3857,56,Movie,1,Finished Airing,"Dec 11, 2020","None found, add some","None found, add some",Lesprit,Light novel,"Boys Love, Drama","Adult Cast, Showbiz",53 min.,PG-13 - Teens 13 or older,281,,,
Yuugo: Koushounin,Yugo The Negotiator,7.07,5741,3859,13,TV,13,Finished Airing,"Feb 25, 2004 to May 26, 2004",G&G Entertainment,ADV Films,"Artland,       G&G Direction",Manga,"Action, Drama, Mystery, Suspense","Military, Psychological",24 min. per ep.,R - 17+ (violence & profanity),34,Seinen,Winter 2004,Tuesdays at 00:00 (JST)
Ace wo Nerae!,Aim for the Ace!,7.07,5590,3861,14,TV,26,Finished Airing,"Oct 5, 1973 to Mar 29, 1974",Mainichi Broadcasting System,Discotek Media,Tokyo Movie Shinsha,Manga,"Drama, Romance, Sports",School,24 min. per ep.,PG-13 - Teens 13 or older,90,Shoujo,Fall 1973,Fridays at 19:00 (JST)
.hack//G.U. Trilogy,,7.07,3890,3860,33,Movie,1,Finished Airing,"Dec 22, 2007",Bandai Visual,"Funimation,       Bandai Entertainment",CyberConnect2,Game,"Action, Fantasy",Video Game,1 hr. 33 min.,PG-13 - Teens 13 or older,104,,,
Yoroiden Samurai Troopers,Samurai Troopers,7.07,4971,3858,19,TV,39,Finished Airing,"Apr 30, 1988 to Mar 4, 1989",Tokyu Agency,"Bandai Entertainment,       Discotek Media",Sunrise,Original,"Adventure, Sci-Fi",Samurai,23 min. per ep.,PG-13 - Teens 13 or older,174,,Spring 1988,Unknown
Aquarion Evol,,7.07,2001,3862,106,TV,26,Finished Airing,"Jan 9, 2012 to Jun 25, 2012","Media Factory,       Bandai,       Tohokushinsha Film Corporation,       Overlap",Funimation,"Satelight,       8bit",Original,"Action, Fantasy, Romance, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,416,,Winter 2012,Unknown
Ashita no Joe (Movie),Tomorrow's Joe The Movie,7.07,7724,3863,6,Movie,1,Finished Airing,"Mar 8, 1980","None found, add some",Discotek Media,Mushi Production,Manga,"Drama, Sports",Combat Sports,2 hr. 33 min.,PG-13 - Teens 13 or older,9,Shounen,,
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Sailor Moon R: Make Up! Sailor Guardians,7.07,5081,3864,18,Special,1,Finished Airing,"Dec 5, 1993","None found, add some",VIZ Media,Toei Animation,Manga,,Mahou Shoujo,17 min.,PG-13 - Teens 13 or older,28,Shoujo,,
Boogiepop wa Warawanai (2019),Boogiepop and Others,7.07,1065,3865,230,TV,18,Finished Airing,"Jan 4, 2019 to Mar 29, 2019","ASCII Media Works,       Kadokawa",Funimation,Madhouse,Light novel,"Avant Garde, Drama, Horror, Mystery, Supernatural, Suspense",Psychological,23 min. per ep.,R - 17+ (violence & profanity),842,,Winter 2019,Fridays at 21:00 (JST)
Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,7.07,4478,3866,24,TV,24,Finished Airing,"Oct 3, 2001 to Mar 27, 2002","Kadokawa Shoten,       Broccoli,       TBS,       Pioneer LDC","Sentai Filmworks,       Geneon Entertainment USA",J.C.Staff,Original,"Comedy, Fantasy",,24 min. per ep.,PG - Children,131,,Fall 2001,Unknown
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,7.07,500,3867,455,TV,12,Finished Airing,"Apr 15, 2017 to Jul 1, 2017","Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       MAGES.,       Hakuhodo DY Music & Pictures,       FuRyu,       Imagine",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,717,,Spring 2017,Saturdays at 00:30 (JST)
Fei Ren Zai 1st Season Part 3,,7.07,13617,3868,1,ONA,12,Finished Airing,"Jun 17, 2020 to Aug 26, 2020",Tencent Penguin Pictures,"None found, add some",Fenz,Manga,"Comedy, Supernatural",Mythology,6 min. per ep.,PG-13 - Teens 13 or older,1,,,
GA: Geijutsuka Art Design Class - Aozora ga Kakitai,,7.07,8597,3869,4,OVA,1,Finished Airing,"Apr 2, 2010","None found, add some","None found, add some",AIC PLUS+,4-koma manga,Slice of Life,"CGDCT, School, Visual Arts",24 min.,PG-13 - Teens 13 or older,1,,,
Ginga Tetsudou Monogatari,The Galaxy Railways,7.07,5784,3870,13,TV,26,Finished Airing,"Oct 5, 2003 to Apr 11, 2004","Ginga Ya,       Studio Kyuuma,       Trilogy Future Studio",Funimation,Planet,Original,"Action, Adventure, Drama, Sci-Fi",Space,24 min. per ep.,PG-13 - Teens 13 or older,48,,Fall 2003,Unknown
Gunnm,Battle Angel Alita,7.07,2798,3871,62,OVA,2,Finished Airing,"Jun 21, 1993 to Aug 21, 1993","animate Film,       Movic",ADV Films,Madhouse,Manga,"Drama, Sci-Fi",Mecha,30 min. per ep.,R+ - Mild Nudity,268,Seinen,,
Higepiyo,,7.07,7867,3873,6,TV,39,Finished Airing,"Apr 3, 2009 to Feb 19, 2010",Aniplex,"None found, add some",Kinema Citrus,Original,Comedy,,5 min. per ep.,PG - Children,15,,Spring 2009,Unknown
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,7.07,3366,3872,44,TV,24,Finished Airing,"Oct 2, 2021 to Mar 26, 2022","Yomiuri Telecasting,       Shogakukan",VIZ Media,Sunrise,Original,"Action, Adventure, Fantasy","Historical, Mythology, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,323,,Fall 2021,Saturdays at 17:30 (JST)
IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,7.07,4783,3875,21,TV,13,Finished Airing,"Oct 6, 2005 to Jan 18, 2006",Bandai Visual,"Bandai Entertainment,       Discotek Media",Production I.G,Original,"Action, Drama, Sci-Fi","Mecha, Racing",23 min. per ep.,PG-13 - Teens 13 or older,86,,Fall 2005,Unknown
Highschool of the Dead,,7.07,78,3874,1,TV,12,Finished Airing,"Jul 5, 2010 to Sep 20, 2010","Geneon Universal Entertainment,       AT-X,       Showgate",Sentai Filmworks,Madhouse,Manga,"Action, Horror, Supernatural, Suspense, Ecchi","Gore, Survival",23 min. per ep.,R+ - Mild Nudity,"10,266",Shounen,Summer 2010,Mondays at 11:30 (JST)
Kirarin☆Revolution,Kirarin Revolution,7.07,3909,3877,33,TV,153,Finished Airing,"Apr 7, 2006 to Mar 27, 2009","Shogakukan-Shueisha Productions,       MediaNet,       Sony Music Entertainment","None found, add some","SynergySP,       G&G Entertainment",Manga,"Comedy, Drama, Romance",Showbiz,22 min. per ep.,PG-13 - Teens 13 or older,257,Shoujo,Spring 2006,Fridays at 18:00 (JST)
Kaizoku Oujo,Fena: Pirate Princess,7.07,1221,3876,198,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021","flying DOG,       Crunchyroll,       DMM pictures","None found, add some",Production I.G,Original,"Action, Adventure, Fantasy",Historical,24 min. per ep.,PG-13 - Teens 13 or older,"1,221",,Fall 2021,Sundays at 02:38 (JST)
Kiratto Pri☆chan Season 3,,7.07,10320,3878,2,TV,51,Finished Airing,"Apr 5, 2020 to May 30, 2021",syn Sophia,"None found, add some",Tatsunoko Production,Game,Comedy,"Idols (Female), Music",24 min. per ep.,PG - Children,10,,Spring 2020,Sundays at 10:00 (JST)
Knight's & Magic,,7.07,925,3879,264,TV,13,Finished Airing,"Jul 2, 2017 to Sep 24, 2017","Bandai Visual,       Genco,       Lantis,       AT-X,       Magic Capsule,       Q-Tec,       Hakuhodo DY Music & Pictures",Funimation,8bit,Light novel,"Action, Fantasy","Isekai, Mecha, Reincarnation, School",24 min. per ep.,PG-13 - Teens 13 or older,"1,007",,Summer 2017,Sundays at 21:00 (JST)
Kuro no Shoukanshi,Black Summoner,7.07,1057,3880,232,TV,12,Finished Airing,"Jul 9, 2022 to Sep 24, 2022","flying DOG,       Bushiroad,       Docomo Anime Store,       bilibili,       Overlap,       Bushiroad Move,       Bushiroad Creative","None found, add some",Satelight,Light novel,"Action, Fantasy","Isekai, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,"1,090",,Summer 2022,Saturdays at 22:00 (JST)
Last Exile: Ginyoku no Fam,"Last Exile: Fam, the Silver Wing",7.07,3256,3881,46,TV,21,Finished Airing,"Oct 15, 2011 to Mar 24, 2012","CBC Television,       flying DOG,       Cyclone Graphics",Funimation,Gonzo,Original,"Action, Adventure, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,100,,Fall 2011,Saturdays at 02:00 (JST)
Mahoromatic Summer Special,,7.07,6084,3883,11,Special,1,Finished Airing,"Aug 15, 2003","None found, add some","Sentai Filmworks,       Geneon Entertainment USA","Gainax,       Shaft",Manga,"Comedy, Romance, Sci-Fi, Ecchi",,23 min.,R+ - Mild Nudity,3,Seinen,,
Minky Momo in Yume ni Kakeru Hashi,Minky Momo in the Bridge Over Dreams,7.07,9891,3884,3,OVA,1,Finished Airing,"May 21, 1993","Starchild Records,       Yomiko Advertising","None found, add some",Asahi Production,Original,Drama,Mahou Shoujo,38 min.,G - All Ages,13,,,
Log Horizon: Entaku Houkai,Log Horizon: Destruction of the Round Table,7.07,1003,3882,245,TV,12,Finished Airing,"Jan 13, 2021 to Mar 31, 2021","None found, add some",Funimation,Studio Deen,Light novel,"Action, Adventure, Fantasy","Adult Cast, Video Game",24 min. per ep.,PG-13 - Teens 13 or older,643,,Winter 2021,Wednesdays at 19:25 (JST)
Muteki Kanban Musume,Ramen Fighter Miki,7.07,4800,3885,21,TV,12,Finished Airing,"Jul 5, 2006 to Sep 20, 2006","Yomiuri Telecasting,       Yomiko Advertising,       Toshiba Entertainment,       Geneon Entertainment",Media Blasters,Telecom Animation Film,Manga,"Action, Comedy","Martial Arts, Parody, Workplace",24 min. per ep.,PG-13 - Teens 13 or older,61,Shounen,Summer 2006,Wednesdays at 02:00 (JST)
Muteki Koujin Daitarn 3,,7.07,9064,3886,4,TV,40,Finished Airing,"Jun 3, 1978 to Mar 31, 1979",Sotsu,"None found, add some",Sunrise,Original,Sci-Fi,Mecha,25 min. per ep.,PG-13 - Teens 13 or older,14,,Summer 1978,Unknown
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,The Seven Deadly Sins: Heroes' Frolic,7.07,2425,3887,79,OVA,1,Finished Airing,"Nov 16, 2018","None found, add some","None found, add some",A-1 Pictures,Manga,"Action, Adventure, Fantasy",,24 min.,PG-13 - Teens 13 or older,70,Shounen,,
Nekketsu Saikyou Go-Saurer,,7.07,11418,3888,1,TV,51,Finished Airing,"Mar 3, 1993 to Feb 23, 1994",Yomiko Advertising,"None found, add some",Sunrise,Original,"Action, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,9,,Spring 1993,Wednesdays at 18:00 (JST)
Nijiyon Animation 2,,7.07,8491,3889,5,TV,12,Currently Airing,"Apr 5, 2024 to Jun 21, 2024","Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,4-koma manga,Comedy,"CGDCT, Idols (Female)",3 min. per ep.,PG-13 - Teens 13 or older,10,,Spring 2024,Fridays at 21:54 (JST)
Pokemon: Mewtwo! Ware wa Koko ni Ari,Pokémon: Mewtwo Returns,7.07,2436,3890,78,TV Special,1,Finished Airing,"Dec 30, 2000",Studio Jack,4Kids Entertainment,OLM,Game,"Action, Adventure, Comedy, Drama, Fantasy",,1 hr. 15 min.,PG - Children,26,Kids,,
Prima Doll,,7.07,3857,3891,33,TV,12,Finished Airing,"Jul 9, 2022 to Sep 24, 2022","Mainichi Broadcasting System,       Visual Arts,       NBCUniversal Entertainment Japan,       Tokyo MX,       JR East Marketing & Communications,       MAGNET,       AQUA ARIS,       Pia,       BS Asahi",Sentai Filmworks,Bibury Animation Studios,Mixed media,"Sci-Fi, Slice of Life",,24 min. per ep.,PG-13 - Teens 13 or older,233,,Summer 2022,Saturdays at 00:30 (JST)
Saint Seiya: Soul of Gold,,7.07,4035,3892,30,ONA,13,Finished Airing,"Apr 11, 2015 to Sep 26, 2015",Bandai Visual,"None found, add some","Toei Animation,       Bridge",Manga,"Action, Adventure, Fantasy, Sci-Fi",Mythology,24 min. per ep.,PG-13 - Teens 13 or older,108,Shounen,,
Senkaiden Houshin Engi,Soul Hunter,7.07,5132,3893,17,TV,26,Finished Airing,"Jul 3, 1999 to Dec 25, 1999",TV Tokyo Music,"ADV Films,       Discotek Media",Studio Deen,Manga,"Action, Adventure, Fantasy",Historical,24 min. per ep.,PG-13 - Teens 13 or older,81,Shounen,Summer 1999,Unknown
Shadow Skill: Eigi,,7.07,5429,3894,15,TV,26,Finished Airing,"Jul 3, 1998 to Dec 25, 1998",Bandai Visual,"ADV Films,       Manga Entertainment",Studio Deen,Manga,"Action, Adventure, Drama, Fantasy","Martial Arts, Super Power",25 min. per ep.,PG-13 - Teens 13 or older,65,Shounen,Summer 1998,Fridays at 01:15 (JST)
Journey to Bloom,,7.06,11377,3895,2,ONA,5,Finished Airing,"Sep 30, 2023 to Oct 29, 2023","None found, add some","None found, add some",P.A. Works,Game,Drama,Music,4 min. per ep.,PG-13 - Teens 13 or older,30,,,
"Kanojo, Okarishimasu 3rd Season",Rent-a-Girlfriend Season 3,7.06,1398,3896,169,TV,12,Finished Airing,"Jul 8, 2023 to Sep 30, 2023","Mainichi Broadcasting System,       Kodansha,       DMM.com","None found, add some",TMS Entertainment,Manga,"Comedy, Romance","Adult Cast, Harem",23 min. per ep.,PG-13 - Teens 13 or older,951,Shounen,Summer 2023,Saturdays at 01:23 (JST)
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!","Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",7.06,9409,3898,3,Movie,1,Finished Airing,"Feb 27, 2010","None found, add some","None found, add some",Sunrise,Manga,Comedy,,1 hr. 14 min.,PG - Children,5,Shounen,,
Kanon,,7.06,2693,3897,66,TV,13,Finished Airing,"Jan 31, 2002 to Mar 28, 2002","Movic,       Fuji TV,       Fujipacific Music","None found, add some",Toei Animation,Visual novel,"Drama, Romance, Supernatural",,24 min. per ep.,G - All Ages,223,,Winter 2002,Unknown
Kiddy Grade: Truth Dawn,,7.06,8534,3899,5,Movie,1,Finished Airing,"Sep 1, 2007","Kadokawa Shoten,       gimik","None found, add some","Gonzo,       asread.",Original,"Action, Sci-Fi","Mecha, Space, Super Power",1 hr. 30 min.,PG-13 - Teens 13 or older,6,,,
Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.06,5701,3900,13,Movie,1,Finished Airing,"May 28, 2005",Sotsu,"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Award Winning, Drama, Sci-Fi","Mecha, Military, Space",1 hr. 34 min.,PG-13 - Teens 13 or older,6,,,
