Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Yami no Matsuei,Descendants of Darkness,7.02,2954,4136,56,TV,13,Finished Airing,"Oct 2, 2000 to Dec 18, 2000","Starchild Records,       Movic","Central Park Media,       Discotek Media",J.C.Staff,Manga,"Boys Love, Fantasy, Horror, Mystery",23 min. per ep.,R - 17+ (violence & profanity),396,Fall 2000,Unknown,"Detective, Vampire",Shoujo
Zuoshou Shanglan,Left-Hand Layup!,7.02,7035,4138,8,ONA,8,Finished Airing,"Feb 2, 2023 to Mar 16, 2023",Tencent Penguin Pictures,"None found, add some",Heart & Soul Animation,Original,Sports,24 min. per ep.,PG-13 - Teens 13 or older,92,,,Team Sports,
Uta no☆Prince-sama♪ Maji Love 1000%,Uta no Prince Sama,7.02,1218,4135,199,TV,13,Finished Airing,"Jul 3, 2011 to Sep 24, 2011","Starchild Records,       Movic,       Dwango,       Showgate",Sentai Filmworks,A-1 Pictures,Visual novel,"Comedy, Romance",25 min. per ep.,PG-13 - Teens 13 or older,"1,601",Summer 2011,Unknown,"Idols (Male), Music, Reverse Harem, School",Josei
"Yuusha, Yamemasu",I'm Quitting Heroing,7.02,816,4137,299,TV,12,Finished Airing,"Apr 5, 2022 to Jun 21, 2022","AT-X,       flying DOG,       Glovision,       Kadokawa,       Tencent Games",Sentai Filmworks,EMT Squared,Light novel,"Action, Adventure, Comedy, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,"1,710",Spring 2022,Tuesdays at 22:30 (JST),,
Shuffle!,,7.01,875,4139,280,TV,24,Finished Airing,"Jul 8, 2005 to Jan 6, 2006","Xebec,       Lantis,       Kadokawa Shoten,       KlockWorx,       Memory-Tech",Funimation,asread.,Visual novel,"Comedy, Drama, Fantasy, Romance, Ecchi",24 min. per ep.,R+ - Mild Nudity,"1,458",Summer 2005,Fridays at 00:30 (JST),"Harem, School",
Slow Start,,7.01,2354,4140,83,TV,12,Finished Airing,"Jan 7, 2018 to Mar 25, 2018","Aniplex,       Houbunsha,       Kansai Telecasting,       Lawson,       Kinoshita Group Holdings,       Drecom",Aniplex of America,CloverWorks,4-koma manga,Comedy,23 min. per ep.,PG-13 - Teens 13 or older,178,Winter 2018,Sundays at 00:30 (JST),"CGDCT, School",
Soukou no Strain,Strain: Strategic Armored Infantry,7.01,4579,4141,23,TV,13,Finished Airing,"Nov 2, 2006 to Feb 15, 2007",Happinet Pictures,Funimation,Studio Fantasia,Original,"Action, Drama, Sci-Fi, Ecchi",24 min. per ep.,R+ - Mild Nudity,79,Fall 2006,Unknown,"Mecha, Military, Space",
Stranger: Mukou Hadan Pilot,Sword of the Stranger Pilot,7.01,5860,4142,12,Special,1,Finished Airing,"Apr 11, 2009","None found, add some","None found, add some",Bones,Original,"Action, Adventure",3 min.,R - 17+ (violence & profanity),27,,,"Historical, Samurai",
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,,7.01,7773,4143,6,Movie,1,Finished Airing,"Oct 29, 2011","None found, add some","None found, add some",Toei Animation,Original,Fantasy,1 hr. 11 min.,G - All Ages,1,,,Mahou Shoujo,
Takahashi Rumiko Gekijou Ningyo no Mori,Mermaid Forest,7.01,4215,4145,28,TV,11,Finished Airing,"Oct 5, 2003 to Dec 21, 2003","TV Tokyo,       Shogakukan-Shueisha Productions",Geneon Entertainment USA,TMS Entertainment,Manga,"Drama, Fantasy, Horror, Mystery",24 min. per ep.,R - 17+ (violence & profanity),89,Fall 2003,Sundays at 00:55 (JST),,Shounen
Sword Art Online Alternative: Gun Gale Online,,7.01,347,4144,625,TV,12,Finished Airing,"Apr 8, 2018 to Jul 1, 2018","Aniplex,       Genco,       ASCII Media Works,       Bandai Namco Entertainment,       Egg Firm,       Straight Edge,       Kadokawa",Aniplex of America,Studio 3Hz,Light novel,Action,23 min. per ep.,PG-13 - Teens 13 or older,"1,554",Spring 2018,Sundays at 00:00 (JST),"Military, Video Game",
Tenjou Tenge: The Ultimate Fight,Tenjho Tenge: The Ultimate Fight,7.01,3422,4146,42,OVA,2,Finished Airing,"Mar 16, 2005","None found, add some","Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,"Action, Drama, Romance, Supernatural",24 min. per ep.,R - 17+ (violence & profanity),36,,,"Martial Arts, Super Power",Seinen
Yankee-kun na Yamada-kun to Megane-chan to Majo,,7.01,4330,4151,26,Special,1,Finished Airing,"Aug 26, 2015","None found, add some","None found, add some",LIDENFILMS,Manga,Comedy,7 min.,PG-13 - Teens 13 or older,11,,,School,Shounen
Tsurupika Hagemaru-kun,Little Baldy Hagemaru,7.01,9716,4148,3,TV,59,Finished Airing,"Mar 3, 1988 to Oct 6, 1989",TV Asahi,"None found, add some",Shin-Ei Animation,4-koma manga,Comedy,24 min. per ep.,PG - Children,25,Spring 1988,Unknown,,Kids
Tonari no Youkai-san,Tonari no Yokai-san,7.01,5253,4147,16,TV,13,Currently Airing,"Apr 7, 2024 to Jun 30, 2024","ABC Animation,       East Press","None found, add some",LIDENFILMS,Web manga,"Fantasy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,47,Spring 2024,Sundays at 02:00 (JST),Mythology,
Uta no☆Prince-sama♪ Maji Love Revolutions,Uta no Prince Sama Revolutions,7.01,2836,4150,60,TV,13,Finished Airing,"Apr 5, 2015 to Jun 28, 2015","Showgate,       King Records",Sentai Filmworks,A-1 Pictures,Visual novel,"Comedy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,225,Spring 2015,Sundays at 01:00 (JST),"Idols (Male), Music, Reverse Harem, School",Josei
Tu Bian Ying Xiong Leaf,To Be Heroine,7.01,3759,4149,35,ONA,12,Finished Airing,"Apr 14, 2018 to Jul 6, 2018","Haoliners Animation League,       bilibili",Discotek Media,LAN Studio,Original,Comedy,21 min. per ep.,PG-13 - Teens 13 or older,102,,,Super Power,
Yuuki Yuuna wa Yuusha de Aru: Hidamari,Yuki Yuna is a Hero: A Sunny Place,7.01,6583,4152,9,Special,1,Finished Airing,"Nov 18, 2017","None found, add some","None found, add some",Studio Gokumi,Original,"Drama, Fantasy",24 min.,PG-13 - Teens 13 or older,9,,,Mahou Shoujo,
Aria the Origination Picture Drama,,7.01,6030,4154,11,Special,7,Finished Airing,"Apr 25, 2008 to Oct 25, 2008","None found, add some",Nozomi Entertainment,HAL Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",7 min. per ep.,G - All Ages,15,,,Iyashikei,Shounen
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,Cute High Earth Defense Club LOVE! LOVE!,7.01,4121,4157,29,TV,12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016","Sotsu,       Pony Canyon",Ponycan USA,Studio Comet,Original,Comedy,24 min. per ep.,PG-13 - Teens 13 or older,118,Summer 2016,Fridays at 02:35 (JST),"Parody, School",
Bakusou Kyoudai Let's & Go WGP,,7.01,7490,4156,6,TV,51,Finished Airing,"Jan 6, 1997 to Dec 22, 1997","None found, add some","None found, add some",Xebec,Manga,,25 min. per ep.,G - All Ages,33,Winter 1997,Mondays at 18:00 (JST),Racing,Kids
11-nin Iru!,They Were Eleven,7.01,5874,4153,12,Movie,1,Finished Airing,"Nov 1, 1986",Kitty Films,Central Park Media,Magic Bus,Manga,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi",1 hr. 31 min.,PG-13 - Teens 13 or older,42,,,Space,Shoujo
Aru Nihon no Ekaki Shounen,A Japanese Boy Who Draws,7.01,13026,4155,1,Movie,1,Finished Airing,"Mar 2, 2019","None found, add some","None found, add some",Nekonigashi Inc.,Original,"Avant Garde, Award Winning, Comedy",21 min.,R+ - Mild Nudity,6,,,,
Bosco Adventure,,7.01,10851,4158,2,TV,26,Finished Airing,"Oct 6, 1986 to Mar 30, 1987","None found, add some","None found, add some",Nippon Animation,Book,"Adventure, Fantasy",25 min. per ep.,PG - Children,13,Fall 1986,Unknown,,Kids
Danball Senki Wars,,7.01,8294,4159,5,TV,37,Finished Airing,"Apr 3, 2013 to Dec 25, 2013","None found, add some","None found, add some",OLM,Game,Action,23 min. per ep.,G - All Ages,37,Spring 2013,Unknown,Mecha,Kids
Doraemon Movie 04: Nobita no Kaitei Kiganjou,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,7.01,7848,4160,6,Movie,1,Finished Airing,"Mar 12, 1983","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Fantasy,1 hr. 35 min.,PG - Children,2,,,,
Full Metal Panic! Movie 1: Boy Meets Girl,,7.01,7041,4163,8,Movie,1,Finished Airing,"Nov 25, 2017","None found, add some","None found, add some",Gonzo,Light novel,"Action, Comedy, Sci-Fi",2 hr.,R - 17+ (violence & profanity),4,,,"Mecha, Military",
Fate/Zero Remix,,7.01,4388,4162,25,TV Special,2,Finished Airing,"Mar 25, 2012 to Apr 1, 2012","Aniplex,       Nitroplus",Aniplex of America,ufotable,Light novel,"Action, Fantasy, Supernatural",23 min. per ep.,R - 17+ (violence & profanity),11,,,,
Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,Doraemon the Movie: Nobita Drifts in the Universe,7.01,8193,4161,5,Movie,1,Finished Airing,"Mar 6, 1999",Asatsu DK,"None found, add some","None found, add some",Unknown,"Adventure, Comedy, Fantasy, Sci-Fi",1 hr. 33 min.,PG - Children,1,,,Space,"KidsKids,         ShounenShounen"
Full Metal Panic! Movie 2: One Night Stand,,7.01,7226,4164,7,Movie,1,Finished Airing,"Jan 13, 2018","None found, add some","None found, add some",Gonzo,Light novel,"Action, Comedy, Sci-Fi",1 hr. 25 min.,R - 17+ (violence & profanity),5,,,"Mecha, Military",
Hiatari Ryoukou!,Sunny Ryoko,7.01,8055,4166,5,TV,48,Finished Airing,"Mar 29, 1987 to Mar 20, 1988","None found, add some","None found, add some",Group TAC,Manga,"Comedy, Romance, Sports",25 min. per ep.,PG-13 - Teens 13 or older,14,Spring 1987,Sundays at 19:00 (JST),School,Shoujo
Galaxy Angel,,7.01,4092,4165,29,TV,24,Finished Airing,"Apr 8, 2001 to Sep 30, 2001","Bandai Visual,       Broccoli,       Studio Jack","Nozomi Entertainment,       Bandai Entertainment",Madhouse,Game,"Comedy, Sci-Fi",13 min. per ep.,PG-13 - Teens 13 or older,198,Spring 2001,Sundays at 00:30 (JST),,
Huyao Xiao Hongniang: Jin Chenxi,,7.01,10249,4167,2,ONA,10,Finished Airing,"Jun 19, 2020 to Aug 14, 2020","None found, add some","None found, add some","Haoliners Animation League,       Garden Culture",Manga,"Comedy, Drama, Romance, Supernatural",18 min. per ep.,PG-13 - Teens 13 or older,4,,,Historical,
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Inukami! The Movie,7.01,5175,4168,17,Movie,1,Finished Airing,"Apr 21, 2007",ASCII Media Works,Discotek Media,Seven Arcs,Light novel,"Comedy, Romance, Supernatural, Ecchi",26 min.,PG-13 - Teens 13 or older,7,,,,
Koi Kaze,,7.01,2304,4169,86,TV,13,Finished Airing,"Apr 2, 2004 to Jun 18, 2004","TV Asahi,       Rondo Robe",Geneon Entertainment USA,A.C.G.T.,Manga,"Drama, Romance",24 min. per ep.,R - 17+ (violence & profanity),468,Spring 2004,Fridays at 02:12 (JST),Psychological,Seinen
Koutetsu Jeeg,,7.01,9261,4170,3,TV,46,Finished Airing,"Oct 5, 1975 to Aug 29, 1976",Dynamic Planning,"None found, add some",Toei Animation,Original,"Action, Fantasy, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,12,Fall 1975,Unknown,"Mecha, Mythology",
Kyoukaisenjou no Horizon,Horizon in the Middle of Nowhere,7.01,1329,4171,181,TV,13,Finished Airing,"Oct 2, 2011 to Dec 25, 2011","Bandai Visual,       Lantis,       ASCII Media Works,       Sony PCL",Sentai Filmworks,Sunrise,Light novel,"Action, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,817,Fall 2011,Sundays at 02:58 (JST),,
Madlax,,7.01,3437,4172,42,TV,26,Finished Airing,"Apr 6, 2004 to Sep 28, 2004",Victor Entertainment,ADV Films,Bee Train,Original,"Drama, Mystery, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,152,Spring 2004,Tuesdays at 01:30 (JST),"Military, Psychological",
Makai Ouji: Devils and Realist,Devils and Realist,7.01,1866,4174,117,TV,12,Finished Airing,"Jul 8, 2013 to Sep 23, 2013","TV Tokyo,       Sotsu",Sentai Filmworks,Doga Kobo,Manga,"Comedy, Fantasy, Mystery",24 min. per ep.,PG-13 - Teens 13 or older,436,Summer 2013,Mondays at 01:05 (JST),"Historical, Mythology, School",Josei
Magic-Kyun! Renaissance,,7.01,2925,4173,57,TV,13,Finished Airing,"Oct 2, 2016 to Dec 25, 2016","Broccoli,       Pony Canyon,       Bandai Namco Live Creative,       Sunrise Music,       Bandai Namco Rights Marketing",Ponycan USA,Sunrise,Mixed media,"Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,220,Fall 2016,Sundays at 22:30 (JST),"Music, Reverse Harem, School, Visual Arts",
Masuda Kousuke Gekijou Gag Manga Biyori 3,,7.01,10032,4175,3,TV,12,Finished Airing,"Mar 17, 2008 to Jun 2, 2008","Bandai Visual,       Kids Station,       DAX Production,       Shueisha","None found, add some",Studio Deen,Manga,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,1,Spring 2008,Mondays at 23:00 (JST),Gag Humor,
Medaka Box,,7.01,951,4176,258,TV,12,Finished Airing,"Apr 5, 2012 to Jun 21, 2012","TV Tokyo,       Lantis,       Media Factory,       Hakoniwa Academy Student Council",Sentai Filmworks,Gainax,Manga,"Action, Comedy, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,468,Spring 2012,Thursdays at 01:50 (JST),"Martial Arts, School, Super Power",Shounen
Metal Fight Beyblade: Baku,Beyblade: Metal Masters,7.01,2981,4177,55,TV,51,Finished Airing,"Apr 4, 2010 to Mar 27, 2011","TV Tokyo,       d-rights",Nelvana,SynergySP,Manga,"Adventure, Comedy, Sports",25 min. per ep.,PG - Children,184,Spring 2010,Unknown,,Kids
Natsu-iro Kiseki,A Summer-Colored Miracle,7.01,3358,4178,44,TV,12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012","Aniplex,       Lantis,       Mainichi Broadcasting System,       Atelier Musa,       MusicRay’n","None found, add some",Sunrise,Original,"Slice of Life, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,117,Spring 2012,Fridays at 02:25 (JST),School,
Nekopara: Koneko no Hi no Yakusoku,,7.01,3862,4179,33,ONA,1,Finished Airing,"Jul 27, 2018","None found, add some","None found, add some","Felix Film,       aNCHOR",Visual novel,"Comedy, Romance",21 min.,PG-13 - Teens 13 or older,45,,,Anthropomorphic,
NG Knight Ramune & 40,,7.01,8914,4180,4,TV,38,Finished Airing,"Apr 6, 1990 to Jan 4, 1991","TV Tokyo,       Asatsu DK",Discotek Media,Ashi Productions,Original,"Action, Adventure, Comedy, Fantasy",22 min. per ep.,PG-13 - Teens 13 or older,27,Spring 1990,Fridays at 18:30 (JST),Mecha,
"One Room, Hiatari Futsuu, Tenshi-tsuki.","Studio Apartment, Good Lighting, Angel Included",7.01,3206,4181,48,TV,12,Currently Airing,"Apr 6, 2024 to Jun 15, 2024","Square Enix,       Nippon Columbia,       Nikkatsu,       Kansai Telecasting,       arma bianca,       Bushiroad Move","None found, add some",Okuruto Noboru,Manga,"Comedy, Romance, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,257,Spring 2024,Saturdays at 22:30 (JST),"Harem, Mythology",Shounen
Oni: Kamigami Yama no Onari,Oni: Thunder God's Tale,7.01,15305,4182,614,ONA,4,Finished Airing,"Oct 21, 2022","None found, add some","None found, add some",Tonko House,Original,"Adventure, Drama, Fantasy",41 min. per ep.,PG - Children,3,,,,
Photon,Photon: The Idiot Adventures,7.01,5394,4183,15,OVA,6,Finished Airing,"Nov 21, 1997 to Feb 18, 1999",Movic,"Central Park Media,       Discotek Media",AIC,Original,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Ecchi",32 min. per ep.,R+ - Mild Nudity,57,,,Mecha,
Raiyantsuuri no Uta,,7.01,11543,4184,1,Movie,1,Finished Airing,"Jul 21, 1994",Mushi Production,"None found, add some","None found, add some",Book,Drama,1 hr. 25 min.,G - All Ages,4,,,Historical,
Ro-Kyu-Bu! SS,,7.01,3612,4185,38,TV,12,Finished Airing,"Jul 5, 2013 to Sep 27, 2013","AT-X,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works","None found, add some","Barnum Studio,       Project No.9",Light novel,"Comedy, Sports, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,55,Summer 2013,Fridays at 22:30 (JST),"School, Team Sports",
Seiyou Kottou Yougashiten: Antique,Antique Bakery,7.01,3591,4186,39,TV,12,Finished Airing,"Jul 4, 2008 to Sep 19, 2008","Dentsu,       Fuji TV,       Asmik Ace,       Sony Music Entertainment,       Shinshokan",Nozomi Entertainment,"Nippon Animation,       Shirogumi",Manga,"Boys Love, Comedy, Gourmet",22 min. per ep.,PG-13 - Teens 13 or older,110,Summer 2008,Fridays at 00:45 (JST),"Adult Cast, Workplace",Shoujo
Shakugan no Shana-tan III (Final): Final Destruction,,7.01,4926,4187,19,Special,2,Finished Airing,"Jan 27, 2012 to May 30, 2012","None found, add some",Funimation,J.C.Staff,Unknown,Comedy,9 min. per ep.,PG-13 - Teens 13 or older,13,,,Parody,
Jungle Taitei Movie (1997),Jungle Emperor Leo,7.00,8666,4189,4,Movie,1,Finished Airing,"Aug 1, 1997",Shochiku,"Media Blasters,       Discotek Media,       NYAV Post",Tezuka Productions,Manga,"Adventure, Fantasy",1 hr. 34 min.,G - All Ages,14,,,,
Kamigami no Asobi,,7.00,1569,4190,147,TV,12,Finished Airing,"Apr 6, 2014 to Jun 22, 2014","Frontier Works,       Broccoli,       Movic,       Showgate",Sentai Filmworks,Brain's Base,Visual novel,"Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,779,Spring 2014,Unknown,"Isekai, Mythology, Reverse Harem",Josei
Jungle no Ouja Tar-chan,,7.00,9735,4188,3,TV,50,Finished Airing,"Oct 14, 1993 to Sep 29, 1994",TV Tokyo,"None found, add some",Group TAC,Manga,"Action, Comedy",24 min. per ep.,R+ - Mild Nudity,15,Fall 1993,Thursdays at 19:00 (JST),"Gag Humor, Parody",Shounen
Karneval,,7.00,5069,4191,18,OVA,1,Finished Airing,"Oct 25, 2012","None found, add some","None found, add some",Manglobe,Manga,"Fantasy, Sci-Fi",5 min.,PG-13 - Teens 13 or older,70,,,,Josei
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,7.00,11010,4192,2,OVA,2,Finished Airing,"Dec 17, 2012 to Mar 15, 2013","None found, add some","None found, add some",Toei Animation,Manga,Mystery,27 min. per ep.,R - 17+ (violence & profanity),5,,,,Shounen
Lupin III: Moeyo Zantetsuken!,Lupin III: Dragon of Doom,7.00,6668,4194,9,TV Special,1,Finished Airing,"Jul 29, 1994",Tokyo Movie Shinsha,"Funimation,       Discotek Media","None found, add some",Manga,"Action, Adventure, Comedy, Mystery",1 hr. 30 min.,R+ - Mild Nudity,5,,,Adult Cast,Seinen
Lupin III: Lupin vs. Fukusei-ningen,Lupin III: The Mystery of Mamo,7.00,5519,4193,14,Movie,1,Finished Airing,"Dec 16, 1978","None found, add some","Discotek Media,       Geneon Entertainment USA,       Streamline Pictures",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",1 hr. 42 min.,R+ - Mild Nudity,56,,,Adult Cast,Seinen
Marco: Haha wo Tazunete Sanzenri,,7.00,10333,4195,2,Movie,1,Finished Airing,"Apr 2, 1999","None found, add some","None found, add some",Nippon Animation,Book,"Adventure, Drama",1 hr. 29 min.,G - All Ages,0,,,,
Maria†Holic,,7.00,1342,4196,179,TV,12,Finished Airing,"Jan 4, 2009 to Mar 22, 2009","Frontier Works,       Genco,       Media Factory,       AT-X,       Omnibus Japan",Sentai Filmworks,Shaft,Manga,"Comedy, Girls Love",24 min. per ep.,PG-13 - Teens 13 or older,535,Winter 2009,Unknown,"Crossdressing, Parody, School",Seinen
Meitantei Conan: Kinga Shinnen Mouri Kogorou,Detective Conan: Happy New Year Special,7.00,8899,4197,4,Special,1,Finished Airing,"Jan 3, 2015","None found, add some","None found, add some",TMS Entertainment,Unknown,"Action, Comedy, Mystery",24 min.,PG-13 - Teens 13 or older,1,,,Detective,Shounen
Nanatsu-iro★Drops,,7.00,4572,4198,23,TV,12,Finished Airing,"Jul 3, 2007 to Sep 18, 2007",Geneon Entertainment,"None found, add some",Diomedéa,Visual novel,Romance,24 min. per ep.,PG-13 - Teens 13 or older,93,Summer 2007,Unknown,"Mahou Shoujo, School",
Nasu: Andalusia no Natsu,Nasu: Summer in Andalusia,7.00,6376,4199,10,Movie,1,Finished Airing,"Jul 26, 2003","VAP,       Telecom Animation Film,       Oh! Production,       Tokuma Shoten,       Asmik Ace,       Nippon Television Network,       Tokyu Recreation","None found, add some",Madhouse,Manga,Sports,46 min.,PG-13 - Teens 13 or older,12,,,Racing,Seinen
Onegai☆Twins: Natsu wa Owaranai,Please Twins!: The Summer Never Ends,7.00,4066,4200,30,OVA,1,Finished Airing,"Apr 28, 2004","Bandai Visual,       WOWOW,       Lantis","Nozomi Entertainment,       Bandai Entertainment",Daume,Original,"Comedy, Drama, Romance",25 min.,R+ - Mild Nudity,8,,,,
