,Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
95,Getsumen to Heiki Mina,Mina,6.26,6784,8143,8,TV,11,Finished Airing,"Jan 14, 2007 to Mar 25, 2007","Pony Canyon,       Studio Tulip,       Sony Music Entertainment,       Sotsu Music Publishing,       Future Vision Music","None found, add some",Gonzo,Other,"Action, Comedy, Sci-Fi, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,15,Winter 2007,Unknown,"Parody, Super Power",
96,Guskou Budori no Denki,The Life of Guskou Budori,6.26,11809,8146,1,Movie,1,Finished Airing,"Jul 16, 1994",Bandai Visual,"None found, add some",Animaruya,Novel,Drama,1 hr. 24 min.,G - All Ages,3,,,,
97,Gregory Horror Show: The Last Train,,6.26,11696,8145,1,TV,26,Finished Airing,"Oct 7, 2000 to Mar 31, 2001","VAP,       TV Asahi",Geneon Entertainment USA,Milky Cartoon,Original,"Comedy, Horror, Mystery, Supernatural",3 min. per ep.,None,6,Fall 2000,Unknown,"Mythology, Vampire",
98,Hanamaru Youchien: Panda Neko Taisou,,6.26,9628,8147,3,Special,8,Finished Airing,"May 26, 2010 to Aug 25, 2010",Starchild Records,"None found, add some",Gainax,Manga,Comedy,1 min. per ep.,G - All Ages,2,,,Music,Seinen
99,Haou Taikei Ryuu Knight: Adeu Legend,Lord of Lords Ryu Knight: Adeu's Legend,6.26,11435,8148,1,OVA,13,Finished Airing,"Jul 21, 1994 to Sep 25, 1995","None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Fantasy",30 min. per ep.,PG-13 - Teens 13 or older,2,,,Mecha,
100,Heart Cocktail Again,,6.26,14834,8149,691,OVA,1,Finished Airing,"Oct 22, 2003","None found, add some","None found, add some",HAL Film Maker,Manga,Romance,41 min.,PG-13 - Teens 13 or older,1,,,,Seinen
101,Heibai Wushuang 3rd Season,Black and White Warriors 3,6.26,11082,8150,2,ONA,12,Finished Airing,"Jul 19, 2021 to Sep 27, 2021",bilibili,"None found, add some",Wawayu Animation,Manga,"Comedy, Supernatural",18 min. per ep.,PG-13 - Teens 13 or older,11,,,,
102,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,Ikemen Sengoku: Bromances Across Time,6.26,6758,8151,8,TV,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017","None found, add some","None found, add some","TMS Entertainment,       Jinnis Animation Studios",Game,Romance,3 min. per ep.,PG-13 - Teens 13 or older,41,Summer 2017,Wednesdays at 22:10 (JST),Historical,
103,Inazma Delivery,,6.26,12550,8152,1,TV,10,Finished Airing,"Dec 9, 2016 to Feb 10, 2017","None found, add some","None found, add some",Kanaban Graphics,Original,"Action, Comedy, Sci-Fi",2 min. per ep.,PG-13 - Teens 13 or older,3,Winter 2017,Unknown,,
104,KanColle: Itsuka Ano Umi de,KanColle Season 2: Let's Meet at Sea,6.26,3062,8153,52,TV,8,Finished Airing,"Nov 4, 2022 to Mar 25, 2023","None found, add some","None found, add some",ENGI,Game,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,221,Fall 2022,Fridays at 00:30 (JST),"Anthropomorphic, Military, School",
105,Kitaku-bu Katsudou Kiroku: Miniature Theater,,6.26,10728,8154,2,Special,6,Finished Airing,"Oct 23, 2013 to Dec 18, 2013","None found, add some","None found, add some",Nomad,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,0,,,School,
106,Megane no Mahou,,6.26,15367,8156,604,ONA,1,Finished Airing,"Sep 24, 2018","None found, add some","None found, add some",Tatsunoko Production,Original,Drama,6 min.,G - All Ages,0,,,,
107,Makasete Iruka!,Grrl Power!,6.26,10916,8155,2,OVA,1,Finished Airing,"Jun 10, 2004","None found, add some",ADV Films,CoMix Wave Films,Manga,"Action, Award Winning, Comedy",24 min.,G - All Ages,2,,,School,
108,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,An Encore and Continuance: Pandora's Box  - A strange phenomenon is overtaking the world?! -,6.26,9916,8157,3,ONA,1,Finished Airing,"Dec 31, 2016","Ultra Super Pictures,       XFLAG","None found, add some",Studio Hibari,Game,"Action, Fantasy",8 min.,PG-13 - Teens 13 or older,1,,,Video Game,
109,Nanako SOS,,6.26,10311,8158,2,TV,39,Finished Airing,"Apr 2, 1983 to Dec 24, 1983",Fuji TV,"None found, add some",Kokusai Eigasha,Manga,"Comedy, Romance",23 min. per ep.,G - All Ages,7,Spring 1983,Unknown,"Parody, Super Power",
110,One Piece: Dai Tokushuu! Momonosuke no Mei Shogun e no Michi,One Piece: A Very Special Feature! Momonosuke's Road to Becoming a Great Shogun,6.26,11552,8159,1,TV Special,1,Finished Airing,"Dec 24, 2023","None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24 min.,PG-13 - Teens 13 or older,1,,,,Shounen
111,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Voice Drama,,6.26,11608,8160,1,ONA,7,Finished Airing,"Apr 5, 2020 to Apr 24, 2020","None found, add some","None found, add some",SILVER LINK.,Light novel,"Comedy, Fantasy",2 min. per ep.,PG-13 - Teens 13 or older,1,,,School,Shoujo
112,Parappa the Rapper,,6.26,8621,8161,4,TV,30,Finished Airing,"Apr 14, 2001 to Jan 11, 2002",Aniplex,"None found, add some","J.C.Staff,       Production I.G",Game,"Comedy, Fantasy",23 min. per ep.,G - All Ages,42,Spring 2001,Unknown,,
113,Pokemon: Pikachu Tanken Club,Pikachu's Exploration Club,6.26,7384,8162,7,Special,1,Finished Airing,"Aug 1, 2007","None found, add some","None found, add some",OLM,Unknown,"Adventure, Comedy, Fantasy",21 min.,PG - Children,2,,,,Kids
114,Popotan,,6.26,4435,8163,25,TV,12,Finished Airing,"Jul 18, 2003 to Oct 3, 2003",Bandai Visual,"Sentai Filmworks,       Geneon Entertainment USA",Shaft,Visual novel,"Comedy, Drama, Supernatural, Ecchi",24 min. per ep.,R+ - Mild Nudity,59,Summer 2003,Unknown,Time Travel,
115,Junod,Dr. Junod,6.25,13568,8164,1,Movie,1,Finished Airing,"May 11, 2010","None found, add some","None found, add some",Studio Hibari,Original,Drama,1 hr. 4 min.,PG-13 - Teens 13 or older,0,,,"Historical, Medical",
116,Kakyuusei (TV),,6.25,7438,8165,7,TV,13,Finished Airing,"Jul 2, 1999 to Sep 24, 1999",Pink Pineapple,"None found, add some",PP Project,Visual novel,"Drama, Romance",26 min. per ep.,PG-13 - Teens 13 or older,8,Summer 1999,Fridays at 00:35 (JST),"Harem, School",
117,Karakuri Circus: Makuai - Soshite Mata Kaimaku Bell,,6.25,9743,8166,3,TV Special,1,Finished Airing,"Jan 24, 2019","None found, add some","None found, add some",Studio VOLN,Manga,"Adventure, Mystery",24 min.,PG-13 - Teens 13 or older,2,,,,Shounen
118,King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,,6.25,13955,8167,906,Movie,1,Finished Airing,"Apr 13, 2019","None found, add some","None found, add some",Tatsunoko Production,Original,Sports,1 hr. 10 min.,PG-13 - Teens 13 or older,1,,,"Idols (Male), Music",
119,Kinnikuman (Movie),,6.25,11555,8168,1,Movie,1,Finished Airing,"Jul 14, 1984","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sports",48 min.,PG-13 - Teens 13 or older,3,,,Combat Sports,Shounen
120,Koneko no Haitatsuin Uunyan,Delivery Kitten Unyan,6.25,19049,8170,279,ONA,1,Finished Airing,"Aug 13, 2022","None found, add some","None found, add some","Avaco Creative Studios,       Studio Nanahoshi",Original,Slice of Life,7 min.,G - All Ages,2,,,Anthropomorphic,Kids
121,Komori-san wa Kotowarenai!,Komori-san Can't Decline!,6.25,2470,8169,76,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015","Genco,       DAX Production,       bilibili","None found, add some",Artland,4-koma manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,82,Fall 2015,Sundays at 22:27 (JST),School,
122,Kotoura-san: Haruka no Heya,,6.25,4433,8172,25,ONA,6,Finished Airing,"Dec 7, 2012 to Jan 11, 2013","AIC,       KlockWorx,       flying DOG","None found, add some",AIC Classic,4-koma manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,17,,,School,
123,Konohakaseki no Natsu,Summer of Fossil Leaves,6.25,15764,8171,548,Movie,1,Finished Airing,"Jan 16, 2014",Musashino Art University,"None found, add some","None found, add some",Original,"Drama, Slice of Life",11 min.,G - All Ages,2,,,,
124,Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,,6.25,10965,8173,2,ONA,12,Finished Airing,"Apr 10, 2019 to Feb 29, 2020","Digital Frontier,       Bandai Namco Entertainment,       Bandai Spirits","None found, add some","WAO World,       GEMBA",Original,"Action, Adventure",14 min. per ep.,PG-13 - Teens 13 or older,2,,,Military,
125,Live On Cardliver Kakeru,,6.25,12583,8175,1,TV,51,Finished Airing,"Oct 5, 2008 to Sep 27, 2009","Sotsu,       Sakura Create","None found, add some",TMS Entertainment,Manga,Fantasy,23 min. per ep.,PG - Children,3,Fall 2008,Unknown,Strategy Game,
126,Little El Cid no Bouken,Adventures of Little El Cid,6.25,13983,8174,898,TV,26,Finished Airing,"Feb 6, 1984 to Mar 12, 1984","None found, add some","None found, add some",Nippon Animation,Original,Adventure,25 min. per ep.,G - All Ages,0,Winter 1984,Not scheduled once per week,Historical,Kids
127,Loups=Garous,,6.25,5112,8176,17,Movie,1,Finished Airing,"Aug 28, 2010",Mixi,Sentai Filmworks,"Production I.G,       Trans Arts",Novel,"Mystery, Sci-Fi, Suspense",1 hr. 38 min.,R - 17+ (violence & profanity),10,,,,
128,Magnerobo Ga-Keen,,6.25,11892,8177,1,TV,39,Finished Airing,"Sep 5, 1976 to Jun 26, 1977","TV Asahi,       Oh! Production","None found, add some",Toei Animation,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,0,Fall 1976,Unknown,Mecha,
129,McDull: Gushi,My Life as McDull,6.25,16092,8179,511,Movie,1,Finished Airing,"Dec 15, 2001",Bliss Pictures,"None found, add some","None found, add some",Unknown,Comedy,1 hr. 15 min.,G - All Ages,1,,,Anthropomorphic,Kids
130,Mahou Shoujo Pretty Sammy Specials,Magical Project S Specials,6.25,11541,8178,1,Special,7,Finished Airing,1997,"APPP,       Pioneer LDC,       Studio Tulip",Geneon Entertainment USA,AIC,Original,"Adventure, Comedy, Fantasy",3 min. per ep.,PG - Children,1,,,"Mahou Shoujo, Parody",Seinen
131,Megane-bu!,,6.25,4041,8180,30,TV,12,Finished Airing,"Oct 7, 2013 to Dec 23, 2013","TOHO animation,       Toho Music",Sentai Filmworks,Studio Deen,Other,Comedy,23 min. per ep.,PG-13 - Teens 13 or older,56,Fall 2013,Unknown,School,
132,Midnight Horror School,,6.25,13835,8181,939,TV,52,Finished Airing,"Oct 1, 2003 to Mar 24, 2004",Milky Cartoon,"None found, add some","None found, add some",Unknown,Comedy,11 min. per ep.,None,3,Fall 2003,Wednesdays at 15:30 (JST),,
133,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,,6.25,6899,8182,8,TV Special,1,Finished Airing,"Nov 19, 2012","TV Tokyo,       Avex Entertainment,       AT-X,       Nippon Cultural Broadcasting",Sentai Filmworks,"Satelight,       lxtl",Light novel,"Action, Drama, Sci-Fi",24 min.,R+ - Mild Nudity,5,,,"Gore, Mecha, Military",
134,Parasol Henbei,,6.25,13649,8184,992,TV,200,Finished Airing,"Oct 2, 1989 to Jan 28, 1991","None found, add some","None found, add some","None found, add some",Mixed media,"Adventure, Comedy, Fantasy",10 min. per ep.,PG - Children,0,Fall 1989,Unknown,,Kids
135,New Dream Hunter Rem: Yume no Kishi-tachi,,6.25,9472,8183,3,OVA,1,Finished Airing,"Dec 16, 1990","None found, add some","None found, add some",Studio Sign,Original,"Action, Fantasy, Ecchi",37 min.,R+ - Mild Nudity,4,,,"Mahou Shoujo, Mythology",
136,Peach Boy Riverside,,6.25,1321,8185,182,TV,12,Finished Airing,"Jul 1, 2021 to Sep 16, 2021","VAP,       Sotsu,       Kodansha,       KlockWorx,       Tokyo MX,       Toy's Factory,       Exa International,       BS NTV,       AQUA ARIS,       GREE Entertainment,       A3,       jeux d'eau,       Toei Advertising","None found, add some",Asahi Production,Manga,"Action, Adventure, Fantasy",23 min. per ep.,R - 17+ (violence & profanity),679,Summer 2021,Thursdays at 22:00 (JST),Gore,Shounen
